סעיף,חשבון,שם חשבון,מחלקה,סוג תקציב,משרות מעודכן,טור  1,טור  2,טור  3,טור  4
821000140,1821000140,מינהל התרבות החזר הוצאות,2,גמיש,0,"145,006",0,0,0
821000181,1821000181,מינהל התרבות הפרשות סוציא,2,גמיש,0,"323,475",0,0,0
821000210,1821000210,משכורות-על תיקניים,0,קשיח,0,0,0,0,0
821000301,1821000301,תקציב עזר לשכר-העמסות,0,גמיש,0,"53,649",0,0,0
821000391,1821000391,פנסיה,2,גמיש,0,0,0,0,0
821000440,1821000440,בטוח,1,גמיש,0,"104,252",0,0,0
821000570,1821000570,מינהל התרבות מיכון ועיבוד,1,גמיש,0,"2,000",0,0,0
821000593,1821000593,השתת' בת.מיכון,3,גמיש,0,"1,196",0,0,0
821000596,1821000596,ת.ע.מוסך,0,גמיש,0,"71,032",0,0,0
821000794,1821000794,ת.ע. מחסן,1,קשיח,0,0,0,0,0
821000795,1821000795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
821000798,1821000798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
822000410,1822000410,שכירת מועדון תרבות,0,גמיש,0,"144,000",0,0,0
822000760,1822000760,"אקו""ם",1,גמיש,0,0,0,0,0
822000761,1822000761,תשלומי תמלוגים,0,גמיש,0,"131,000",0,0,0
822000780,1822000780,ארועים בשכונות,1,גמיש,0,"771,000",0,0,0
822000781,1822000781,"אקו""ם",1,גמיש,0,"67,000",0,0,0
822000782,1822000782,פעילות תרבות עולים,3,גמיש,0,"74,000",0,0,0
822000783,1822000783,מרכז ניצולי שואה,3,גמיש,0,"150,000",0,0,0
822000784,1822000784,הצגות וארועי קיץ,1,גמיש,0,"62,500",0,0,0
822000785,1822000785,"המקהלה הקמארית ר""ג",0,גמיש,0,"147,500",0,0,0
822000786,1822000786,"התזמורת הקאמרית ר""ג",0,גמיש,0,"350,000",0,0,0
822000787,1822000787,ארועי תרבות,0,גמיש,0,"1,000,000",0,0,0
822000788,1822000788,ארועי קיץ,0,גמיש,0,"1,205,000",0,0,0
822000789,1822000789,טכסי זכרון,0,גמיש,0,"100,000",0,0,0
822000810,1822000810,שבוע הספר,1,גמיש,0,0,0,0,0
822000850,1822000850,"פרס ר""ג לספרות",0,גמיש,0,"310,000",0,0,0
822100780,1822100780,מורשת ישראל,0,גמיש,0,"330,000",0,0,0
822100781,1822100781,שישי בכיף,0,גמיש,0,0,0,0,0
823000110,1823000110,שכר,2,גמיש,0,"3,178,982",0,0,0
823000120,1823000120,תוספות,2,גמיש,0,"284,435",0,0,0
823000130,1823000130,ש.נ,3,גמיש,0,"11,155",0,0,0
823000140,1823000140,ספריות עירוניות החזר הוצא,2,גמיש,0,"356,938",0,0,0
823000181,1823000181,ספריות עירוניות הפרשות סו,2,גמיש,0,"892,346",0,0,0
823000210,1823000210,משכורת - על תקניים,0,גמיש,0,0,0,0,0
823000301,1823000301,תקציב עזר לשכר- העמסות,0,גמיש,0,"162,057",0,0,0
823000391,1823000391,פנסיה,2,גמיש,0,0,0,0,0
823000410,1823000410,שכר דירה דמי חכירה,1,גמיש,0,"332,000",0,0,0
823000420,1823000420,תקונים,1,גמיש,0,"60,000",0,0,0
823000430,1823000430,חשמל ומים,1,גמיש,0,"315,000",0,0,0
823000440,1823000440,בטוח,1,גמיש,0,"44,636",0,0,0
823000450,1823000450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
823000470,1823000470,ציוד משרדי,3,גמיש,0,"45,000",0,0,0
823000510,1823000510,"נסיעות ואש""ל",1,גמיש,0,"8,000",0,0,0
823000540,1823000540,דיוור ותקשורת,1,גמיש,0,"150,000",0,0,0
823000570,1823000570,מיכון,1,גמיש,0,"50,000",0,0,0
823000593,1823000593,השתת' בת.מיכון,3,גמיש,0,"31,407",0,0,0
823000596,1823000596,ת.ע. מוסך,0,גמיש,0,0,0,0,0
823000720,1823000720,ספרים וחומרים,1,גמיש,0,"500,000",0,0,0
823000750,1823000750,שמירה,3,גמיש,0,"160,000",0,0,0
823000751,1823000751,כריכה וטפול בספרים,1,גמיש,0,"30,000",0,0,0
823000752,1823000752,נקיון ספריות,0,גמיש,0,"300,000",0,0,0
823000753,1823000753,מרכז התמרים,0,גמיש,0,"400,000",0,0,0
823000780,1823000780,שונות,1,גמיש,0,"162,000",0,0,0
823000794,1823000794,ת.ע. מחסן,1,קשיח,0,"2,196",0,0,0
823000795,1823000795,ת.ע. נגריה,1,קשיח,0,460,0,0,0
823000798,1823000798,ת.ע. אחזקה,1,גמיש,0,"6,463",0,0,0
823000930,1823000930,הוצ חד פעמיות,1,גמיש,0,"2,000",0,0,0
824000780,1824000780,הנחות מ.ב.ע,0,גמיש,0,"2,650,000",0,0,0
824000781,1824000781,מועדוניות,0,גמיש,0,"224,000",0,0,0
824000810,1824000810,השתת במתנסים,1,גמיש,0,"1,325,000",0,0,0
825000780,1825000780,להקת מחול  ייצוגית,1,גמיש,0,0,0,0,0
825000781,1825000781,המקהלה העממית,3,גמיש,0,"65,000",0,0,0
825000782,1825000782,"המקהלה הקאמרית ר""ג",1,גמיש,0,"150,000",0,0,0
825000783,1825000783,מקהלת שיר ושירה,0,גמיש,0,"102,000",0,0,0
825000784,1825000784,תרבות המזרח,0,גמיש,0,"200,000",0,0,0
825000785,1825000785,הפעלת מרכז סדנאות,0,גמיש,0,"387,000",0,0,0
825000821,1825000821,"קרן ר""ג ע""ש רודנסקי",0,גמיש,0,0,0,0,0
825100820,1825100820,קונסרבטוריון רמת גן,5,גמיש,0,"810,000",0,0,0
825200820,1825200820,"התזמורת הקאמרית ר""ג",1,גמיש,0,0,0,0,0
826000820,1826000820,עמותה לנהול מוסד' תרבות וספורט,3,גמיש,0,"1,250,000",0,0,0
826000821,1826000821,בית כורש,0,גמיש,0,0,0,0,0
826100781,1826100781,תאטרון הספריה רג,1,גמיש,0,0,0,0,0
826100782,1826100782,"תיאטרון ר""ג החדש",0,גמיש,0,"350,000",0,0,0
826100785,1826100785,אימפרו הסטודיו לקולנוע,0,גמיש,0,0,0,0,0
826200110,1826200110,מוזיאונים השכר הקובע,2,גמיש,0,"290,012",0,0,0
826200120,1826200120,מוזיאונים תוספת שאינן נכל,2,גמיש,0,"24,539",0,0,0
826200130,1826200130,ש.נ,3,גמיש,0,0,0,0,0
826200140,1826200140,מוזיאונים החזר הוצאות,2,גמיש,0,"78,080",0,0,0
826200181,1826200181,מוזיאונים הפרשות סוציאליו,2,גמיש,0,"72,504",0,0,0
826200210,1826200210,על תקני,0,גמיש,0,0,0,0,0
826200391,1826200391,פנסיה,2,גמיש,0,0,0,0,0
826200440,1826200440,בטוח,0,גמיש,0,"80,567",0,0,0
826200750,1826200750,אחזקת פסלים,0,גמיש,0,0,0,0,0
826200780,1826200780,המוזיאון העירוני,1,גמיש,0,"414,000",0,0,0
826200781,1826200781,מוזיאון בית כהנא,1,גמיש,0,"225,000",0,0,0
826200782,1826200782,מוזיאון לאומנות יהודית,1,גמיש,0,"70,000",0,0,0
826200783,1826200783,בית קונסטנס,3,גמיש,0,"90,000",0,0,0
826200784,1826200784,מוזיאון לאומנות רוסית,0,גמיש,0,0,0,0,0
826200785,1826200785,בית רפפורט,0,גמיש,0,"135,000",0,0,0
826200794,1826200794,מוזיאונים השתתפות בתקצבי,1,גמיש,0,0,0,0,0
826200820,1826200820,מוזיאון האדם והחי,1,גמיש,0,"621,000",0,0,0
826200821,1826200821,מוזיאון לאומנות ישראלית,1,גמיש,0,"927,000",0,0,0
826200822,1826200822,מוזיאון בית קריניצי,1,גמיש,0,"954,000",0,0,0
826200823,1826200823,בית רפפורט,0,גמיש,0,0,0,0,0
826400110,1826400110,שכר,2,גמיש,0,"83,657",0,0,0
826400120,1826400120,תוספות,2,גמיש,0,"8,923",0,0,0
826400130,1826400130,שץנ,3,גמיש,0,"16,731",0,0,0
826400140,1826400140,משכורת,2,גמיש,0,"33,463",0,0,0
826400181,1826400181,הפרשות,2,גמיש,0,"30,116",0,0,0
826400210,1826400210,על תיקני,0,גמיש,0,0,0,0,0
826400391,1826400391,פנסיה,2,גמיש,0,0,0,0,0
826400780,1826400780,יד לבנים אחזקה,1,גמיש,0,"240,000",0,0,0
826400781,1826400781,בית רוזן,0,גמיש,0,"500,000",0,0,0
826400782,1826400782,בית דורון,0,גמיש,0,"700,000",0,0,0
826400820,1826400820,יד לבנים - הקצבה,0,גמיש,0,0,0,0,0
826400821,1826400821,מועדון מופת,1,גמיש,0,0,0,0,0
826400822,1826400822,אתר הזכרון,1,גמיש,0,"49,000",0,0,0
827000780,1827000780,תרבות תורנית,1,גמיש,0,"470,000",0,0,0
827000781,1827000781,תרבות תורנית קהילתית,0,גמיש,0,"180,000",0,0,0
827000782,1827000782,בית הכנסת המרכזי,0,גמיש,0,"300,000",0,0,0
827000783,1827000783,בית הכנסת המרכזי - תמיכות,0,גמיש,0,0,0,0,0
827000815,1827000815,צעירים חושבים יהדות,0,גמיש,0,0,0,0,0
827000816,1827000816,הליכות עם ישראל,0,גמיש,0,0,0,0,0
827000817,1827000817,יד לאחים,0,גמיש,0,0,0,0,0
827000818,1827000818,עמותת אהל גבריאל לביא,0,גמיש,0,0,0,0,0
827000819,1827000819,ישיבת ההסדר,0,גמיש,0,0,0,0,0
827000820,1827000820,מכון שי,3,קשיח,0,0,0,0,0
827000821,1827000821,מועדון בר אילן,1,גמיש,0,"180,000",0,0,0
827000822,1827000822,עמותת הראל,1,גמיש,0,0,0,0,0
827000823,1827000823,"חב""ד",1,גמיש,0,0,0,0,0
827000824,1827000824,בנתיבות האמת,1,גמיש,0,0,0,0,0
827000825,1827000825,כולל ברכת אהרן,3,גמיש,0,0,0,0,0
827000826,1827000826,אל המעיין,1,גמיש,0,0,0,0,0
827000827,1827000827,נהורא,0,גמיש,0,0,0,0,0
827000828,1827000828,דור ודורשיו,3,גמיש,0,0,0,0,0
827000829,1827000829,מרכז לחנוך דתי,3,גמיש,0,0,0,0,0
827000830,1827000830,מכון ניר דוד,0,גמיש,0,0,0,0,0
828200410,1828200410,שכירת מועדוני נוער,0,גמיש,0,"93,000",0,0,0
828200440,1828200440,ביטוח,0,גמיש,0,0,0,0,0
828200780,1828200780,פעולות תרבות,1,גמיש,0,0,0,0,0
828200794,1828200794,ת.ע. מחסן,1,קשיח,0,0,0,0,0
828200795,1828200795,ת.ע. נגריה,0,גמיש,0,0,0,0,0
828200798,1828200798,ת.ע. אחזקה,0,גמיש,0,0,0,0,0
828200818,1828200818,אולמות תרבות,0,גמיש,0,"838,000",0,0,0
828200819,1828200819,בתי ספר קהילתיים,0,גמיש,0,0,0,0,0
828200820,1828200820,מרכזים קהילתיים,1,גמיש,0,0,0,0,0
828200821,1828200821,מפעלי בית עמנואל,1,גמיש,0,"750,000",0,0,0
828210820,1828210820,"בי""ס קהילתי בליך",0,גמיש,0,0,0,0,0
828210821,1828210821,"בי""ס קהילתי הרואה",0,גמיש,0,0,0,0,0
828210822,1828210822,"בי""ס קהילתי אוהל שם",0,גמיש,0,0,0,0,0
828210823,1828210823,"בי""ס קהילתי אושא",0,גמיש,0,0,0,0,0
828210824,1828210824,"בי""ס קהילתי שלום",0,גמיש,0,0,0,0,0
828210825,1828210825,"בי""ס קהילתי מורשת משה",0,גמיש,0,0,0,0,0
828210826,1828210826,"בי""ס קהילתי ויצמן",0,גמיש,0,0,0,0,0
828220810,1828220810,מרכז קהילתי ענבל,0,גמיש,0,"153,000",0,0,0
828220811,1828220811,מרכז קהילתי-בית עמנואל,0,גמיש,0,"150,000",0,0,0
828220812,1828220812,מרכז קהילתי עמותת רעות,0,גמיש,0,0,0,0,0
828220813,1828220813,מרכז קהילתי עמותת חברותא,0,גמיש,0,0,0,0,0
828220814,1828220814,מרכז קהילתי ק.קרניצי,0,גמיש,0,0,0,0,0
828220815,1828220815,מרכז קהילתי-עמותת ארנונים,0,גמיש,0,0,0,0,0
828220816,1828220816,מרכז קהילתי עמותת רמת חן,0,גמיש,0,"100,000",0,0,0
828220817,1828220817,מרכז קהילתי עמותת המתמיד,0,גמיש,0,"43,000",0,0,0
828220818,1828220818,מרכז קהילתי עמותת בורוכוב,0,גמיש,0,0,0,0,0
828220819,1828220819,מרכז קהילתי- מרום נוה,0,גמיש,0,0,0,0,0
828220820,1828220820,"עמותת בק""ת ג.גאולה",0,גמיש,0,0,0,0,0
828220821,1828220821,חברותא,0,גמיש,0,0,0,0,0
828220822,1828220822,מופת קרית קרינצי,0,גמיש,0,0,0,0,0
828220823,1828220823,עמותת קרית בורכוב,0,גמיש,0,0,0,0,0
828220824,1828220824,עמותת ידיד לחינוך,0,גמיש,0,0,0,0,0
828220825,1828220825,תנו לחיות לחיות,0,גמיש,0,0,0,0,0
828220826,1828220826,בית מדרש ישיבתי,0,גמיש,0,0,0,0,0
828220827,1828220827,"מט""י מרכז איפוח יזמות",0,גמיש,0,0,0,0,0
828220828,1828220828,אל עמי - אל עצמי,0,גמיש,0,0,0,0,0
828910821,1828910821,כנפיים של קרמבו,0,גמיש,0,0,0,0,0
828910822,1828910822,הצופים,1,גמיש,0,0,0,0,0
828910825,1828910825,הנער העובד,1,גמיש,0,0,0,0,0
828910828,1828910828,בני עקיבא,1,גמיש,0,0,0,0,0
828910829,1828910829,מכבי צעיר,1,גמיש,0,0,0,0,0
828920821,1828920821,פעילות ת.נער,1,גמיש,0,"668,000",0,0,0
828920822,1828920822,עידוד הרשמה לתנועות נוער,0,גמיש,0,0,0,0,0
829200780,1829200780,"קאנטרי ר""ג",0,גמיש,0,0,0,0,0
829200781,1829200781,בריכת דג הזהב,0,גמיש,0,"164,000",0,0,0
829200870,1829200870,אחזקת אולם ספורט גאולים,0,גמיש,0,"41,000",0,0,0
829300110,1829300110,חשבון מהסבה,2,גמיש,0,"870,037",0,0,0
829300120,1829300120,תוספות,2,גמיש,0,"111,543",0,0,0
829300130,1829300130,ש.נ,3,גמיש,0,"11,155",0,0,0
829300140,1829300140,פעולות ספורט החזר הוצאות,2,גמיש,0,"145,006",0,0,0
829300181,1829300181,פעולות ספורט הפרשות סוציא,2,גמיש,0,"239,818",0,0,0
829300210,1829300210,משכורת - על תקניים,0,קשיח,0,0,0,0,0
829300301,1829300301,תקציב עזר לשכר- העמסות,0,גמיש,0,"47,259",0,0,0
829300391,1829300391,פנסיה,2,גמיש,0,0,0,0,0
829300410,1829300410,"שכ""ד",0,גמיש,0,0,0,0,0
829300430,1829300430,"חשמל, מים וחומרי נקיון",0,גמיש,0,"65,000",0,0,0
829300440,1829300440,ביטוח,0,גמיש,0,"38,361",0,0,0
829300540,1829300540,דיוור ותקשורת,1,גמיש,0,"9,000",0,0,0
829300750,1829300750,הפעלת אולם ספורט רמת חן,0,גמיש,0,"110,000",0,0,0
829300751,1829300751,סיוע לנבחרות,0,גמיש,0,"120,000",0,0,0
829300780,1829300780,"טורנירים בינ""ל",0,גמיש,0,0,0,0,0
829300781,1829300781,פעילויות ארועים ורכישת שרותים,1,גמיש,0,"731,000",0,0,0
829300782,1829300782,ארועי ספורט לקהילה,0,גמיש,0,"75,000",0,0,0
829300783,1829300783,חוגי סיירות,0,גמיש,0,0,0,0,0
829300784,1829300784,כינוס הפועל 95,0,גמיש,0,0,0,0,0
829300785,1829300785,למודי שחיה,0,גמיש,0,"220,000",0,0,0
829300786,1829300786,יוזמות וארוח אליפויות,0,גמיש,0,"25,000",0,0,0
829300787,1829300787,ליגת קטרגל עירונית,0,גמיש,0,"40,000",0,0,0
829300794,1829300794,ת.ע. מחסן,0,גמיש,0,"1,849",0,0,0
829300795,1829300795,ת.ע. נגריה,0,גמיש,0,345,0,0,0
829300798,1829300798,ת.ע. אחזקה,0,גמיש,0,"5,601",0,0,0
829300810,1829300810,פעולות ספורט,1,גמיש,0,"100,000",0,0,0
829300811,1829300811,"פרוייקטים לספורט בבתי""ס",0,גמיש,0,"330,000",0,0,0
829900820,1829900820,כנוס המכביה ה-15,0,גמיש,0,0,0,0,0
829900822,1829900822,קופת איחוד קבוצות,0,גמיש,0,0,0,0,0
829900823,1829900823,מענק לקבוצות ספורט,1,גמיש,0,"226,000",0,0,0
829900829,1829900829,פעילות נער ספורט,1,גמיש,0,"38,000",0,0,0
829910820,1829910820,הכח כדורגל,0,גמיש,0,0,0,0,0
829910821,1829910821,רמת עמידר כדורגל,0,גמיש,0,0,0,0,0
829910822,1829910822,"מכבי ר""ח השקמה כדורגל",0,גמיש,0,0,0,0,0
829910823,1829910823,ארזים כדוריד,0,גמיש,0,0,0,0,0
829910824,1829910824,מכבי רמת יצחק,0,גמיש,0,0,0,0,0
829910825,1829910825,"מכבי ר""ח כדורסל נשים",0,גמיש,0,0,0,0,0
829910826,1829910826,איחוד הכח-עמידר,0,גמיש,0,0,0,0,0
829920820,1829920820,"עירוני ר""ג כדורסל",0,גמיש,0,0,0,0,0
829920821,1829920821,עירוני כדורסל-הלוואה,0,גמיש,0,0,0,0,0
829920822,1829920822,קרן מלגות עירוני כדורסל,0,גמיש,0,0,0,0,0
829930820,1829930820,"הפועל ר""ג - כדורגל",0,גמיש,0,0,0,0,0
829930821,1829930821,"הפועל ר""ג כדוריד",0,גמיש,0,0,0,0,0
829930822,1829930822,הפועל טניס שולחן,0,גמיש,0,0,0,0,0
829930823,1829930823,"הפועל ר""ג - הלואה",0,גמיש,0,0,0,0,0
829940820,1829940820,"ביתר ר""ג כדורגל",0,גמיש,0,0,0,0,0
829940821,1829940821,"אליצור ר""ג",0,גמיש,0,0,0,0,0
829940822,1829940822,שיכון ותיקים כדורגל,0,גמיש,0,0,0,0,0
832400110,1832400110,שכר,2,גמיש,0,"858,883",0,0,0
832400120,1832400120,תוספות,2,גמיש,0,"87,004",0,0,0
832400130,1832400130,ש.נ,3,גמיש,0,"22,308",0,0,0
832400140,1832400140,החזר הוצ.,2,גמיש,0,"105,966",0,0,0
832400181,1832400181,הפרשות,2,גמיש,0,"295,590",0,0,0
832400210,1832400210,על תיקני,0,גמיש,0,0,0,0,0
832400301,1832400301,תקציב עזר לשכר- העמסות,0,גמיש,0,"46,991",0,0,0
832400391,1832400391,פנסיה,2,גמיש,0,0,0,0,0
832400410,1832400410,שכר דירה דמי חכירה,1,גמיש,0,"80,000",0,0,0
832400420,1832400420,תקונים,1,גמיש,0,"50,000",0,0,0
832400430,1832400430,חשמל ומים,1,גמיש,0,"100,000",0,0,0
832400440,1832400440,בטוח,1,גמיש,0,"23,583",0,0,0
832400450,1832400450,רהוט והחזקתו,1,גמיש,0,0,0,0,0
832400470,1832400470,ציוד משרדי,1,גמיש,0,"18,000",0,0,0
832400510,1832400510,"נסיעות ואש""ל",1,גמיש,0,"1,500",0,0,0
832400520,1832400520,ספרים עתונים,3,גמיש,0,0,0,0,0
832400540,1832400540,דיוור ותקשורת,1,גמיש,0,"65,000",0,0,0
832400570,1832400570,מיחשוב- מח' בריאות,0,גמיש,0,"7,500",0,0,0
832400593,1832400593,השתת. בתקציב עזר מיכון,0,גמיש,0,"5,608",0,0,0
832400720,1832400720,חמרים,1,גמיש,0,0,0,0,0
832400740,1832400740,בלים מכשירם וציוד,1,גמיש,0,0,0,0,0
832400750,1832400750,אחזקת גנים,0,גמיש,0,"45,000",0,0,0
832400751,1832400751,נקיון בתחנות,0,גמיש,0,"55,000",0,0,0
832400752,1832400752,הרצאות בנושא בריאות,0,גמיש,0,0,0,0,0
832400753,1832400753,העסקת דיאטנית,0,גמיש,0,"55,000",0,0,0
832400760,1832400760,העסקת רופאים,1,גמיש,0,"530,000",0,0,0
832400780,1832400780,תשלומי ארנונה,0,גמיש,0,"50,500",0,0,0
832400781,1832400781,כביסה,1,גמיש,0,"2,500",0,0,0
832400794,1832400794,ת.ע. מחסן,1,קשיח,0,"1,155",0,0,0
832400795,1832400795,ת.ע. נגריה,0,גמיש,0,230,0,0,0
832400798,1832400798,ת.ע. אחזקה,0,גמיש,0,"3,447",0,0,0
835000820,1835000820,מועדון ספיק מים,1,גמיש,0,0,0,0,0
835000821,1835000821,הקש בדלת,1,גמיש,0,0,0,0,0
835000822,1835000822,הועד למלחמה באיידס,0,גמיש,0,0,0,0,0
835000823,1835000823,קו לחיים ילדים חולי סרטן,0,גמיש,0,0,0,0,0
836100810,1836100810,מגן דוד אדום,1,גמיש,0,"350,000",0,0,0
837000820,1837000820,"אח""י",0,גמיש,0,0,0,0,0
841000110,1841000110,שכר,6,גמיש,0,"12,616,056",0,0,0
841000120,1841000120,תוספות,6,גמיש,0,"836,573",0,0,0
841000130,1841000130,ש.נ,3,גמיש,0,"658,105",0,0,0
841000140,1841000140,מינהל הרווחה החזר הוצאות,6,גמיש,0,"2,007,778",0,0,0
841000181,1841000181,מינהל הרווחה הפרשות סוציא,6,גמיש,0,"3,513,611",0,0,0
841000210,1841000210,משכורות-על תיקניים,0,קשיח,0,0,0,0,0
841000301,1841000301,תקציב עזר לשכר - העמסות,0,גמיש,0,"673,503",0,0,0
841000391,1841000391,פנסיה,6,גמיש,0,0,0,0,0
841000410,1841000410,"שכ""ד מועדונים",3,גמיש,0,"626,000",0,0,0
841000411,1841000411,"שכ""ד משרדים",0,גמיש,0,"450,000",0,0,0
841000420,1841000420,תקונים,7,גמיש,0,"130,000",0,0,0
841000430,1841000430,חשמל ומים,7,גמיש,0,"780,000",0,0,0
841000440,1841000440,בטוח,7,גמיש,0,"80,973",0,0,0
841000450,1841000450,רהוט והחזקתו,7,גמיש,0,0,0,0,0
841000470,1841000470,ציוד משרדי,3,גמיש,0,"110,000",0,0,0
841000510,1841000510,"נסיעות ואש""ל",7,גמיש,0,"25,000",0,0,0
841000521,1841000521,השתלמויות עובדים,0,גמיש,0,"40,000",0,0,0
841000523,1841000523,שונות,7,גמיש,0,"70,000",0,0,0
841000540,1841000540,דיוור ותקשורת,7,גמיש,0,"400,000",0,0,0
841000550,1841000550,פרסום,0,גמיש,0,"5,000",0,0,0
841000570,1841000570,מינהל הרווחה מיכון ועיבוד,7,גמיש,0,"60,000",0,0,0
841000593,1841000593,השתת' בת.מיכון,3,גמיש,0,"48,606",0,0,0
841000596,1841000596,ת.ע. מוסך,0,גמיש,0,"213,096",0,0,0
841000710,1841000710,הסעות עובדים,0,גמיש,0,"70,000",0,0,0
841000750,1841000750,יעוץ,0,גמיש,0,0,0,0,0
841000751,1841000751,נקיון משרדים,0,גמיש,0,"400,000",0,0,0
841000760,1841000760,שמירה,7,גמיש,0,"300,000",0,0,0
841000780,1841000780,הוצאות אירגוניות,7,גמיש,0,0,0,0,0
841000781,1841000781,הערכות לקראת שנות האלפיים,0,גמיש,0,0,0,0,0
841000794,1841000794,ת.ע. מחסן,7,קשיח,0,"3,930",0,0,0
841000795,1841000795,ת.ע. נגריה,0,גמיש,0,804,0,0,0
841000798,1841000798,ת.ע. אחזקה,7,גמיש,0,"11,849",0,0,0
842200780,1842200780,צרכים מיוחדים,3,גמיש,0,"1,100,000",0,0,0
842200781,1842200781,צרכים מיוחדים עריה,3,גמיש,0,"1,182,000",0,0,0
842200782,1842200782,"נהול עמותת ""עלה""",0,גמיש,0,"140,000",0,0,0
842200783,1842200783,"חנות ""מר""ג באהבה""",0,גמיש,0,"1,600,000",0,0,0
842200784,1842200784,חובות מצוקה,0,גמיש,0,"100,000",0,0,0
842200785,1842200785,צרכים מיוחרים כלל עירוני,0,גמיש,0,"100,000",0,0,0
842200786,1842200786,קמחא דפסחא,0,גמיש,0,0,0,0,0
842200787,1842200787,קרן משפחת ברוך,0,גמיש,0,0,0,0,0
842200788,1842200788,מעורבות חברתית,0,גמיש,0,0,0,0,0
842400780,1842400780,מרכזי טיפול במשפחה,3,גמיש,0,"220,000",0,0,0
842400781,1842400781,מ. טיפול במשפחה (עיריה),7,גמיש,0,"295,000",0,0,0
842400782,1842400782,חוקי משפחה,0,גמיש,0,"43,000",0,0,0
842400783,1842400783,"תוכנית ""דרור""",0,גמיש,0,"61,000",0,0,0
843500780,1843500780,פעולות קהילתיות,3,גמיש,0,"1,150,000",0,0,0
843500781,1843500781,מועדוניות,7,גמיש,0,"898,000",0,0,0
843500782,1843500782,דרי רחוב,0,גמיש,0,"180,000",0,0,0
843500783,1843500783,אוטיזם,0,גמיש,0,"248,000",0,0,0
843500784,1843500784,אתגרים,0,גמיש,0,"85,000",0,0,0
843500785,1843500785,מרכז ילדים ונוער,0,גמיש,0,"520,000",0,0,0
843800780,1843800780,אחזקת ילדים בפנימיות,3,גמיש,0,"6,360,000",0,0,0
843800781,1843800781,אחזקת ילדים עיריה,7,גמיש,0,"643,000",0,0,0
843900780,1843900780,אחז' ילדים במעונות יום,3,גמיש,0,"2,200,000",0,0,0
843900781,1843900781,אומנה יומית,7,גמיש,0,0,0,0,0
843900782,1843900782,רמת שיקמה-פרוייקט עירוני,0,גמיש,0,"1,770,000",0,0,0
843900783,1843900783,מרכז לגיל הרך-ר.עמידר ונוה יהו,0,גמיש,0,"2,022,000",0,0,0
844300780,1844300780,שרותים לזקן-מוסדי,3,גמיש,0,"6,056,000",0,0,0
844300782,1844300782,בית קשת - גב' אבני,0,גמיש,0,0,0,0,0
844300783,1844300783,הוסטל מערך דיור,0,גמיש,0,0,0,0,0
844400780,1844400780,שרותים לזקן-קהילתי,3,גמיש,0,"1,422,000",0,0,0
844400781,1844400781,"שרותים לזקן ללא השתת""",7,גמיש,0,"154,000",0,0,0
844400782,1844400782,שכונה תומכת לקשישים,0,גמיש,0,0,0,0,0
844400783,1844400783,שבוע הקשיש,0,גמיש,0,0,0,0,0
844500780,1844500780,מסגרות יומיות לזקן,3,גמיש,0,"490,000",0,0,0
844500781,1844500781,"תעסוקה ומרכזים ללא השתת""",7,גמיש,0,"6,261,000",0,0,0
844500782,1844500782,נהול האגודה למען הקשיש,0,גמיש,0,"70,000",0,0,0
844500783,1844500783,שכונה תומכת,0,גמיש,0,"210,000",0,0,0
844500784,1844500784,תעסוקה-גימלאים ונהנים,0,גמיש,0,"523,000",0,0,0
844500785,1844500785,סיפורי חיים של ותיקי העיר,0,גמיש,0,0,0,0,0
845100780,1845100780,סידור מפגרים במוסדות,3,גמיש,0,"35,250,000",0,0,0
845200780,1845200780,מעון אימוני וטפולי קדם,3,גמיש,0,"2,504,000",0,0,0
845200781,1845200781,"מע""ש רווחה ועיריה",0,גמיש,0,"106,000",0,0,0
845300780,1845300780,שרותים למפגר-קהילתי,3,גמיש,0,"406,200",0,0,0
845300781,1845300781,"שרותים למפגר ללא השתת""",7,גמיש,0,"165,000",0,0,0
845300782,1845300782,מועדונית למפגרים,0,גמיש,0,"135,000",0,0,0
845300783,1845300783,קייטנות למפגרים,0,גמיש,0,"60,000",0,0,0
845400780,1845400780,"מפעלי תעסוקה למפגר ומע""ש",3,גמיש,0,0,0,0,0
845400781,1845400781,הסעות מפגרים,7,גמיש,0,0,0,0,0
845400782,1845400782,תעסוקה למוגבלים,0,גמיש,0,"100,000",0,0,0
846100780,1846100780,שקום העיוור אחז' במוסדות,3,גמיש,0,"150,000",0,0,0
846300780,1846300780,טיפול בעיוור בקהילה,3,גמיש,0,"80,000",0,0,0
846300781,1846300781,מועדון חברתי לעיור,0,גמיש,0,"90,000",0,0,0
846400780,1846400780,מפעלי תעסוקה לעיוורים,3,גמיש,0,"346,500",0,0,0
846500780,1846500780,נכים-שקום במוסדות,3,גמיש,0,"6,900,000",0,0,0
846600780,1846600780,נכים-אחז' במסגרות יום,3,גמיש,0,"507,600",0,0,0
846700780,1846700780,"י.חריגים,מ.התפתחות,נכים",3,גמיש,0,"2,436,500",0,0,0
846800780,1846800780,נכים-שקום במפעלי תעסוקה,3,גמיש,0,"1,074,600",0,0,0
846800781,1846800781,נכים,0,גמיש,0,"316,000",0,0,0
847100780,1847100780,"ח.רחוב,נערה במצוקה,מקלטים",3,גמיש,0,"457,000",0,0,0
