 פרק  ,סעיף,סעיף תקציב   ,סעיף נקי,שם סעיף                         ,   תקציב חדש   2013 ,   תקציב ישן   2012 ,   הוצאה בפועל 2011 ,חלק,שם חלק                            ,פרק,שם פרק                            ,פרק משנה,שם פרק משנה                       ,פרק עזר,שם פרק עזר                        ,פרק עזר משנה,שם פרק עזר משנה                   
61113,510,  61113/510/9,1611135109,נסיעות  ואש ל                   ,1000, -   , -   ,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,521,  61113/521/3,1611135213,הדרכה וכנסים                    ,5000,5000,6264,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,522,  61113/522/4,1611135224,גיבוש יחידתי                    ,5000,5000,4900,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,531,  61113/531/5,1611135315,אחזקת רכב                       ,4000,5000, -   ,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,533,  61113/533/7,1611135337,שכירת רכב ורכב עירוני           ,36000,36000,2396,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,534,  61113/534/8,1611135348,דלק ושמן                        ,27000,17000,3887,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,610,  61113/610/3,1611136103,כיבודים                         ,2000, -   , -   ,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,670,  61113/670/6,1611136706,סעיף שאינו חוזר                 , -   , -   ,487,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,693,  61113/693/4,1611136934,מחשוב יחידתי                    ,15000,15000,8039,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,751,  61113/751/6,1611137516,עבודות ע י גו ח                 ,65000,65000,38869,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61113,932,  61113/932/9,1611139329,ציוד וריהוט משרדי               ,5000,5000,2565,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6111,ראש הרשות המקומית וסגניו          ,61113,לשכות סגני ראש העיריה ונבחרים     
61121,439,  61121/439/6,1611214396,אחזקת בניני העיריה-השתתפות      ,1480000,1310000,1238504,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6112,מועצת הרשות                       ,61121,חברי המועצה                       
61121,670,  61121/670/2,1611216702,סעיף שאינו חוזר                 , -   ,10000, -   ,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6112,מועצת הרשות                       ,61121,חברי המועצה                       
61121,781,  61121/781/8,1611217818,סל שירותים לחברי מועצה          ,437000,437000,376840,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6112,מועצת הרשות                       ,61121,חברי המועצה                       
61121,782,  61121/782/9,1611217829,סל ועדות עירוניות               ,40000,40000,34165,6,הנהלה כללית                       ,61,מינהל כללי                        ,611,ההנהלה והמועצה                    ,6112,מועצת הרשות                       ,61121,חברי המועצה                       
