,,,,,,הוצאות,,,,,,,
,1813225110,225110,813,1,רמת אלון- שכר ,"752,600",16930,349,1,תכנית מגשרים ,"-64,800","-45,600","-53,400"
,1813225130,225130,813,1,שעות נוספות__רמת אלון ,"23,800",17930,349,1,תוכניות קבוצתיות לעולים ,"-19,300","-4,600","-6,100"
,1813225721,225721,813,1,רמת אלון הקצבות ,"162,000",18930,349,1,עובדי שכונה עולים ,"-134,700","-40,800","-54,300"
,1813225722,225722,813,1,רמת אלון הקצבות ,"3,500",19930,349,1,מעון יום טיפולי ,"-20,200","2,100","4,400"
,1813225762,225762,813,1,קרב אלון ,"250,000",19931,349,1,שרותים למפגר ,"-27,700","-26,300","-31,000"
,1813230783,230783,813,1,בית שלמה ,"60,000",20930,349,1,איבחון ושיקום נכים עולים ,"-20,400","-46,800","-41,000"
,1813250110,250110,813,1,מ.משולם-שכר ,"1,084,000",23930,349,1,מ.ט.באלימות עולים ,"-41,700","-40,600","-54,000"
,1813250130,250130,813,1,"מעלות משולם-ש""נ ","13,600",24930,349,1,מועדון לעולים ,0,"-19,800","-15,800"
,1813250721,250721,813,1,מעלות משולם הקצבות ,"266,000",25930,349,1,תוכנית חומש לאתיופים ,"-872,300","-624,900","-817,100"
,1813250722,250722,813,1,מעלות משולם ,0,26930,349,1,עלה חניכית ,"-105,100","-97,500","-126,300"
,1813250762,250762,813,1,מ משולם קרב ,"430,000",27930,349,1,חומש לאתיופים פעולות ,"-382,000","-179,400","-234,100"
,1813251110,251110,813,1,תחכמוני-שכר ,"1,437,300",301930,349,1,עולים נפגעי סמים ,0,0,0
,1813251130,251130,813,1,"תחכמוני-ש""נ ","3,800",,"349 סה""כ",,,"-3,372,700","-3,304,800","-3,564,300"
,1813251320,251320,813,1,פיצויים ,0,950,360,1,הכנסות-מ.הקליטה ,"-300,000","-254,700","-338,800"
,1813251430,251430,813,1,ביס תחכמוני ,"190,000",990,360,1,הכנסות מ לבטחון פנים ,"-1,325,000","-635,300","-1,300,000"
,1813251721,251721,813,1,תחכמוני הקצבות ,"236,000",,"360 סה""כ",,,"-1,625,000","-890,000","-1,638,800"
,1813251722,251722,813,1,תחכמוני הקצבות ,0,950,361,1,הכנסות מוקד קליטה ,"-768,000","-369,500","-491,500"
,1813251762,251762,813,1,תחכמוני קרב ,"200,000",,"361 סה""כ",,,"-768,000","-369,500","-491,500"
,1813252110,252110,813,1,סיני-שכר ,"703,400",950,362,1,מוקד קליטה ,0,0,0
,1813252130,252130,813,1,"סיני-ש""נ ","17,900",,"362 סה""כ",,,0,0,0
,1813252430,252430,813,1,ביס סיני ,"100,000",210,410,1,אגרת מים ,"-86,525,000","-38,643,700","-18,000,000"
,1813252721,252721,813,1,סיני הקצבות ,"163,000",,"410 סה""כ",,,"-86,525,000","-38,643,700","-18,000,000"
,1813252722,252722,813,1,סיני הקצבות ,0,420,411,1,השאלת עובדים ,0,0,"-3,500,000"
,1813252762,252762,813,1,"קרן קרב בה""ס סיני ",0,422,411,1,עמלת גביה ,0,0,"-1,800,000"
,1813253110,253110,813,1,בית יעקב-שכר ,"780,900",,"411 סה""כ",,,0,0,"-5,300,000"
,1813253130,253130,813,1,"בית יעקב-ש""נ ","36,300",290,413,1,הכנסות מיוחדות מים ,0,"-1,504,400","-13,000,000"
,1813253430,253430,813,1,ביס בית יעקב ,"180,000",200620,413,1,מדי מים ,"-33,000","-61,000",0
,1813253721,253721,813,1,בית יעקב ,"33,000",,"413 סה""כ",,,"-33,000","-1,565,400","-13,000,000"
,1813253722,253722,813,1,בית יעקב- ,0,540,431,1,החזרי בטוח ,"-330,000","-325,200","-383,000"
,1813253762,253762,813,1,קרן קרב בית יעקב ,"100,000",,"431 סה""כ",,,"-330,000","-325,200","-383,000"
,1813256110,256110,813,1,נועם בנים-שכר ,"566,500",640,432,1,"שכ""ד מעונות ","-33,000","-2,030,600","-1,850,000"
,1813256130,256130,813,1,"נועם בנים-ש""נ ","9,000",,"432 סה""כ",,,"-33,000","-2,030,600","-1,850,000"
,1813256430,256430,813,1,ביס נועם בנים ,"75,000",640,433,1,שכר דירה מחנויות ,"-1,100,000","-155,400","-206,100"
,1813256721,256721,813,1,נועם בנים ,"180,000",,"433 סה""כ",,,"-1,100,000","-155,400","-206,100"
,1813256722,256722,813,1,נועם בנים הקצבות ,0,640,437,1,שכר דירה שווקים ,"-180,000","-151,300","-413,900"
,1813256762,256762,813,1,קרן קרב נועם בנים ,"200,000",641,437,1,שכירות סלולרי ,"-1,400,000","-1,534,000","-2,040,200"
,1813258110,258110,813,1,תלמוד תורה-שכר ,"840,100",642,437,1,שכירות סולרי ,0,0,0
,1813258130,258130,813,1,"תלמוד תורה-ש""נ ","27,500",650,437,1,חשמל שוק ,"-20,000","-9,900","-13,200"
,1813258320,258320,813,1,פיצויים ,0,,"437 סה""כ",,,"-1,600,000","-1,695,200","-2,467,300"
,1813258430,258430,813,1,ביס תלמוד תורה ,"110,000",210,443,1,כרטיסי חניה מוסדרת ,"-6,500,000","-4,087,300","-6,500,000"
,1813258721,258721,813,1,תלמוד תורה ,"12,000",410,443,1,הכנסות שונות-חניה תווים ,"-10,000","-28,600","-38,000"
,1813258722,258722,813,1,"תלמוד תורה הרא""ם סייעת ","37,000",490,443,1,הכנס' גביה - חניה ,0,0,0
,1813259110,259110,813,1,אור לציון-שכר ,"524,200",100490,443,1,גרירה ,0,0,0
,1813259130,259130,813,1,"אור לציון-ש""נ ",600,200490,443,1,דוחות חניה ,"-12,519,000","-13,375,400","-14,400,000"
,1813259430,259430,813,1,ביס אור לציון ,"50,000",,"443 סה""כ",,,"-19,029,000","-17,491,300","-20,938,000"
,1813259721,259721,813,1,אור לציון הקצבות ,"25,000",650,473,1,הכנסות שפדן ,0,"-1,029,100","-1,368,600"
,1813259722,259722,813,1,אור לציון ,0,,"473 סה""כ",,,0,"-1,029,100","-1,368,600"
,1813259762,259762,813,1,קרב אור לציון ,"146,000",510,513,1,תקבול החזר הוצ משני ,"-700,000","-581,700","-772,900"
,1813260110,260110,813,1,נועם בנות-שכר ,"635,600",,"513 סה""כ",,,"-700,000","-581,700","-772,900"
,1813260130,260130,813,1,"נועם בנות-ש""נ ","18,000",900590,591,1,העברה מקרנות פיתוח ,"-29,000,000","-21,750,000","-24,000,000"
,1813260430,260430,813,1,נועם בנות ,"116,000",,"591 סה""כ",,,"-29,000,000","-21,750,000","-24,000,000"
,1813260721,260721,813,1,נועם בנות הקצבות ,"186,000",,סכום כולל,,,"-864,257,900","-805,316,800","-859,200,499"
,1813260722,260722,813,1,נועם בנות הקצבות מ ,"1,300",0,0,,,,,
,1813260762,260762,813,1,נועם בנות קרן קרב ,"210,000","152,400","170,000",,,,,
,1813261110,261110,813,1,בנות אסתר-שכר ,"423,800","419,700","509,000",,,,,
,1813261130,261130,813,1,בנות אסתר ,"2,000","1,500","1,900",,,,,
,1813261721,261721,813,1,בנות אסתר הקצבות ,"7,600","7,800","10,500",,,,,
,1813261722,261722,813,1,משרד החינוך טיולים בנות ,0,0,0,,,,,
,1813261780,261780,813,1,הוצ' אחרות ,0,0,0,,,,,
,1813262430,262430,813,1,"בה""ס ממ""ד חיים בר לב ","120,000","128,800","131,500",,,,,
,1813263110,263110,813,1,חבד ,"746,700","761,900","907,000",,,,,
,1813263130,263130,813,1,חבד-שכר ,"25,000","25,800","31,300",,,,,
,1813263320,263320,813,1,פיצויים ,0,"3,900","5,100",,,,,
,1813263430,263430,813,1,חבד ,"120,000","110,700","112,300",,,,,
,1813263721,263721,813,1,חבד הקצבות ,"13,200","13,400","18,000",,,,,
,1813263722,263722,813,1,חבד הקצבות מ ,"30,000","11,900","16,000",,,,,
,1813264110,264110,813,1,שכר ,"507,900","463,100","550,400",,,,,
,1813264230,264230,813,1,משכורות ,"4,700","7,700","9,700",,,,,
,1813264721,264721,813,1,נתיבות משה ,"10,300","11,100","14,900",,,,,
,1813264722,264722,813,1,משרד החינוך טיולים נתיבות,0,0,0,,,,,
,1813264762,264762,813,1,נתיבות קרב ,"180,000","104,700","144,900",,,,,
,1813265110,265110,813,1,שכר_שובו ,"570,700","452,200","535,300",,,,,
,1813265721,265721,813,1,שובו ,"11,000","11,200","15,100",,,,,
,1813265722,265722,813,1,הקצבות משרד החינוך ,0,"39,300","51,600",,,,,
,1813265762,265762,813,1,שובו קרב ,"130,600","86,200","99,900",,,,,
,1813266110,266110,813,1,בן איש חיל ,"153,400","187,800","230,300",,,,,
,1813266721,266721,813,1,בן איש חיל ,"8,800","9,400","12,700",,,,,
,1813267721,267721,813,1,הקצבות ,"5,300","4,000","5,400",,,,,
,1813267722,267722,813,1,ביס קפלן ,"120,000","39,700","30,600",,,,,
,1813268110,268110,813,1,משכורות ,"1,461,700","1,218,600","1,462,000",,,,,
,1813268130,268130,813,1,משכורות זמניים ,"21,700","15,000","17,400",,,,,
,1813268721,268721,813,1,הרצוג הקצבות ,"285,000","260,200","305,000",,,,,
,1813268722,268722,813,1,הרצוג ,"3,500","62,200","78,700",,,,,
,1813268762,268762,813,1,הרצוג קרב ,"460,000","342,800","343,000",,,,,
,1813269110,269110,813,1,"משכורת בה""ס בני משה ","152,600","144,800","169,400",,,,,
,1813269721,269721,813,1,בני משה ,"7,000","7,500","10,200",,,,,
,1813270110,270110,813,1,רחובות החדשה ,0,0,0,,,,,
,1813270721,270721,813,1,הקצבות ,0,0,0,,,,,
,1813270760,270760,813,1,מז'רחובות החדשה ,0,0,0,,,,,
,1813271110,271110,813,1,שכר רמון ,0,-500,0,,,,,
,1813271130,271130,813,1,שכר שעות נוספות ,"59,100","61,300","75,800",,,,,
,1813271210,271210,813,1,משכורת זמניים ,"1,380,500","1,545,300","1,837,600",,,,,
,1813271721,271721,813,1,"בה""ס רמון ","192,000","226,200","238,000",,,,,
,1813271722,271722,813,1,"בה""ס רמון ","7,000","61,500","65,000",,,,,
,1813271762,271762,813,1,"בה""ס רמון ","280,000","252,800","253,000",,,,,
,1813272110,272110,813,1,חבד בנות ,"377,300","500,200","594,500",,,,,
,1813272721,272721,813,1,הקצבות חבד בנות ,"10,200","11,700","15,700",,,,,
,1813272722,272722,813,1,הקצבות מ חינוך חבד בנות ,"23,000","11,400","15,400",,,,,
,1813272762,272762,813,1,קרן קרב מנות חבד ,"119,000","119,300","136,500",,,,,
,1813295110,295110,813,1,עץ חיים ,"211,300","241,300","291,200",,,,,
,1813295721,295721,813,1,עץ חיים-הקצבות ,"8,500","8,700","11,800",,,,,
,1813296110,296110,813,1,"בה""ס יסודי המדע ","815,200","1,296,500","1,525,700",,,,,
,1813296130,296130,813,1,משכורות ,"36,200","32,400","38,300",,,,,
,1813296721,296721,813,1,הקצבות פרחי המדע ,"150,000","238,100","229,400",,,,,
,1813296722,296722,813,1,הקצבות מ חינוך פרחי המדע ,"5,000","71,700","27,900",,,,,
,1813296762,296762,813,1,קרן קרב ,"250,000","261,800","341,100",,,,,
,1813297110,297110,813,1,"משכורות בה""ס יצחק נבון ","385,000","719,700","862,900",,,,,
,1813297130,297130,813,1,"משכורות בה""ס יצחק נבון ",400,"11,400","14,100",,,,,
,1813297430,297430,813,1,"בה""ס יצחק נבון חשמל ",0,"15,800","21,400",,,,,
,1813297721,297721,813,1,"הקצבות עירייה בה""ס יצחק ","120,000","150,100","167,000",,,,,
,1813297722,297722,813,1,הקצבות משרד החינוך יצחק נ,"6,000","53,600","20,400",,,,,
,1813297762,297762,813,1,"קרן קרב בה""ס יצחק נבון ","150,000","120,900","121,000",,,,,
,1813298110,298110,813,1,שכר ניצני מדע ,0,"107,300","150,000",,,,,
,1813298130,298130,813,1,שעות נוספות ניצני המדע ,0,500,400,,,,,
,1813298210,298210,813,1,משכורות ניצני המדע ,0,0,0,,,,,
,1813298430,298430,813,1,חשמל ניצני המדע ,0,0,0,,,,,
,1813298721,298721,813,1,הקצבות עירייה ניצני המדע ,0,0,"15,000",,,,,
,1813298722,298722,813,1,הקצבות מ החינוך ,0,0,0,,,,,
,1813300110,300110,813,1,"מתי""א-שכר ","378,100","326,300","395,500",,,,,
,1813300130,300130,813,1,"מתי""א-ש""נ ","13,900","12,900","15,400",,,,,
,1813300210,300210,813,1,מש ,0,"10,700","15,000",,,,,
,1813300420,300420,813,1,ת.מזגנים ,"35,000","25,700","22,100",,,,,
,1813300451,300451,813,1,תוכנות מיחשוב ,"6,500",0,0,,,,,
,1813300721,300721,813,1,ביס יסודי מיוחד ,"7,000","7,000","9,500",,,,,
,1813300722,300722,813,1,מ חינוך הקצבות מיוחדות ,"56,000","54,100","71,300",,,,,
,1813300780,300780,813,1,בתי ספר יסודי מיוחד ,"8,200",0,0,,,,,
,1813310430,310430,813,1,ביס רננים ,"57,500","56,700","64,300",,,,,
,1813310510,310510,813,1,רננים-הזנה ,"130,000","166,000","170,000",,,,,
,1813310540,310540,813,1,טלפון רננים ,"8,000","6,000","7,900",,,,,
,1813320110,320110,813,1,עידוד-שכר ,"2,424,600","2,403,500","2,875,800",,,,,
,1813320130,320130,813,1,עידוד ,"330,100","386,600","477,300",,,,,
,1813320430,320430,813,1,ביס עידוד ,"80,000","80,000","80,700",,,,,
,1813320510,320510,813,1,עידוד-הזנה ,"167,000","145,500","180,000",,,,,
,1813320721,320721,813,1,עידוד הקצבות ,"6,800","6,000","8,100",,,,,
,1813320722,320722,813,1,עידוד הקצבות ,"55,000","77,000","78,400",,,,,
,1813320762,320762,813,1,עידוד קרב ,"60,000","62,900","89,500",,,,,
,1813330110,330110,813,1,משכל ,"29,100","25,300","30,600",,,,,
,1813330130,330130,813,1,"משכל-ש""נ ",0,0,0,,,,,
,1813330540,330540,813,1,ביס משכל ,"1,000","1,500","2,100",,,,,
,1813340110,340110,813,1,לוטם ,"3,455,700","3,353,400","4,043,200",,,,,
,1813340130,340130,813,1,לוטם ,"457,000","508,400","628,800",,,,,
,1813340434,340434,813,1,נקיון ,"34,700","20,000","18,000",,,,,
,1813340510,340510,813,1,לוטם הזנה ,"200,000","254,300","250,000",,,,,
,1813340540,340540,813,1,ביס לוטם ,"3,800","5,000","6,700",,,,,
,1813340721,340721,813,1,לוטם הקצבות ,"5,700","5,700","7,700",,,,,
,1813340722,340722,813,1,לוטם-הקצבות ,"65,000","66,800","67,100",,,,,
,1813340762,340762,813,1,קרב לוטם ,"80,000","55,300","79,700",,,,,
,1813340780,340780,813,1,לוטם-שמירה ,0,0,0,,,,,
,1813500780,500780,813,1,תלמודי תורה ,"360,000","356,500","460,000",,,,,
,1813700110,700110,813,1,חוה חקלאית שכר ,"286,300","270,200","321,600",,,,,
,1813700130,700130,813,1,שעות נוספות רשומות ,"21,600","20,700","24,600",,,,,
,1813700210,700210,813,1,מש ,"55,600","64,300","77,200",,,,,
,1813700410,700410,813,1,שכד אוניברסיטה עברית ,"56,500","42,500","42,500",,,,,
,1813700420,700420,813,1,אחזקה ותיקונים-חוה ,"2,200","2,800","2,400",,,,,
,1813700430,700430,813,1,חוה חקלאית חשמל ,"63,000","41,200","45,000",,,,,
,1813700721,700721,813,1,חוה חקלאית ,"7,700","7,700","10,400",,,,,
,1813700722,700722,813,1,הקצבות משרד חינוך ,"39,700","15,000",0,,,,,
,1813700780,700780,813,1,הוצאות אחרות ,"1,000",0,0,,,,,
,,,"813 סה""כ",,,"60,591,100","60,753,700","70,929,100",,,,,
,181400110,110,814,1,חט דתית-שכר ,"800,000","876,400","949,700",,,,,
,181400130,130,814,1,שעות נוספות רשומות ,"17,300","9,200","11,000",,,,,
,181400210,210,814,1,"ש""נ לעובדים זמניים ","54,900","106,900","133,700",,,,,
,181400430,430,814,1,חטיבה דתית-חשמל ,"110,000","136,800","147,000",,,,,
,181400721,721,814,1,הקצבות חטיבה דתית ,0,0,0,,,,,
,181400722,722,814,1,מ.חינוך הקצבות מיוחדות ,0,"119,300","120,000",,,,,
,181400780,780,814,1,הוצ אחרות ,"120,000","120,000","120,000",,,,,
,181400781,781,814,1,פנימיות יום מילת המר ,"36,500","84,800","68,000",,,,,
,,,"814 סה""כ",,,"1,138,700","1,453,400","1,549,400",,,,,
,181500110,110,815,1,שכר תיכון השיטה ,"270,000","588,400","600,000",,,,,
,181500130,130,815,1,תיכון השיטה ,0,0,0,,,,,
,181500210,210,815,1,תיכון השיטה ,0,"52,900","63,800",,,,,
,181500722,722,815,1,תיכון השיטה הקצבות ,"30,000","26,400","35,600",,,,,
,1815100110,100110,815,1,"שכר הייטק בה""ס חדש ","200,000","223,700","254,200",,,,,
,1815100130,100130,815,1,"ש""נ בה""ס הייטק ",0,100,600,,,,,
,1815100210,100210,815,1,זמניים שכר ,0,"195,100","230,100",,,,,
,1815100721,100721,815,1,הקצבות עירייה ,"40,000","43,000","55,000",,,,,
,1815100722,100722,815,1,הקצבות מ החינוך הייטק ,0,"1,400","5,000",,,,,
,1815100780,100780,815,1,"הו""צ אחרות הייטק ",0,0,0,,,,,
,1815200110,200110,815,1,דה שליט-משכורות ,"28,800,000","29,585,700","32,400,000",,,,,
,1815200111,200111,815,1,קרן השתלמות פנסיונרים ,0,0,0,,,,,
,1815200130,200130,815,1,שעות נוספות רשומות ,"268,000","300,500","363,800",,,,,
,1815200210,200210,815,1,משכורות כוללות ,"1,221,000","907,900","1,054,000",,,,,
,1815200230,200230,815,1,שעות נוספות זמניים ,"14,200","17,500","21,500",,,,,
,1815200320,200320,815,1,פיצוים ,"4,700",0,0,,,,,
,1815200420,200420,815,1,אחזקת מבנה ,"30,000","21,200","30,000",,,,,
,1815200430,200430,815,1,דה שליט-חשמל ,"360,000","357,500","390,000",,,,,
,1815200536,200536,815,1,"ליסינג בה""ס דה שליט ","41,000","31,100","42,000",,,,,
,1815200721,200721,815,1,הקצבות תיכון דה-שליט ,"275,000","275,000","275,000",,,,,
,1815200722,200722,815,1,מ החינוך הקצבות מיוחדות ,"250,000","374,100","330,000",,,,,
,1815200761,200761,815,1,דה איחוד משכורות ,"1,400,000","1,188,000","1,157,700",,,,,
