"הצעת   התקציב   הרגיל   לשנת   2014   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2013,הצעה,,
350,617000,1,,ליסינג - 72-523-71,שכר,0.00%,"34,000","34,000","32,876.10"
351,617000,1,,הוצאות - 72-523-71,שכר,-11.76%,"15,000","17,000","15,213.16"
470,617000,1,,אחזקת מכונות משרד ,גמיש,-20.00%,"7,200","9,000","3,392.27"
471,617000,1,,מכשירי כתיבה      ,גמיש,0.00%,"35,000","35,000","34,111.63"
511,617000,1,,אירוח וכיבוד      ,גמיש,-20.00%,"8,800","11,000","10,955.19"
512,617000,1,,"נסיעות ואש""ל      ",גמיש,-20.00%,800,"1,000","1,177.14"
522,617000,1,,ספרים ועיתונים    ,גמיש,-20.00%,"28,000","35,000","32,564.66"
544,617000,1,,הוצאות דאר        ,קשיח,0.00%,"4,300","4,300","3,137.89"
561,617000,1,,שיכפולים          ,גמיש,-20.00%,"2,400","3,000","3,000.00"
571,617000,1,,"מיכון וענ""א       ",קשיח,-10.82%,"142,600","159,900","160,000.00"
581,617000,1,,ייעוץ משפטי       ,גמיש,0.00%,"1,600,000","1,600,000","1,661,510.04"
582,617000,1,,הוצאות משפטיות    ,גמיש,-8.33%,"550,000","600,000","337,649.67"
617000  סך הכל ,,,,שרות משפטי        ,,3.75%,"5,895,100","5,681,800","5,346,641.11"
0,618000,1,,תכנון אסטרטגי+מידע, ,,                ,                ,
110,618000,1,,השכר הקובע-תקציבית,שכר,0.60%,"149,900","149,000","139,673.37"
119,618000,1,,השכר הקובע-צוברת  ,שכר,-0.46%,"411,100","413,000","305,320.79"
122,618000,1,,ביגוד             ,שכר,-3.85%,"7,500","7,800","6,228.00"
126,618000,1,,דמי הבראה         ,שכר,-2.78%,"17,500","18,000","14,280.00"
140,618000,1,,השתתפות באחזקת רכב,שכר,-23.62%,"48,500","63,500","48,642.45"
253,618000,1,,עובדים חיצוניים   ,שכר,0.00%,0,0,"113,441.00"
471,618000,1,,מכשירי כתיבה      ,גמיש,0.00%,"4,000","4,000","3,716.28"
511,618000,1,,אירוח וכיבוד      ,גמיש,-20.00%,"1,600","2,000","1,578.49"
522,618000,1,,ספרים ועיתונים    ,גמיש,-33.33%,200,300,0
562,618000,1,,שנתון סטטיסטי     ,גמיש,0.00%,"50,000","50,000","49,249.29"
571,618000,1,,"מיכון וענ""א       ",קשיח,-10.75%,"40,700","45,600","45,600.00"
580,618000,1,,סקרים             ,גמיש,-20.00%,"68,000","85,000","203,309.68"
582,618000,1,,ריכוז נתונים ומידע,גמיש,-10.84%,"74,000","83,000","72,834.97"
781,618000,1,,כנס תוכנית עבודה  ,גמיש,-10.00%,"45,000","50,000","50,000.00"
618000  סך הכל ,,,,תכנון אסטרטגי+מידע,,-5.48%,"918,000","971,200","1,053,874.32"
0,619000,1,,בחירות:רשות מקומית, ,,                ,                ,
980,619000,1,,בחירות:רשות מקומית,גמיש,-100.00%,0,"1,384,000",0
619000  סך הכל ,,,,בחירות:רשות מקומית,,-100.00%,0,"1,384,000",0
0,620000,1,,מינהל כספי        , ,,                ,                ,
0,621000,1,,הנהלת הגזברות     , ,,                ,                ,
0,621100,1,,משרד גזבר העירייה, ,,                ,                ,
100,621100,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,621100,1,,השכר הקובע-תקציבית,שכר,0.17%,"588,100","587,100","556,868.32"
119,621100,1,,השכר הקובע-צוברת  ,שכר,4.80%,"257,800","246,000","246,047.94"
122,621100,1,,ביגוד             ,שכר,0.00%,"7,800","7,800","6,228.00"
126,621100,1,,דמי הבראה         ,שכר,3.89%,"18,700","18,000","14,280.00"
130,621100,1,,שעות נוספות       ,שכר,0.00%,"1,600","1,600","1,177.60"
140,621100,1,,השתתפות באחזקת רכב,שכר,13.60%,"40,100","35,300","38,803.55"
350,621100,1,,ליסינג - 27-392-70,שכר,-7.83%,"40,000","43,400","36,150.41"
351,621100,1,,הוצאות - 27-392-70,שכר,12.50%,"18,000","16,000","16,092.73"
400,621100,1,,אחזקת בנינים וציוד, ,,,,0
470,621100,1,,אחזקת מכונות משרד ,גמיש,0.00%,"12,000","12,000","10,332.99"
471,621100,1,,מכשירי כתיבה      ,גמיש,0.00%,"9,600","9,600","3,363.65"
492,621100,1,,השתתפות בעזר 092  ,קשיח,17.66%,"340,400","289,300","301,391.00"
500,621100,1,,הוצאות מינהליות   , ,,,,0
511,621100,1,,אירוח וכיבוד      ,גמיש,-20.00%,"8,800","11,000","9,607.42"
512,621100,1,,"נסיעות ואש""ל      ",גמיש,-20.69%,"4,600","5,800","1,094.82"
522,621100,1,,ספרים ועיתונים    ,גמיש,-19.48%,"6,200","7,700","6,204.96"
544,621100,1,,הוצאות דאר        ,קשיח,0.00%,"10,000","10,000","4,356.16"
562,621100,1,,הדפסות            ,גמיש,0.00%,"5,600",0,"3,686.00"
571,621100,1,,"מיכון וענ""א       ",קשיח,-10.86%,"50,900","57,100","57,100.00"
580,621100,1,,יעוץ כלכלי        ,גמיש,-20.00%,"24,000","30,000",0
700,621100,1,,הוצאות לפעולות    , ,,,,0
781,621100,1,,"פעולות סמנכ""ל",גמיש,-19.79%,"7,700","9,600","5,005.87"
794,621100,1,,השתתפות בעזר 094  ,קשיח,3.08%,"6,700","6,500","5,230.00"
621100  סך הכל ,,,,משרד גזבר העירייה,,3.90%,"1,458,600","1,403,800","1,323,021.42"
0,621200,1,,תקציבים ובקרה, ,,                ,                ,
100,621200,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,621200,1,,השכר הקובע-תקציבית,שכר,-12.51%,"1,746,700","1,996,400","2,037,030.18"
119,621200,1,,השכר הקובע-צוברת  ,שכר,8.73%,"2,219,000","2,040,800","1,769,355.71"
122,621200,1,,ביגוד             ,שכר,0.38%,"79,900","79,600","67,237.60"
126,621200,1,,דמי הבראה         ,שכר,-1.15%,"154,400","156,200","128,479.25"
130,621200,1,,שעות נוספות       ,שכר,0.00%,"116,200","116,200","113,722.65"
140,621200,1,,השתתפות באחזקת רכב,שכר,-3.85%,"581,800","605,100","562,825.10"
400,621200,1,,אחזקת בנינים וציוד, ,,,,0
470,621200,1,,אחזקת מכונות משרד ,גמיש,-20.00%,"2,400","3,000","1,465.20"
471,621200,1,,מכשירי כתיבה      ,גמיש,0.00%,"21,300","21,300","20,353.43"
511,621200,1,,אירוח וכיבוד      ,גמיש,-20.00%,"2,400","3,000","2,999.46"
522,621200,1,,ספרים ועיתונים    ,גמיש,-20.00%,"4,800","6,000","5,999.48"
563,621200,1,,הדפסות            ,גמיש,-19.75%,"6,500","8,100","5,515.00"
571,621200,1,,"מיכון וענ""א       ",קשיח,-10.83%,"112,000","125,600","125,700.00"
580,621200,1,,יעוץ כלכלי        ,גמיש,-20.00%,"48,000","60,000","55,843.00"
700,621200,1,,הוצאות לפעולות    , ,,,,0
621200  סך הכל ,,,,תקציבים ובקרה,,-2.41%,"5,095,400","5,221,300","4,896,526.06"
0,621300,1,,"הנה""ח המרכזית     ", ,,                ,                ,
100,621300,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,621300,1,,השכר הקובע-תקציבית,שכר,1.45%,"272,600","268,700","257,315.90"
119,621300,1,,השכר הקובע-צוברת  ,שכר,3.93%,"1,086,800","1,045,700","998,252.67"
122,621300,1,,ביגוד             ,שכר,2.94%,"24,500","23,800","21,180.80"
126,621300,1,,דמי הבראה         ,שכר,-6.61%,"43,800","46,900","40,851.30"
130,621300,1,,שעות נוספות       ,שכר,3.83%,"29,800","28,700","29,453.55"
140,621300,1,,השתתפות באחזקת רכב,שכר,-11.76%,"126,000","142,800","141,157.50"
200,621300,1,,שכר עובדים ללא תקן, ,,,,0
400,621300,1,,אחזקת בנינים וציוד, ,,,,0
470,621300,1,,אחזקת מכונות משרד ,גמיש,-20.00%,"2,000","2,500","1,268.17"
471,621300,1,,מכשירי כתיבה      ,גמיש,0.00%,"13,000","13,000","11,796.93"
511,621300,1,,אירוח וכיבוד      ,גמיש,-20.00%,"1,600","2,000","1,985.66"
522,621300,1,,ספרים ועיתונים    ,גמיש,33.33%,"8,000","6,000","12,769.48"
561,621300,1,,שיכפולים          ,גמיש,-20.00%,"4,000","5,000","3,327.12"
562,621300,1,,הדפסות            ,גמיש,-20.00%,"4,800","6,000","1,437.20"
563,621300,1,,הדפסת דוחות       ,קשיח,0.00%,"10,000","10,000","14,198.00"
570,621300,1,,שידורי תנועות בנק ,קשיח,0.00%,"16,000","16,000","28,026.93"
571,621300,1,,"מיכון וענ""א       ",קשיח,-10.86%,"203,600","228,400","228,600.00"
580,621300,1,,יעוץ חיצוני       ,גמיש,0.00%,"30,000","30,000","29,319.63"
700,621300,1,,הוצאות לפעולות    , ,,,,0
757,621300,1,,"שרותי הנה""ח       ",קשיח,0.00%,"180,000","180,000","145,256.50"
621300  סך הכל ,,,,"הנה""ח המרכזית     ",,0.05%,"2,056,500","2,055,500","1,966,197.34"
0,621500,1,,מחלקת שכר         , ,,                ,                ,
110,621500,1,,השכר הקובע-תקציבית,שכר,1.09%,"288,200","285,100","272,718.31"
119,621500,1,,השכר הקובע-צוברת  ,שכר,8.69%,"544,200","500,700","253,819.55"
122,621500,1,,ביגוד             ,שכר,-8.40%,"12,000","13,100","10,574.20"
126,621500,1,,דמי הבראה         ,שכר,6.87%,"28,000","26,200","20,791.25"
130,621500,1,,שעות נוספות       ,שכר,0.64%,"46,900","46,600","50,155.85"
140,621500,1,,השתתפות באחזקת רכב,שכר,46.36%,"76,400","52,200","53,039.60"
471,621500,1,,מכשירי כתיבה      ,גמיש,0.00%,"4,000","4,000","3,920.54"
512,621500,1,,"נסיעות ואש""ל      ",גמיש,-20.00%,800,"1,000",116.4
544,621500,1,,הוצאות דאר        ,קשיח,0.00%,"35,000","35,000","32,350.98"
561,621500,1,,שיכפולים          ,גמיש,0.00%,0,0,14
565,621500,1,,ארכיבאות מגנטית,גמיש,20.00%,"18,000","15,000","17,326.50"
566,621500,1,,מצבת גימלאים,גמיש,0.00%,"10,000","10,000","18,000.00"
570,621500,1,,תשלום לאוטומציה   ,קשיח,13.33%,"850,000","750,000","797,690.92"
571,621500,1,,"מיכון וענ""א       ",קשיח,-10.85%,"101,900","114,300","114,400.00"
621500  סך הכל ,,,,מחלקת שכר         ,,8.75%,"2,015,400","1,853,200","1,644,918.10"
0,621800,1,,פרוייקטים מיוחדים , ,,                ,                ,
110,621800,1,,השכר הקובע-תקציבית,שכר,0.29%,"311,600","310,700","289,241.18"
119,621800,1,,השכר הקובע-צוברת  ,שכר,13.69%,"114,600","100,800","98,058.79"
122,621800,1,,ביגוד             ,שכר,-6.52%,"8,600","9,200","8,069.45"
126,621800,1,,דמי הבראה         ,שכר,4.92%,"12,800","12,200","9,660.00"
130,621800,1,,שעות נוספות       ,שכר,-0.96%,"30,900","31,200","29,770.20"
140,621800,1,,השתתפות באחזקת רכב,שכר,5.92%,"73,300","69,200","69,341.65"
471,621800,1,,מכשירי כתיבה      ,גמיש,0.00%,500,500,374.69
522,621800,1,,ספרים ועיתונים    ,גמיש,-12.00%,"2,200","2,500","2,352.48"
550,621800,1,,פירסומים          ,גמיש,0.00%,"48,000",0,"35,384.24"
571,621800,1,,"מיכון וענ""א       ",קשיח,-10.62%,"10,100","11,300","11,300.00"
580,621800,1,,יעוץ חיצוני       ,גמיש,-20.00%,"48,000","60,000","39,053.00"
621800  סך הכל ,,,,פרוייקטים מיוחדים ,,8.72%,"660,600","607,600","592,605.68"
0,622000,1,,שומה              , ,,                ,                ,
100,622000,1,,שכר עובדים לפי תקן, ,,                ,                ,0
110,622000,1,,השכר הקובע-תקציבית,שכר,-42.23%,"443,000","766,800","920,527.74"
119,622000,1,,השכר הקובע-צוברת  ,שכר,33.92%,"1,453,400","1,085,300","831,343.03"
122,622000,1,,ביגוד             ,שכר,-11.62%,"36,500","41,300","37,454.40"
126,622000,1,,דמי הבראה         ,שכר,-17.87%,"82,700","100,700","134,408.97"
130,622000,1,,שעות נוספות       ,שכר,-19.96%,"84,200","105,200","102,564.25"
140,622000,1,,השתתפות באחזקת רכב,שכר,-18.95%,"166,800","205,800","161,044.20"
200,622000,1,,שכר עובדים ללא תקן, ,,,,0
253,622000,1,,עובדים חיצוניים   ,שכר,0.00%,0,0,"31,786.00"
400,622000,1,,אחזקת בנינים וציוד, ,,,,0
492,622000,1,,השתתפות בעזר 092  ,קשיח,17.68%,"165,100","140,300","146,154.00"
500,622000,1,,הוצאות מינהליות   , ,,,,0
544,622000,1,,הוצאות דאר        ,קשיח,0.00%,200,200,0
563,622000,1,,הדפסת פרטיכלים    ,גמיש,-20.00%,"20,000","25,000","5,175.50"
571,622000,1,,"מיכון וענ""א       ",קשיח,-10.80%,"244,600","274,200","274,400.00"
580,622000,1,,סקרים             ,גמיש,0.00%,"900,000","900,000","563,635.68"
581,622000,1,,הוצ' משפטיות - ועדת ערר,גמיש,0.00%,"800,000","800,000","725,947.77"
780,622000,1,,הוצ' חברי ועדת ערר,גמיש,50.00%,"60,000","40,000","19,231.21"
794,622000,1,,השתתפות בעזר 094  ,קשיח,2.44%,"8,400","8,200","9,039.00"
622000  סך הכל ,,,,שומה              ,,-0.63%,"4,464,900","4,493,000","3,962,711.75"
0,623100,1,,מחלקת ההכנסות     , ,,                ,                ,
110,623100,1,,השכר הקובע-תקציבית,שכר,-100.00%,0,"418,700","396,193.85"
119,623100,1,,השכר הקובע-צוברת  ,שכר,50.90%,"1,639,700","1,086,600","1,043,992.95"
122,623100,1,,ביגוד             ,שכר,17.60%,"40,100","34,100","28,626.90"
126,623100,1,,דמי הבראה         ,שכר,12.36%,"72,700","64,700","53,983.05"
130,623100,1,,שעות נוספות       ,שכר,-34.81%,"45,700","70,100","70,679.45"
140,623100,1,,השתתפות באחזקת רכב,שכר,2.29%,"187,900","183,700","183,809.50"
471,623100,1,,מכשירי כתיבה      ,גמיש,0.00%,"125,000","125,000","109,648.73"
511,623100,1,,אירוח וכיבוד      ,גמיש,-28.00%,"7,200","10,000","7,729.71"
541,623100,1,,משלוחים           ,קשיח,0.00%,"400,000","400,000","276,032.98"
562,623100,1,,הדפסות            ,קשיח,0.00%,"430,000","430,000","381,049.18"
571,623100,1,,"מיכון וענ""א       ",קשיח,-10.81%,"132,000","148,000","148,700.00"
623100  סך הכל ,,,,מחלקת ההכנסות     ,,3.68%,"3,080,300","2,970,900","2,700,446.30"
0,623200,1,,גביה              , ,,                ,                ,
110,623200,1,,השכר הקובע-תקציבית,שכר,-18.50%,"880,900","1,080,800","1,019,884.84"
119,623200,1,,השכר הקובע-צוברת  ,שכר,3.34%,"786,400","761,000","611,932.44"
122,623200,1,,ביגוד             ,שכר,0.49%,"41,100","40,900","32,985.85"
126,623200,1,,דמי הבראה         ,שכר,1.18%,"85,600","84,600","67,121.50"
130,623200,1,,שעות נוספות       ,שכר,-17.99%,"66,100","80,600","75,641.35"
140,623200,1,,השתתפות באחזקת רכב,שכר,4.10%,"192,900","185,300","181,243.20"
253,623200,1,,עובדים חיצוניים   ,שכר,0.00%,0,0,"44,828.00"
492,623200,1,,השתתפות בעזר 092  ,קשיח,17.68%,"333,400","283,300","295,137.00"
542,623200,1,,מענה קולי         ,קשיח,0.00%,"680,000","680,000","429,999.13"
544,623200,1,,הוצאות דאר        ,קשיח,0.00%,"278,000","278,000","213,833.51"
550,623200,1,,פירסומים          ,גמיש,60.00%,"16,000","10,000","14,167.40"
571,623200,1,,"מיכון וענ""א       ",קשיח,-10.80%,"639,000","716,400","716,900.00"
572,623200,1,,אוטומציה - עיקולי רכב,קשיח,0.00%,"216,000","216,000",0
581,623200,1,,הוצאות משפטיות    ,גמיש,10.00%,"1,100,000","1,000,000","1,059,542.80"
582,623200,1,,אגרות משפט        ,קשיח,0.00%,"200,000","200,000","323,298.68"
756,623200,1,,שמירה בקבלנות     ,קשיח,11.19%,"149,000","134,000","146,461.07"
757,623200,1,,אכיפת גביה        ,גמיש,0.00%,"1,700,000","1,700,000","2,779,252.03"
758,623200,1,,אכיפת גביה - חניה,גמיש,0.00%,"3,200,000","3,200,000","2,823,602.92"
759,623200,1,,אכיפת עישון - מילגם,גמיש,0.00%,"20,000","20,000","-2,932.00"
794,623200,1,,השתתפות בעזר 094  ,קשיח,2.41%,"8,500","8,300","8,032.00"
623200  סך הכל ,,,,גביה              ,,-0.81%,"10,592,900","10,679,200","10,840,931.72"
0,623700,1,,הקופה             , ,,                ,                ,
100,623700,1,,שכר עובדים לפי תקן, ,,                ,                ,0
119,623700,1,,השכר הקובע-צוברת  ,שכר,-23.52%,"159,000","207,900","173,623.73"
122,623700,1,,ביגוד             ,שכר,-60.00%,"1,800","4,500","3,564.00"
126,623700,1,,דמי הבראה         ,שכר,-45.54%,"5,500","10,100","7,980.00"
130,623700,1,,שעות נוספות       ,שכר,0.00%,0,0,781.2
441,623700,1,,ביטוח כספים       ,קשיח,0.00%,"3,200","3,200","2,767.00"
571,623700,1,,"מיכון וענ""א       ",קשיח,-10.75%,"40,700","45,600","45,600.00"
623700  סך הכל ,,,,הקופה             ,,-22.52%,"210,200","271,300","234,315.93"
0,630000,1,,הוצאות מימון      , ,,                ,                ,
0,631000,1,,עמלות והוצ' בנקאיות, ,,                ,                ,
610,631000,1,,עמלות תשלומי דלפק ,קשיח,-50.00%,"500,000","1,000,000","276,649.24"
611,631000,1,,עמלות כרטיסי אשראי,קשיח,10.00%,"2,200,000","2,000,000","1,634,445.12"
612,631000,1,,עמלת תשלום חוזרים ,קשיח,0.00%,0,0,496.81
613,631000,1,,עמלות הוראות קבע  ,קשיח,0.00%,"100,000","100,000","82,695.05"
614,631000,1,,עמלות שקים מעותדים,קשיח,0.00%,0,0,30.5
616,631000,1,,דמי ניהול חשבון   ,קשיח,-20.00%,"20,000","25,000","-2,245.69"
617,631000,1,,העברות בין בנקים  ,קשיח,0.00%,"25,000","25,000","18,288.80"
