חשבון ,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016
1712200471,71,צילומים + פקס ,6712200,"5,000","5,000","5,400","5,400"
1712200510,71,כיבוד ,6712200,"1,000",600,"1,000","1,000"
1712200530,71,ר.צמוד 3261131 ,6712200,"35,000","19,600",0,0
1712200540,71,דואר וטלפון ,6712200,"5,000","3,000","5,000","5,000"
1712200542,71,"רט""ן - רשת טלפונים ניידים",6712200,"32,400","18,100","28,000","28,000"
1712200730,71,רכב -74-442-72תפעולי ,6712200,"35,000","5,200","35,000","35,000"
1712200731,71,הוצ' 4 קטנועים ו 10אופניי,6712200,"40,000","35,800","40,000","40,000"
1712200732,71,נגרר 9730172 ,6712200,"30,000","10,600","30,000","30,000"
1712200733,71,רכב 5406178 ,6712200,"50,000","34,100","50,000","50,000"
1712200734,71,טרקטורון 7910934 7911034 ,6712200,"30,000","7,500","50,000","50,000"
1712200735,71,רכב 5433278 ,6712200,"50,000","45,700","50,000","50,000"
1712200736,71,רכב 5453478 ,6712200,"50,000","30,000",0,0
1712200737,71,רכב 7456867 ,6712200,"50,000","29,400","50,000","50,000"
1712200738,71,תפעולי 8308478-8308378 ,6712200,"80,000","50,400","80,000","80,000"
1712200739,71,רכב תפעולי 8307678 ,6712200,"40,000","39,200","100,000","100,000"
1712200742,71,אחזקת כלים ומכשירים ,6712200,"7,000","5,400","7,000","7,000"
1712200743,71,רכישת כלים מכשירים וציוד ,6712200,"30,000","12,400","30,000","30,000"
1712200750,71,מכונות טיאוט ,6712200,"3,300,000","1,193,600","3,176,000","3,176,000"
1712200751,71,נקיון ישובי- עב' נוספות ,6712200,"125,000","59,900","125,000","125,000"
1712200752,71,ניקיון רובעים ,6712200,"12,587,000","9,379,100","14,900,000","14,400,000"
1712200753,71,"פינוי ע""י מנוף - טיירו ",6712200,"4,700,000","2,986,200","4,793,000","4,793,000"
1712200756,71,התקנת שלטי אזהרה בעיר ,6712200,0,0,0,0
1712200772,71,צריכת מים ,6712200,"61,000","22,300","35,000","35,000"
1712200779,71,בטיחות עובדים ,6712200,"22,000","10,100","22,000","22,000"
1712200930,71,חביות לביעור חמץ ,6712200,"15,000","4,800","15,000","15,000"
1712201110,71,שכר קובע ,6712200,"216,000","157,700","217,000","217,000"
1712201120,71,תוספות שאינן שכר ,6712200,"116,000","104,800","136,000","136,000"
1712201130,71,שעות נוספות ,6712200,"32,000","31,400","41,000","36,900"
1712201140,71,החזר הוצאות ,6712200,"60,000","25,400","68,000","68,000"
1712201141,71,החזר הוצאות אחר ,6712200,"10,000","6,200","9,000","9,000"
1712201181,71,הפרשות סוציאליות ,6712200,"44,000","35,400","49,000","49,000"
1712201182,71,מיסים ועלויות ,6712200,"59,000","45,900","68,000","68,000"
1712201730,71,רכב תפעולי 5191366 ,6712200,"50,000","14,800","50,000","50,000"
1712201732,71,אחזקת אופנים ,6712200,"5,000","1,700","5,000","5,000"
1712201750,71,ניקיון טיילת ספורט מעטפ,6712200,"1,338,000","555,100","1,310,000","1,310,000"
1712300110,71,השכר הקובע ,6712300,"512,000","358,300","474,000","474,000"
1712300120,71,תוספות שלא נכללות בשכר ,6712300,"121,000","106,000","125,000","125,000"
1712300130,71,שעות נוספות ,6712300,"131,000","99,300","137,000","123,300"
1712300140,71,החזר הוצאות רכב ,6712300,"145,000","73,800","114,000","114,000"
1712300141,71,החזר הוצאות אחר ,6712300,"34,000","26,200","35,000","35,000"
1712300181,71,הפרשות סוציאליות ,6712300,"130,000","99,600","134,000","134,000"
1712300182,71,מיסים ועלויות ,6712300,"134,000","94,100","130,000","130,000"
1712300470,71,ציוד משרדי מתכלה ,6712300,"4,000","2,000","2,000","2,000"
1712300471,71,מכונת צילום ,6712300,"3,500","3,500","3,700","3,700"
1712300510,71,כיבוד ,6712300,"1,000",700,"1,000","1,000"
1712300530,71,רכב 3261331 ,6712300,"35,000","22,300","35,000","35,000"
1712300540,71,דואר וטלפון ,6712300,"1,000",600,"1,000","1,000"
1712300542,71,"רט""ן - רשת טלפונים ניידים",6712300,"7,600","4,800","6,000","6,000"
1712300550,71,פרסום מידע לציבור ,6712300,0,0,0,0
1712300730,71,רכב - תפעולי32-613-31 ,6712300,0,"20,700","35,000","35,000"
1712300731,71,קטנוע 28-283-57 ,6712300,"20,000",800,"20,000","20,000"
1712300732,71,רכב תפעולי 5403778 ,6712300,"40,000","21,800","40,000","40,000"
1712300733,71,רכב תפעולי 30-522-69 ,6712300,"50,000","27,100","60,000","60,000"
1712300734,71,רכב תפעולי 7454467 ,6712300,"40,000","16,000","40,000","40,000"
1712300750,71,פנוי אשפה-י.ר.אב (מזרח( ,6712300,"9,200,000","5,917,400","9,200,000","9,100,000"
1712300753,71,פינוי ומיחזור קרטון ,6712300,"485,400","251,400","750,400","750,400"
1712300754,71,פינוי אשפה - מערב (ד.ח.ס ,6712300,"9,200,000","6,493,100","9,200,000","9,100,000"
1712300757,71,ליווי בקרה לווינית ,6712300,0,"2,900","3,000","3,000"
1712300758,71,פינוי מכלי נייר 360 ליטר ,6712300,0,0,0,0
1712300760,71,אגרה והיטל הטמנה ,6712300,"6,100,000","4,354,300","25,966,000","24,966,000"
1712300761,71,תחנת מעבר ,6712300,"10,200,000","6,127,600","10,635,000","10,635,000"
1712300762,71,היטל הטמנה ,6712300,"16,000,000","11,187,900",0,0
1712300779,71,בטיחות עובדים ,6712300,"3,000","1,500","3,000","3,000"
1712300930,71,ציוד יסודי ,6712300,0,0,0,0
1712500420,71,אחזקת מבני השירותיים ,6712500,"17,000",400,"17,000","17,000"
1712500720,71,ציוד מתכלה - חומרים ,6712500,"53,000",300,"53,000","53,000"
1712500750,71,"ניקיון ש""צ-פארקים+חומרי נ",6712500,"150,000","59,200","145,000","145,000"
1712500771,71,חשמל לפעולות ,6712500,"8,000","5,400","8,000","8,000"
1712500780,71,החזר כלכלה ונסיעות למתנדב,6712500,"100,000","72,700","100,000","100,000"
1713300110,71,השכר הקובע ,6713300,"1,476,000","996,700","1,417,000","1,417,000"
1713300120,71,תוספות שלא נכללות בשכר ,6713300,"264,000","181,700","210,000","210,000"
1713300130,71,שעות נוספות ,6713300,"231,000","158,800","213,000","191,700"
1713300140,71,החזר הוצאות רכב ,6713300,"363,000","269,100","364,000","364,000"
1713300141,71,החזר הוצאות אחר ,6713300,"67,000","52,800","72,000","72,000"
1713300181,71,הפרשות סוציאליות ,6713300,"300,000","225,500","311,000","311,000"
1713300182,71,מיסים ועלויות ,6713300,"329,000","228,600","324,000","324,000"
1713300470,71,ציוד משרדי מתכלה ,6713300,"8,000","6,700","8,000","8,000"
1713300471,71,מכונת צילום ופקס ,6713300,"3,500","3,500","3,700","3,700"
1713300521,71,ימי עיון לעסקים ,6713300,"7,000","3,500","7,000","7,000"
1713300530,71,רכב מנהלי 3261231 ,6713300,"35,000","13,600","35,000","35,000"
1713300540,71,דואר וטלפון ,6713300,"4,500","3,400","6,000","6,000"
1713300541,71,משלוח דואר בגין איכות המי,6713300,0,0,0,0
1713300542,71,"רט""ן - רשת טלפונים ניידים",6713300,"16,600","10,500","20,000","20,000"
1713300551,71,קמפיין הסברה בנושא רישוי ,6713300,0,0,0,0
1713300572,71,תוכנות ,6713300,"45,000","10,900","70,000","70,000"
1713300720,71,חומרים ,6713300,"1,000",700,"1,000","1,000"
1713300742,71,אחזקת כלים מכשירים וציוד ,6713300,"2,000",0,"2,000","2,000"
1713300743,71,רכישת כלים מכשירים וציוד ,6713300,"3,000","1,200","3,000","3,000"
1713300750,71,מפגעי תברואה ,6713300,"46,000",0,"46,000","46,000"
1713300752,71,מורשי נגישות לרישוין עסק ,6713300,"50,000","19,100","50,000","50,000"
1713300760,71,בדיקות כימיות ,6713300,0,0,0,0
1713300776,71,שאילתות רשם החברות ,6713300,"3,000",0,"2,000","2,000"
1713300777,71,שאילתות מ.הפנים ,6713300,"3,000",100,"2,000","2,000"
1713300778,71,טפסים ,6713300,"6,000","2,600","6,000","6,000"
1713300779,71,בטיחות עובדים ,6713300,"3,000","1,400","4,000","4,000"
1713300930,71,רכישת ציוד יסודי ,6713300,"10,000","7,400","10,000","10,000"
1714000771,71,חשמל לפעולות ,6714200,0,0,0,0
1714200110,71,השכר הקובע ,6714200,"1,344,000","839,400","1,484,000","1,117,000"
1714200120,71,תוספות שלא נכללות בשכר ,6714200,"127,000","88,300","117,000","117,000"
1714200130,71,שעות נוספות ,6714200,"153,000","107,000","188,000","169,200"
1714200140,71,החזר הוצאות רכב ,6714200,"151,000","97,100","183,000","183,000"
1714200141,71,החזר הוצאות אחר ,6714200,"53,000","39,700","70,000","70,000"
1714200181,71,הפרשות סוציאליות ,6714200,"204,000","149,700","266,000","266,000"
1714200182,71,מיסים ועלויות ,6714200,"249,000","154,000","276,000","276,000"
1714200211,71,עובדים זמניים ,6714200,"100,000","26,700",0,0
1714200470,71,ציוד משרדי מתכלה ,6714200,"10,000","4,600","10,000","10,000"
1714200471,71,מכונת צילום ,6714200,"2,400","2,400","2,600","2,600"
1714200510,71,כיבוד ,6714200,"1,000",700,"1,000","1,000"
1714200540,71,דואר וטלפון ,6714200,"36,000","13,200","22,000","22,000"
1714200542,71,"רט""ן - רשת טלפונים ניידים",6714200,"4,400","5,100","12,000","12,000"
1714200572,71,תחזוקת מערכת מיחשוב ,6714200,"12,000","11,800","15,000","15,000"
1714200720,71,חומרים ,6714200,"10,000","9,400","10,000","10,000"
1714200730,71,רכב - 44-235-72 תפעולי ,6714200,"50,000","28,400","50,000","50,000"
1714200742,71,אחזקת כלים מכשירים וציוד ,6714200,"1,000",0,"1,000","1,000"
1714200743,71,רכישת כלים מכשירים וציוד ,6714200,"89,700","83,100","90,000","90,000"
1714200744,71,הוצאות כלבייה ,6714200,"50,000",0,"100,000","100,000"
1714200750,71,עיקור סירוס חתולי רחוב ,6714200,"330,000","60,700","330,000","250,000"
1714200753,71,עבודות קבלניות ,6714200,"3,000",0,"3,000","3,000"
1714200760,71,קנית שרותים מרשויות ומוסד,6714200,"30,000","14,200","30,000","30,000"
1714200761,71,הסגר בכלביה ,6714200,"60,000","55,900","30,000","30,000"
1714200771,71,חשמל פקוח וטרינרי ,6714200,"35,000","23,900","35,000","35,000"
1714200772,71,צריכת מים בכלבייה ,6714200,0,0,0,0
1714200778,71,הוצ' בגין תוכנת דוקטורנט ,6714200,"10,000","8,900","38,000","38,000"
1714200779,71,בטיחות עובדים ,6714200,"3,000","2,000","3,000","3,000"
1714200780,71,לכידה וטיפול בבעלי חיים ,6714200,"15,000","2,400","15,000","15,000"
1714200781,71,מיגון ,6714200,"2,000",400,"2,000","2,000"
1714201470,71,ציוד משרדי מתכלה ,6714201,0,0,0,0
1714201720,71,חומרים ,6714201,0,0,0,0
1714201744,71,כלים ומכשירים בכלבייה ,6714201,0,0,0,0
1715300110,71,השכר הקובע ,6715300,"682,000","463,400","653,000","653,000"
1715300120,71,תוספות שלא נכללות בשכר ,6715300,"200,000","134,400","161,000","161,000"
1715300130,71,שעות נוספות ,6715300,"89,000","70,800","101,000","90,900"
1715300140,71,החזר הוצאות רכב ,6715300,"153,000","103,800","161,000","161,000"
1715300141,71,החזר הוצאות אחר ,6715300,"48,000","32,000","44,000","44,000"
1715300181,71,הפרשות סוציאליות ,6715300,"114,000","87,300","124,000","124,000"
1715300182,71,מיסים ועלויות ,6715300,"158,000","108,500","156,000","156,000"
1715300420,71,אחזקת מבנה ,6715300,0,0,0,0
1715300422,71,חומרי ניקיון ואחזקה למבנה,6715300,"2,000",0,"2,000","2,000"
1715300470,71,ציוד משרדי מתכלה ,6715300,900,600,"1,000","1,000"
1715300510,71,כיבוד ,6715300,"1,000",0,"1,000","1,000"
1715300540,71,דואר וטלפון ,6715300,"3,500","2,200","3,500","3,500"
1715300542,71,"רט""ן - רשת טלפונים ניידים",6715300,"5,000","3,400","5,000","5,000"
1715300720,71,חומרים ,6715300,"69,000","35,400","69,000","69,000"
1715300730,71,רכב - 4339572 תפעולי ,6715300,"50,000","29,000","50,000","50,000"
1715300731,71,סירה-42-542נגרר9234571 ,6715300,"5,000","2,400","5,000","5,000"
1715300742,71,אחזקת כלים מכשירים וציוד ,6715300,"6,000",0,"6,000","6,000"
1715300743,71,רכישת כלים מכשירים וציוד ,6715300,"10,000","1,100","10,000","10,000"
1715300750,71,עב' קבלניות + אגרה ,6715300,"5,000",0,"25,000","25,000"
1715300760,71,איגוד ערים-הדברה ,6715300,"28,000","16,800","33,000","33,000"
1715300771,71,חשמל לפעולות ,6715300,0,0,0,0
1715300779,71,בטיחות עובדים ,6715300,"6,000","3,900","6,000","6,000"
1715300781,71,מיגון ,6715300,"2,000",0,"2,000","2,000"
1721000110,72,השכר הקבוע ,1721000,"853,000","690,300","945,000","945,000"
1721000120,72,תוספות שלא נכללות בשכר ,1721000,"77,000","86,300","94,000","94,000"
1721000130,72,שעות נוספות ,1721000,"202,000","139,100","191,000","171,900"
1721000140,72,החזר הוצאות רכב ,1721000,"165,000","174,400","190,000","190,000"
1721000141,72,החזר הוצאות אחר ,1721000,"50,000","42,900","56,000","56,000"
1721000181,72,הפרשות סוציאליות ,1721000,"224,000","200,100","257,000","257,000"
1721000182,72,מיסים ןעלויות ,1721000,"188,000","153,100","204,000","204,000"
1721000210,72,שכר תצפיתנים ,1721000,"400,000","315,800","400,000","400,000"
1721000420,72,ש. נקיון מ. הפעלה ,1721000,"73,000","52,500","73,000","73,000"
1721000470,72,ציוד משרדי מתכלה ,1721000,"5,000","3,400","5,000","5,000"
1721000471,72,מכונות צילום ,1721000,"5,800","5,800","6,200","6,200"
1721000531,72, 65-270-30,1721000,"100,000","78,500","113,000","113,000"
1721000540,72,דואר וטלפון ,1721000,"300,000","161,700","260,000","260,000"
1721000542,72,"רט""ן-תקשורת סלולרית ",1721000,"242,700","150,200","176,000","176,000"
1721000730,72,רכב תיפעולי 8987850 ,1721000,0,0,0,0
1721000731,72,קטנועים ביטחון ,1721000,"140,000","85,500","140,000","140,000"
1721000732,72,ניגררים ושונות ביטחון ,1721000,"45,000","35,300","45,000","45,000"
1721000741,72,מירסים ,1721000,0,100,0,0
1721000743,72,רכישות אקדחים ותחמושת ,1721000,"25,000","7,000","25,000","25,000"
1721000750,72,עבודות קבלניות ,1721000,"540,000","174,400","540,000","540,000"
1721000751,72,ביפר ,1721000,"200,000","142,400","200,000","200,000"
1721000752,72,מצלמות צפיה ברחבי העיר ,1721000,0,0,0,0
1721000753,72,אישים מאויימים- הוצ' אבטח,1721000,0,0,0,0
1721000754,72,אבטחת מתחמי בילוי ,1721000,"370,000","253,000","430,000","430,000"
1721000755,72,אבטחה ושמירה בלתי צפויות ,1721000,0,0,0,0
1721000771,72,חשמל ביטחון ,1721000,"55,000","40,300","55,000","55,000"
1721000779,72,בטיחות עובדים ,1721000,"8,000","2,700","8,000","8,000"
1721000930,72,רכישת ציוד ,1721000,0,0,0,0
1721000981,72,קרן אגרת שמירה ,1726000,0,0,0,0
1721001110,72,השכר הקובע ,1721000,0,0,0,0
1721001120,72,תוספות שלא נכללות בשכר ,1721000,0,0,0,0
1721001130,72,שעות נוספות ,1721000,0,0,0,0
1721001140,72,החזר הוצאות רכב ,1721000,0,0,0,0
1721001141,72,החזר הוצאות אחר ,1721000,0,0,0,0
1721001181,72,הפרשות סוציאליות ,1721000,0,0,0,0
1721001182,72,מיסים ועלויות ,1721000,0,0,0,0
1722100110,72,השכר הקובע ,1722100,"47,000","12,300",0,0
1722100120,72,תוספת שלא נכללות בשכר ,1722100,"9,000","7,400",0,0
1722100130,72,שעות נוספות ,1722100,0,0,0,0
1722100141,72,החזר הוצאות אחר ,1722100,"2,000","1,000",0,0
1722100181,72,הפרשות סוציאליות ,1722100,"6,000","1,800",0,0
1722100182,72,מיסים ועלויות ,1722100,"9,000","2,500",0,0
1722100420,72,אחזקת בסיסי הפעלה ,1722100,"24,000","7,900","24,000","24,000"
