חשבון ,שם חשבון ,מחלקה , ביצוע 2014 , תקציב 2015 מעודכן , הצעת תקציב 2016  
1813237751,רואה חשבון ,43237," 4,838 "," 6,425 "," 6,678 "
1813237877,תוספת דפרנציאלית פדגוגית ,43237," 53,462 "," 51,357 "," 53,384 "
1813237878,סל תלמיד עיריה-ניהול עצמי,43237," 437,119 "," 453,135 "," 451,021 "
1313239921,השתתפות בשכר מזכירות ,43239," -1,558 "," -1,000 "," -2,000 "
1313239923,השתת.בשכר שרתים וניהול ע.,43239," -740,169 "," -752,131 "," -754,392 "
1313239926,השתת.בתשלומי הורים(חומרים,43239," -7,870 "," -24,000 "," -24,000 "
1313239927,אגרת שכפול פר תלמיד ,43239," -5,119 "," -13,300 "," -13,300 "
1313239928,סל תלמיד לעולי אתיופיה ,43239, -800 ," -1,000 "," -1,000 "
1813239110,שכר קובע ,43239," 424,590 "," 553,351 "," 436,427 "
1813239120,תוספות שאינן בשכר קובע ,43239," 61,808 "," 93,469 "," 69,228 "
1813239130,שעות נוספות ,43239, 303 , 316 , 314 
1813239140,החזר הוצאות ,43239," 12,480 "," 15,983 "," 12,647 "
1813239181,הפרשות סוציאליות ,43239," 93,232 "," 121,666 "," 95,440 "
1813239182,מיסים ועלויות ,43239," 37,899 "," 50,252 "," 39,195 "
1813239440,ביטוח מבנה ותכולה ,43239," 12,818 "," 11,484 "," 11,583 "
1813239726,השתת.בתשלומי הורים(חומרים,43239," 7,870 "," 23,760 "," 23,522 "
1813239727,אגרת שכפול פר תלמיד ,43239," 5,119 "," 13,167 "," 13,035 "
1813239728,סל תלמיד לעולי אתיופיה ,43239, 800 , 990 , 980 
1813239751,רואה חשבון ,43239," 4,838 "," 6,425 "," 6,678 "
1813239877,תוספת דפרנציאלית פדגוגית ,43239," 72,271 "," 71,339 "," 72,270 "
1813239878,סל תלמיד עיריה-ניהול עצמי,43239," 595,752 "," 593,873 "," 575,110 "
1313241920,סל תלמיד לעולה ,43241, -626 , -500 , -500 
1313241921,השתתפות בשכר מזכירות ,43241," -42,764 "," -44,472 "," -40,200 "
1313241922,העברה מיועדת ,43241," -1,000 ", -   , -100 
1313241923,השתת.בשכר שרתים וניהול ע.,43241," -372,160 "," -379,920 "," -373,300 "
1313241924,השתת.בשכר סייעות כיתתיות ,43241," -197,152 "," -200,544 "," -204,296 "
1313241925,אגרת שכפול יסודי ,43241," -3,102 "," -4,400 "," -4,400 "
1313241926,השתת.בתשלומי הורים(חומרים,43241," -3,309 "," -10,500 "," -10,500 "
1313241927,"אגרת שכפול""פר תלמיד"" ",43241," -2,388 "," -5,400 "," -5,400 "
1313241929,"מנב""ס מזכירים ",43241, -   , -   ," -7,100 "
1813241110,שכר קובע ,43241," 658,802 "," 723,540 "," 596,044 "
1813241120,תוספות שאינן בשכר קובע ,43241," 217,939 "," 263,692 "," 229,516 "
1813241130,שעות נוספות ,43241," 28,919 "," 20,390 "," 20,350 "
1813241140,החזר הוצאות ,43241," 20,340 "," 22,071 "," 15,483 "
1813241181,הפרשות סוציאליות ,43241," 162,672 "," 183,915 "," 156,756 "
1813241182,מיסים ועלויות ,43241," 70,009 "," 79,116 "," 65,720 "
1813241440,ביטוח מבנה ותכולה ,43241," 12,818 "," 11,484 "," 11,583 "
1813241720,סל תלמיד לעולה ,43241, 626 , 495 , 495 
1813241722,העברה מיועדת ,43241," 1,000 ", -   , -   
1813241725,אגרת שכפול יסודי ,43241," 3,102 "," 4,356 "," 4,356 "
1813241726,השתת.בתשלומי הורים(חומרים,43241," 3,309 "," 10,395 "," 10,395 "
1813241727,"אגרת שכפול ""פר תלמיד"" ",43241," 2,388 "," 5,346 "," 5,346 "
1813241751,רואה חשבון ,43241," 5,664 "," 6,425 "," 6,678 "
1813241877,תוספת דפרנציאלית פדגוגית ,43241," 26,398 "," 26,611 "," 27,513 "
1813241878,סל תלמיד עיריה-ניהול עצמי,43241," 247,245 "," 249,390 "," 230,917 "
1313242920,סל תלמיד לעולה ,43242," -1,494 "," -1,200 "," -1,200 "
1313242921,השתתפות בשכר מזכירות ,43242," -22,775 "," -21,524 "," -28,622 "
1313242922,העברה מיועדת ,43242, -   , -   , -100 
1313242923,השתת.בשכר שרתים וניהול ע.,43242," -452,825 "," -448,947 "," -528,614 "
1313242924,סייעות כיתתיות ,43242," -130,658 "," -127,958 "," -163,436 "
1313242925,אגרת שכפול יסודי ,43242, -736 ," -1,700 "," -1,700 "
1313242926,השתת.בתשלומי הורים(חומרים,43242," -5,199 "," -13,500 "," -13,500 "
1313242927,"אגרת שכפול ""פר תלמיד"" ",43242," -2,710 "," -6,700 "," -6,700 "
1313242929,"מנב""ס מזכירים ",43242, -   , -   ," -13,982 "
1813242110,שכר קובע ,43242," 684,937 "," 687,242 "," 712,056 "
1813242120,תוספות שאינן בשכר קובע ,43242," 107,117 "," 107,746 "," 120,966 "
1813242130,שעות נוספות ,43242," 21,675 "," 11,438 "," 11,415 "
1813242140,החזר הוצאות ,43242," 35,833 "," 34,899 "," 35,001 "
1813242181,הפרשות סוציאליות ,43242," 170,745 "," 173,975 "," 182,367 "
1813242182,מיסים ועלויות ,43242," 64,425 "," 64,530 "," 67,478 "
1813242440,ביטוח מבנה ותכולה ,43242," 12,818 "," 11,484 "," 11,583 "
1813242720,סל תלמיד לעולה ,43242," 1,494 "," 1,188 "," 1,188 "
1813242722,הקצבה מיועדת ,43242, -   , -   , -   
1813242725,אגרת שיכפול יסודי ,43242, 736 ," 1,683 "," 1,683 "
1813242726,השתת.בתשלומי הורים(חומרים,43242," 5,199 "," 13,365 "," 6,633 "
1813242727,"אגרת שכפול ""פר תלמיד"" ",43242," 2,710 "," 6,633 "," 6,633 "
1813242751,רואה חשבון ,43242," 5,664 "," 6,425 "," 6,678 "
1813242877,תוספת דפרנציאלית פדגוגית ,43242," 37,852 "," 35,224 "," 36,615 "
1813242878,סל תלמיד עיריה ניהול עצמי,43242," 311,220 "," 355,954 "," 387,090 "
1313246920,סל תלמיד לעולה ,43246, -   , -600 , -600 
1313246921,השתתפות בשכר מזכירות ,43246," -10,431 "," -16,370 "," -1,800 "
1313246923,השתת.בשכר שרתים וניהול ע.,43246," -671,036 "," -680,043 "," -696,342 "
1313246926,השתת.בתשלומי הורים(חומרים,43246," -6,902 "," -22,000 "," -22,000 "
1313246927,"אגרת שכפול ""פר תלמיד"" ",43246," -4,369 "," -12,000 "," -12,000 "
1313246929,"מנב""ס מזכירים ",43246, -   , -   ," -14,800 "
1813246110,שכר קובע ,43246," 620,119 "," 929,699 "," 848,856 "
1813246120,תוספות שאינן בשכר קובע ,43246," 65,176 "," 84,029 "," 103,658 "
1813246130,שעות נוספות ,43246," 7,638 "," 6,066 "," 6,053 "
1813246140,החזר הוצאות ,43246," 37,425 "," 63,753 "," 47,306 "
1813246181,הפרשות סוציאליות ,43246," 146,834 "," 230,044 "," 197,062 "
1813246182,מיסים ועלויות ,43246," 55,448 "," 82,607 "," 75,966 "
1813246440,ביטוח מבנה ותכולה ,43246," 12,818 "," 11,484 "," 11,583 "
1813246720,סל תלמיד לעולה ,43246, -   , 594 , 594 
1813246726,השתת.בתשלומי הורים(חומרים,43246," 6,902 "," 21,780 "," 21,780 "
1813246727,"אגרת שכפול ""פר תלמיד"" ",43246," 4,369 "," 11,880 "," 11,880 "
1813246751,רואה חשבון ,43246," 5,664 "," 6,425 "," 6,678 "
1813246877,תוספת דפרנציאלית פדגוגית ,43246," 65,482 "," 64,021 "," 66,549 "
1813246878,סל תלמיד עיריה ניהול עצמי,43246," 537,096 "," 554,843 "," 508,606 "
1313247920,סל תלמיד לעולה ,43247," -1,878 ", -600 , -600 
1313247921,השתתפות בשכר מזכירות ,43247," -27,357 "," -30,610 "," -22,000 "
1313247922,העברה מיועדת ,43247, -   , -   , -100 
1313247923,השתת.בשכר שרתים וניהול ע.,43247," -343,993 "," -349,877 "," -364,000 "
1313247924,סייעות כיתתיות ,43247," -118,291 "," -120,376 "," -122,500 "
1313247925,אגרות שכפול יסודי ,43247, -552 ," -1,700 "," -1,700 "
1313247926,השתת.בתשלומי הורים(חומרים,43247," -3,396 "," -11,300 "," -11,300 "
1313247927,"אגרת שכפול ""פר תלמיד"" ",43247," -1,795 "," -5,000 "," -5,000 "
1313247928,סל תלמיד לעולה אתיופיה ,43247," -7,200 "," -4,400 "," -4,400 "
1313247929,"מנב""ס מזכירים ",43247, -   , -   , -   
1813247110,שכר קבוע ,43247," 533,775 "," 571,408 "," 574,090 "
1813247120,תוספות שאינן בשכר קובע ,43247," 152,845 "," 174,569 "," 177,586 "
1813247130,שעות נוספות ,43247," 15,112 "," 9,581 "," 9,562 "
1813247140,החזר הוצאות ,43247," 15,012 "," 16,188 "," 15,817 "
1813247181,הפרשות סוציאליות ,43247," 133,835 "," 145,939 "," 156,503 "
1813247182,מיסים ועלויות ,43247," 54,271 "," 59,022 "," 59,147 "
1813247440,ביטוח מבנה ותכולה ,43247," 12,818 "," 11,484 "," 11,583 "
1813247720,סל תלמיד לעולה ,43247," 1,878 ", 594 , 594 
1813247722,העברה מיועדת ,43247, -   , -   , -   
1813247725,אגרת שכפול יסודי ,43247, 552 ," 1,683 "," 1,683 "
1813247726,השתת.בתשלומי הורים(חומרים,43247," 3,396 "," 11,187 "," 11,187 "
1813247727,"אגרת שכפול ""פר תלמיד"" ",43247," 1,716 "," 4,950 "," 4,950 "
1813247728,סל תלמיד לעולה אתיופיה ,43247," 7,200 "," 4,356 "," 4,356 "
1813247751,רואה חשבון ,43247," 5,664 "," 6,425 "," 6,678 "
1813247877,תוספת דפרנציאלית פדגוגית ,43247," 27,964 "," 28,393 "," 29,513 "
1813247878,סל תלמיד עיריה ניהול עצמי,43247," 249,889 "," 251,760 "," 250,012 "
1313248921,השתתפות בשכר מזכירות ,43248," -3,376 "," -1,000 "," -2,000 "
1313248922,העברה מיועדת ,43248," -1,000 ", -   , -100 
1313248923,השתת.בשכר שרתים וניהול ע.,43248," -269,331 "," -267,711 "," -353,000 "
1313248926,השתת.בתשלומי הורים(חומרים,43248," -3,175 "," -8,100 "," -8,100 "
1313248927,"אגרת שכפול ""פר תלמיד"" ",43248," -2,045 "," -4,600 "," -4,600 "
1313248928,סל תלמיד לעולה אתיופיה ,43248," -7,200 "," -8,000 "," -8,000 "
1313248929,"מנב""ס מזכירים ",43248, -   , -100 ," -8,972 "
1813248110,שכר קובע ,43248," 395,376 "," 634,467 "," 588,959 "
1813248120,תוספות שאינן בשכר קובע ,43248," 68,198 "," 96,565 "," 115,497 "
1813248130,שעות נוספות ,43248," 1,106 ", 860 , 857 
1813248140,החזר הוצאות ,43248," 14,855 "," 18,552 "," 18,413 "
1813248181,הפרשות סוציאליות ,43248," 88,781 "," 146,912 "," 135,635 "
1813248182,מיסים ועלויות ,43248," 36,433 "," 57,135 "," 54,673 "
1813248440,ביטוח מבנה ותכולה ,43248," 12,818 "," 11,484 "," 11,583 "
1813248722,העברה מיועדת ,43248," 1,000 ", -   , 99 
1813248726,השתת.בתשלומי הורים(חומרים,43248," 3,175 "," 8,019 "," 8,019 "
1813248727,"אגרת שכפול ""פר תלמיד"" ",43248," 2,045 "," 4,554 "," 4,554 "
1813248728,סל תלמיד לעולה אתיופיה ,43248," 7,200 "," 7,920 "," 7,920 "
1813248751,רואה חשבון ,43248," 4,838 "," 6,425 "," 6,411 "
1813248877,תוספת דפרנציאלית פדגוגית ,43248," 26,156 "," 24,437 "," 25,401 "
1813248878,סל תלמיד עיריה ניהול עצמי,43248," 219,867 "," 244,624 "," 254,383 "
1313249921,השתתפות בשכר מזכירות ,43249," -1,558 "," -1,100 "," -2,000 "
1313249923,השתת.בשכר שרתים וניהול ע.,43249," -542,131 "," -565,562 "," -483,340 "
1313249924,סייעות כיתתיות ,43249, -   , -   , -   
1313249926,השתת.בתשלומי הורים(חומרים,43249," -5,049 "," -21,500 "," -21,500 "
1313249927,"אגרת שכפול ""פר תלמיד"" ",43249," -2,924 "," -11,800 "," -11,800 "
1313249928,סל תלמיד לעולה אתיופיה ,43249," -34,640 "," -30,000 "," -30,000 "
1813249110,שכר קבוע ,43249," 364,725 "," 328,452 "," 363,161 "
1813249120,תוספות שאינן בשכר קובע ,43249," 95,140 "," 98,838 "," 77,955 "
1813249130,שעות נוספות ,43249," 5,069 "," 2,658 "," 2,653 "
1813249140,החזר הוצאות ,43249," 16,000 "," 15,439 "," 15,436 "
1813249181,הפרשות סוציאליות ,43249," 93,367 "," 84,205 "," 89,849 "
1813249182,מיסים ועלויות ,43249," 36,488 "," 33,861 "," 34,754 "
1813249440,ביטוח מבנה ותכולה ,43249," 12,818 "," 11,484 "," 11,583 "
1813249726,השתת.בתשלומי הורים(חומרים,43249," 5,049 "," 21,285 "," 21,285 "
1813249727,"אגרת שיכפול ""פר תלמיד"" ",43249," 2,924 "," 11,682 "," 11,682 "
1813249728,סל תלמיד לעולה אתיופיה ,43249," 34,640 "," 29,700 "," 29,700 "
1813249751,רואה חשבון ,43249," 4,838 "," 6,425 "," 6,678 "
1813249877,תוספת דפרנציאלית פדגוגית ,43249," 48,347 "," 51,654 "," 53,693 "
1813249878,סל תלמיד עיריה ניהול עצמי,43249," 437,958 "," 351,747 "," 327,343 "
1313251421,השתת.הורים בהזנה לאומית ,43251, -   , -   , -   
1313251920,סל תלמיד לעולה ,43251," -1,750 ", -   , -   
1313251921,השתתפות בשכר מזכירות ,43251," -24,391 "," -26,937 "," -15,000 "
1313251922,העברה מיועדת ,43251, -   , -100 , -100 
1313251923,השתת.בשכר שרתים וניהול ע.,43251," -198,685 "," -189,932 "," -277,984 "
1313251924,סייעות כיתתיות ,43251," -83,118 "," -90,730 "," -51,074 "
1313251925,אגרת שיכפול יסודי ,43251," -1,458 "," -3,300 "," -3,300 "
1313251926,השתת.בתשלומי הורים(חומרים,43251," -2,705 "," -5,500 "," -5,500 "
1313251927,"אגרת שכפול ""פר תלמיד"" ",43251," -1,451 "," -2,400 "," -2,400 "
1313251928,סל תלמיד לעולה אתיופיה ,43251," -9,660 "," -24,600 "," -24,600 "
1313251929,"מנב""ס מזכירים ",43251, -   , -   ," -5,146 "
1313251990,"מ.הגנת הסביבה-בי""ס ירוק ",43251," -5,000 ", -100 , -   
1813251110,שכר קובע ,43251," 246,281 "," 232,247 "," 235,061 "
1813251120,תוספות שאינן בשכר קובע ,43251," 62,546 "," 57,674 "," 66,773 "
1813251130,שעות נוספות ,43251," 4,864 "," 2,294 "," 2,288 "
1813251140,החזר הוצאות ,43251," 11,390 "," 10,083 "," 11,744 "
1813251181,הפרשות סוציאליות ,43251," 65,942 "," 62,869 "," 66,291 "
1813251182,מיסים ועלויות ,43251," 24,651 "," 23,053 "," 24,322 "
1813251440,ביטוח מבנה ותכולה ,43251," 12,818 "," 11,484 "," 11,583 "
1813251720,סל תלמיד לעולה ,43251," 1,750 ", -   , -   
1813251722,העברה מיועדת ,43251, -   , 99 , 99 
1813251725,אגרת שיכפול יסודי ,43251," 1,458 "," 3,267 "," 3,267 "
1813251726,השתת.בתשלומי הורים(חומרים,43251," 2,705 "," 5,445 "," 5,445 "
1813251727,"אגרת שכפול ""פר תלמיד"" ",43251," 1,451 "," 2,376 "," 2,376 "
1813251728,סל תלמיד לעולה אתיופיה ,43251," 9,660 "," 24,354 "," 24,354 "
1813251751,רואה חשבון ,43251," 4,838 "," 6,425 "," 6,678 "
1813251780,"בי""ס ירוק ",43251," 5,000 ", -   , -   
1813251877,תוספת דפרנציאלית פדגוגית ,43251," 14,777 "," 11,072 "," 10,961 "
1813251878,סל תלמיד עיריה ניהול עצמי,43251," 159,795 "," 216,275 "," 187,310 "
1313252920,סל תלמיד לעולה ,43252," -2,770 ", -600 , -600 
1313252921,השתתפות בשכר מזכירות ,43252," -9,878 "," -10,400 "," -10,400 "
1313252923,השתת.בשכר שרתים וניהול ע.,43252," -243,335 "," -246,691 "," -256,370 "
1313252925,אגרת שיכפול יסודי ,43252," -1,456 "," -1,000 "," -1,000 "
1313252926,השתת.בתשלומי הורים(חומרים,43252," -2,538 "," -8,500 "," -8,500 "
1313252927,"אגרת שכפול ""פר תלמיד"" ",43252," -1,344 "," -4,500 "," -4,500 "
1813252110,שכר קובע ,43252," 248,352 "," 277,506 "," 158,644 "
1813252120,תוספות שאינן בשכר קובע ,43252," 35,819 "," 50,307 "," 25,932 "
1813252130,שעות נוספות ,43252," 5,518 "," 4,192 "," 4,183 "
1813252140,החזר הוצאות ,43252," 6,400 "," 6,957 "," 3,808 "
1813252181,הפרשות סוציאליות ,43252," 54,333 "," 62,588 "," 37,048 "
1813252182,מיסים ועלויות ,43252," 22,420 "," 25,913 "," 14,619 "
1813252440,ביטוח מבנה ותכולה ,43252," 12,818 "," 11,484 "," 11,583 "
1813252720,סל תלמיד לעולה ,43252," 2,770 ", 594 , 594 
1813252725,אגרת שכפול יסודי ,43252, -   , 990 , 990 
1813252726,השתת.בתשלומי הורים(חומרים,43252," 2,538 "," 8,415 "," 8,415 "
1813252727,"אגרת שכפול ""פר תלמיד"" ",43252," 1,344 "," 4,455 "," 4,455 "
1813252751,רואה חשבון ,43252," 4,838 "," 6,425 "," 6,678 "
1813252877,תוספת דפרנציאלית פדגוגית ,43252," 20,882 "," 21,276 "," 22,115 "
1813252878,סל תלמיד עיריה ניהול עצמי,43252," 203,528 "," 214,323 "," 211,520 "
1313253920,סל תלמיד לעולה ,43253, -   , -600 , -600 
1313253921,השתתפות בשכר מזכירות ,43253," -11,539 "," -11,833 "," -11,833 "
1313253923,השתת.בשכר שרתים וניהול ע.,43253," -338,832 "," -344,983 "," -351,882 "
1313253925,אגרת שיכפול יסודי ,43253," -2,184 "," -2,200 "," -2,200 "
1313253926,השתת.בתשלומי הורים(חומרים,43253," -3,232 "," -11,000 "," -11,000 "
1313253927,"אגרת שכפול ""פר תלמיד"" ",43253," -1,895 "," -6,300 "," -6,300 "
1313253928,סל תלמיד לעולה אתיופיה ,43253," -42,830 "," -37,600 "," -37,600 "
1813253110,שכר קובע ,43253," 301,682 "," 298,774 "," 234,402 "
1813253120,תוספות שאינן בשכר קובע ,43253," 70,063 "," 70,282 "," 63,188 "
