,שם הפרק,אגף,הסעיף,הפרק,"ת ק ב ו ל י ם  - באלפי ש""ח",2016,2015,סופי 2015,מקורי 2015,2014
721000781,בטחון ובטיחות,5,781,721000,"בטיחות וגהות (מוס""ח בסעיף 81796/783)",30,30,45,30,30
721000782,בטחון ובטיחות,5,782,721000,"הדרכות בנושא בטיחות (מוס""ח בסעיף 81796/783)",120,150,135,150,213
721000783,בטחון ובטיחות,9,783,721000,הוצאות לפעולות - אגף ביטחון,0,143,143,0,0
721000960,בטחון ובטיחות,9,960,721000,"רזרבת ר' האגף להוצאות ב""צ ",300,0,0,0,0
,,,,721,"סה""כ  - בטחון ובטיחות:",2122,1524,1819,1411,1252
,,,,7221,משמר אזרחי,,,,,
722100100,משמר אזרחי,9,100,722100,משכורות כוללות,105,105,105,0,101
722100410,משמר אזרחי,2,410,722100,שכר דירה,0,18,18,40,29
722100420,משמר אזרחי,9,420,722100,אחזקת בסיסי הפעלה,3,3,3,3,1
722100430,משמר אזרחי,9,430,722100,הוצאות חשמל,4,4,4,4,3
722100511,משמר אזרחי,9,511,722100,שתיה וכיבוד למתנדבים,16,16,16,16,14
722100540,משמר אזרחי,10,540,722100,טלפון ישיר,3,3,3,3,2
722100550,משמר אזרחי,12,550,722100,פרסומים והסברה,1,1,1,1,0
722100750,משמר אזרחי,5,750,722100,נקיון בקבלנות,6,6,6,6,5
722100780,משמר אזרחי,9,780,722100,"טיפוח מתנדבים, ארועים ושונות",36,36,36,36,32
,,,,7221,"סה""כ  - משמר אזרחי:",174,192,192,109,188
,,,,7227,שיטור עירוני,,,,,
722700101,שיטור עירוני,9,101,722700,שכר שיטור עירוני,3782,2980,2995,2995,2236
722700410,שיטור עירוני,2,410,722700,שכר דירה,35,31,22,0,0
722700730,שיטור עירוני,5,730,722700,אחזקת רכב תפעולי,496,410,410,345,284
722700750,שיטור עירוני,9,750,722700,אבטחת גינות ציבוריות,0,170,170,170,145
722700751,שיטור עירוני,9,751,722700,סיירת בטחון בקבלנות,0,0,0,0,130
722700780,שיטור עירוני,9,780,722700,הוצאות שוטפות ושונות,100,70,70,70,67
722700980,שיטור עירוני,9,980,722700,הוצאות הקמה והצטיידות - חד פעמי,150,0,0,0,0
,,,,7227,"סה""כ  - שיטור עירוני:",4563,3661,3667,3580,2863
,,,,7228,מוקד בטחון,,,,,
722800100,מוקד בטחון,9,100,722800,משכורות כוללות,1339,1200,1216,1226,1115
722800540,מוקד בטחון,10,540,722800,טלפון ישיר + קווי תקשורת vpn,180,180,180,180,164
722800755,מוקד בטחון,9,755,722800,"העסקת כ""א באמצעות חברת השמה ",0,10,10,0,0
722800780,מוקד בטחון,10,780,722800,הוצאות אחזקת מצלמות ,96,78,71,71,25
,,,,7228,"סה""כ  - מוקד בטחון:",1615,1468,1477,1477,1304
,,,,723,"הג""א",,,,,
723000100,"ה ג "" א",9,100,723000,משכורות כוללות,607,600,558,558,535
723000411,"ה ג "" א",2,411,723000,"תשלום ארנונה עבור מחסני הג""א",250,240,240,240,236
723000420,"ה ג "" א",9,420,723000,"אחזקת מקלטים צבוריים, מחסנים ומפקדות ",275,270,261,270,298
723000430,"ה ג "" א",9,430,723000,הוצאות חשמל,77,75,73,73,82
723000432,"ה ג "" א",9,432,723000,הוצאות צריכת מים ואגרת ביוב,44,44,44,37,44
723000440,"ה ג "" א",9,440,723000,ביטוח ציוד,93,93,93,93,69
723000540,"ה ג "" א",10,540,723000,טלפון ישיר,12,11,11,11,9
723000730,"ה ג "" א",5,730,723000,אחזקת רכב ייעודי ,50,50,55,55,49
723000755,"ה ג "" א",9,755,723000,"העסקת כ""א באמצעות חברת השמה ",120,0,0,0,0
723000811,"ה ג "" א",9,811,723000,"השתתפות בפעולות הג""א ארצי ",650,597,597,590,590
,,,,723,"סה""כ  - הג""א:",2178,1980,1932,1927,1913
,,,,724,כיבוי אש,,,,,
724000831,כיבוי אש,7,831,724000,השתתפות בתקציב הרשות הארצית לכבאות והצלה ,3700,3635,3635,3635,4094
,,,,724,"סה""כ  - כיבוי אש:",3700,3635,3635,3635,4094
,,,,726,"מל""ח ופס""ח",,,,,
726000100,"מל""ח ופס""ח",9,100,726000,"משכורות כוללות - מל""ח ופס""ח",70,70,77,77,69
726000540,"מל""ח ופס""ח",10,540,726000,טלפון ישיר,6,8,8,8,6
726000780,"מל""ח ופס""ח",9,780,726000,הוצאות לפעולות,25,24,24,24,21
,,,,726,"סה""כ  - מל""ח ופס""ח:",101,102,109,109,96
,,,,72,"סה""כ - שמירה ובטחון:",0,0,0,0,0
,,,,73,תכנון ובניין עיר,,,,,
,,,,731,משרד מהנדס העיר,,,,,
731000100,משרד מהנדס העיר,4,100,731000,משכורות כוללות,2637,2550,2644,2620,2416
731000410,משרד מהנדס העיר,2,410,731000,שכר-דירה (ב- 2015 הועבר מסעיף 7322/410),295,290,280,280,0
731000429,משרד מהנדס העיר,2,429,731000,דמי ניהול משרדי לב-העיר ,200,192,200,200,163
731000430,משרד מהנדס העיר,4,430,731000,הוצאות חשמל,204,200,200,200,157
731000470,משרד מהנדס העיר,4,470,731000,ציוד משרדי שוטף ,90,108,108,108,98
731000511,משרד מהנדס העיר,4,511,731000,הוצאות כיבוד (שיתוף הציבור),30,30,30,30,20
731000530,משרד מהנדס העיר,5,530,731000,אחזקת רכב - מינהלי ,145,130,131,97,85
731000540,משרד מהנדס העיר,10,540,731000,טלפון ישיר,40,40,31,31,32
731000550,משרד מהנדס העיר,12,550,731000,פרסומים ומכרזים,38,38,38,38,37
731000570,משרד מהנדס העיר,10,570,731000,הוצאות מיכון,204,209,209,209,142
731000742,משרד מהנדס העיר,4,742,731000,אחזקת מכונת צילום,10,9,9,9,6
731000750,משרד מהנדס העיר,5,750,731000,נקיון בקבלנות,178,175,175,183,141
731000751,משרד מהנדס העיר,9,751,731000,אבטחת משרדי אגף מהנדס העיר,160,150,150,68,103
731000780,משרד מהנדס העיר,4,780,731000,"הוצאות כלים וציוד, ספרים ושונות ",38,32,32,32,29
731000960,משרד מהנדס העיר,4,960,731000,"רזרבת ר' האגף להוצאות ב""צ ",100,125,125,125,97
,,,,731,"סה""כ  - משרד מהנדס העיר:",4369,4278,4362,4230,3525
,,,,732,תכנון עיר ופיתוח סביבה,,,,,
732000100,תכנון עיר,4,100,732000,משכורות כוללות תכנון עיר,1513,1200,1518,1550,1518
732000101,פתוח סביבה,4,101,732000,משכורות כוללות - פתוח סביבה ,746,740,760,760,764
732000570,תכנון עיר,10,570,732000,הוצאות מיכון - קובץ ייעודי קרקע,178,178,178,178,171
732000755,תכנון עיר,4,755,732000,"העסקת כ""א באמצעות חב' השמה",120,80,100,0,0
732000950,תכנון עיר,4,950,732000,מדידות ותכנון חוץ,115,222,222,190,107
732000951,תכנון עיר,4,951,732000,"שכ""ט לשמאים  (במקביל בהכנסות בסעיף 230/591)",3000,3000,3000,3000,2654
,,,,732,"סה""כ - תכנון עיר ופיתוח סביבה:",5672,5420,5778,5678,5214
,,,,7322,התחדשות עירונית,,,,,
732200100,התחדשות עירונית,4,100,732200,משכורות כוללות ,866,730,800,800,295
732200410,התחדשות עירונית,2,410,732200,שכר דירה (ב- 2015 הועבר לסעיף 731/410),0,0,0,0,137
732200430,התחדשות עירונית,4,430,732200,הוצאות חשמל ,0,0,0,0,7
732200781,התחדשות עירונית,4,781,732200,הוצאות שונות,40,50,50,50,1
,,,,7322,"סה""כ - התחדשות עירונית:",906,780,850,850,440
,,,,7331,רישוי הבנייה,,,,,
733100100,רישוי הבנייה,4,100,733100,משכורות כוללות,1785,1750,2060,2060,1851
,,,,7331,"סה""כ - רישוי הבנייה:",1785,1750,2060,2060,1851
,,,,7332,פיקוח על הבנייה,,,,,
733200100,פיקוח על הבנייה,4,100,733200,משכורות כוללות,1493,1450,1560,1560,1528
733200730,פיקוח על הבנייה,5,730,733200,אחזקת רכב עירוני - תיפעולי ,96,95,90,75,67
733200750,פיקוח על הבנייה,4,750,733200,עבודות קבלניות למדידות והריסת מבנים עם חריגות בנייה ,130,230,230,230,27
,,,,7332,"סה""כ - פיקוח על הבנייה:",1719,1775,1880,1865,1622
,,,,734,תיאום ובקרה הנדסיים,,,,,
734000100,תיאום ובקרה הנדסיים,4,100,734000,משכורות כוללות ,547,500,505,505,410
,,,,734,"סה""כ - תיאום ובקרה הנדסיים :",547,500,505,505,410
,,,,735,בנייה ציבורית,,,,,
735000100,בנייה ציבורית,4,100,735000,משכורות כוללות,953,395,496,620,347
,,,,735,"סה""כ - בנייה ציבורית:",953,395,496,620,347
,,,,73,"סה""כ - תכנון ובניין עיר:",0,0,0,0,0
,,,,74,נכסים צבוריים,,,,,
,,,,742,כבישים ומדרכות,,,,,
742000100,כבישים ומדרכות,4,100,742000,משכורות כוללות ,1215,910,1120,1120,866
742000102,כבישים ומדרכות,5,102,742000,שכר עובדי אחזקה ,821,805,805,796,777
742000420,כבישים ומדרכות,5,420,742000,"אחזקת כבישים, מדרכות ודרכי כורכר ",325,350,350,350,372
742000730,כבישים ומדרכות,5,730,742000,אחזקת רכבים - תיפעולי ,99,100,100,130,86
742000740,כבישים ומדרכות,5,740,742000,כלים וציוד,8,16,16,16,7
742000751,כבישים ומדרכות,5,751,742000,"טיפול שוטף בתשתיות (כבישים, מדרכות, תאורה, צביעה, וכו')",500,500,500,500,391
742000755,כבישים ומדרכות,4,755,742000,כבישים - העסקה באמצעות חברת השמה  ,0,0,0,0,5
,,,,742,"סה""כ - כבישים ומדרכות:",2968,2681,2891,2912,2505
,,,,743,מאור רחובות וחשמל,,,,,
743000100,מאור רחובות,5,100,743000,משכורות כוללות,1417,1390,1390,1283,1220
743000720,מאור רחובות,5,720,743000,חומרים ונורות ,170,250,250,170,156
743000730,מאור רחובות,5,730,743000,אחזקת רכבים - תיפעולי ,243,240,240,240,188
743000740,מאור רחובות,5,740,743000,כלים וציוד,5,10,10,10,10
743000750,מאור רחובות,5,750,743000,עבודות קבלניות (כולל חומרים ונורות),450,500,500,400,449
743000771,מאור רחובות,5,771,743000,הוצאות חשמל - תאורת רחובות,5641,5600,6032,6032,5348
,,,,743,"סה""כ - מאור רחובות וחשמל:",7926,7990,8422,8135,7372
,,,,744,בטיחות בדרכים,,,,,
744000720,בטיחות בדרכים,5,720,744000,סימון כבישים ומעברי חצייה ,1005,1150,1150,1150,1194
744000740,בטיחות בדרכים,5,740,744000,תמרורים וגדרות בטיחות,85,87,87,87,84
744000750,בטיחות בדרכים,5,750,744000,אחזקת רמזורים בקבלנות,545,545,536,536,492
744000752,בטיחות בדרכים,4,752,744000,"ייעוץ ותכנון תנועה, תחבורה ורמזורים",320,370,370,370,337
744000771,בטיחות בדרכים,5,771,744000,הוצאות חשמל - רמזורים,305,300,327,327,309
,,,,744,"סה""כ - בטיחות בדרכים:",2260,2452,2470,2470,2416
,,,,745,תיעול וניקוז,,,,,
745000100,תיעול וניקוז,4,100,745000,משכורות כוללות ,288,0,250,250,113
745000420,תיעול וניקוז,5,420,745000,טיפול בצנרת ניקוז ושונות ,220,220,270,220,204
745000750,תיעול וניקוז,4,750,745000,תיעול וניקוז - תחזוקת מתקן שאיבה,100,100,100,100,0
745000830,תיעול וניקוז,4,830,745000,השתתפות ברשויות ניקוז: ירקון ושרון,275,275,275,275,238
,,,,745,"סה""כ - תיעול וניקוז:",883,595,895,845,555
,,,,746,גנים ונטיעות,,,,,
746000100,גנים ונטיעות,3,100,746000,משכורות כוללות ,1378,1350,1420,1500,1449
746000127,גנים ונטיעות,3,127,746000,"כלכלה, ביגוד ושתיה ",7,6,7,7,6
746000432,גנים ונטיעות,3,432,746000,צריכת מים - השקיית גינות צבוריות,5643,6000,6000,6000,6751
746000720,גנים ונטיעות,3,720,746000,חומרי דישון והדברה,244,205,205,205,193
746000721,גנים ונטיעות,3,721,746000,הדברת חדקונית הדקל,213,0,0,0,0
746000730,גנים ונטיעות,5,730,746000,אחזקת רכבים - תיפעולי,74,75,90,90,106
746000740,גנים ונטיעות,3,740,746000,כלים וציוד,10,20,20,20,12
746000750,גנים ונטיעות,3,750,746000,אחזקת גינות ציבוריות בקבלנות,9405,8206,8206,7300,7248
746000751,גנים ונטיעות,3,751,746000,אחזקת מזרקות בקבלנות ,300,300,360,400,397
746000752,גנים ונטיעות,3,752,746000,טיפול בחורשות בקבלנות,685,657,657,551,516
746000753,גנים ונטיעות,3,753,746000,שרותי אחזקה חיצוניים - רחוב וגן ,687,785,785,685,640
746000754,גנים ונטיעות,3,754,746000,גיזומים ברחבי העיר בקבלנות,900,915,915,915,989
746000756,גנים ונטיעות,3,756,746000,השקיית עצים במדרכות בקבלנות,100,130,130,450,398
746000757,גנים ונטיעות,3,757,746000,אחזקת מערכת מיחשוב השקיית גינות,521,465,495,495,455
746000758,גנים ונטיעות,3,758,746000,פיקוח גנים ברובעים,564,503,503,300,293
746000759,גנים ונטיעות,3,759,746000,תחזוקת היער העירוני,10,12,12,19,18
746000780,גנים ונטיעות,3,780,746000,שימור גנים וחידוש צמחיה ,1000,1250,1250,750,1384
746000781,גנים ונטיעות,3,781,746000,החלפת מערכות השקייה שונות בעיר,150,0,0,0,0
746000782,גנים ונטיעות,3,782,746000,תחזוקת הצללות בגינות ציבוריות,100,0,0,0,0
746000783,גנים ונטיעות,3,783,746000,תחזוקת משטחי גומי בגינות ציבוריות,200,0,0,0,0
,,,,746,"סה""כ  - גנים ונטיעות:",22191,20879,21055,19687,20854
,,,,7461,פארק הרצליה ,,,,,
746100100,פארק הרצליה,5,100,746100,משכורות כוללות ,826,670,710,780,562
746100101,פארק הרצליה,5,101,746100,משכורות כוללות פיקוח,428,420,423,423,404
746100420,פארק הרצליה,5,420,746100,תיקונים ואחזקה (כולל שיקום מסלולים),400,350,650,260,174
746100430,פארק הרצליה,5,430,746100,הוצאות חשמל,225,189,189,189,179
746100432,פארק הרצליה,5,432,746100,צריכת מים ,300,300,600,600,370
746100470,פארק הרצליה,5,470,746100,ציוד משרדי שוטף,7,10,10,10,10
746100540,פארק הרצליה,10,540,746100,טלפון ישיר ותקשורת,20,20,16,16,16
746100550,פארק הרצליה,12,550,746100,פרסומים ודפוס,10,10,10,10,10
746100720,פארק הרצליה,5,720,746100,רכישת חומרים שוטפים,210,206,206,206,111
746100730,פארק הרצליה,5,730,746100,אחזקת רכבים - תיפעולי ,153,152,150,150,145
746100740,פארק הרצליה,5,740,746100,כלים וציוד,30,50,50,50,20
746100750,פארק הרצליה,5,750,746100,עבודות נקיון בקבלנות ,2000,2000,2200,2500,1968
746100751,פארק הרצליה,5,751,746100,גינון בקבלנות (כולל פיקוח וייעוץ),600,625,625,715,514
746100752,פארק הרצליה,5,752,746100,אחזקת מתקני משחק בקבלנות,150,150,200,200,177
746100753,פארק הרצליה,5,753,746100,אבטחה בקבלנות,210,215,215,215,211
746100755,פארק הרצליה,5,755,746100,העסקה באמצעות חברת השמה,0,56,90,20,82
