,,,,,ה צ ע ת  התקציב הרגיל לשנת: 2015,תקציב,אומדן,תקציב,תקציב,ביצוע
,,,,75,"סה""כ - חגיגות, מבצעים וארועים:",0,0,0,0,0
,,,,76,שרותים שונים,,,,,
,,,,761,מוקד עירוני,,,,,
761000100,מוקד עירוני,7,100,761000,משכורות כוללות - מוקדנים,1750,1575,1540,1540,1501
761000130,מוקד עירוני,7,130,761000,"(כוננות מפגעים כולל חורף (ש""נ לכוננים",0,0,25,25,10
761000540,מוקד עירוני,7,540,761000,טלפון ישיר,20,15,25,25,12
761000730,מוקד עירוני,5,730,761000,אחזקת רכב - תיפעולי,100,103,103,103,94
761000780,מוקד עירוני,7,780,761000,טיפול במפגעים ושונות,70,70,70,70,81
,,,,761,"סה""כ - מוקד עירוני:",1940,1763,1763,1763,1699
,,,,7621,הדבקת מודעות ,,,,,
762100750,הדבקת מודעות,3,750,762100,הדבקת מודעות בקבלנות,68,68,72,72,69
,,,,7621,"סה""כ  - הדבקת מודעות:",68,68,72,72,69
,,,,764,תרבות הדיור,,,,,
764000100,תרבות הדיור,3,100,764000,משכורות כוללות ,460,430,452,452,431
764000540,תרבות הדיור,3,540,764000,טלפון ישיר,3,4,5,5,3
764000550,תרבות הדיור,12,550,764000,פרסומים ודפוס ,10,10,10,10,8
764000750,תרבות הדיור,3,750,764000,ייעוץ משפטי חיצוני,14,14,14,14,14
764000780,תרבות הדיור,3,780,764000,ארועים והוצאות אחרות,8,8,8,8,7
,,,,764,"סה""כ - תרבות הדיור:",495,466,489,489,463
,,,,765,מוסדות כלליים,,,,,
765000811,מוסדות כלליים,7,811,765000,השתתפות בתקציב מרכז השלטון המקומי,310,295,310,310,281
765000812,מוסדות כלליים,7,812,765000,"השתתפות בהפעלת ביה""ד למשמעת במ.ש.מ.",30,26,30,30,24
765000821,מוסדות כלליים,7,821,765000,תמיכה במוסדות בתחום קהילה וחינוך ,600,909,909,600,516
,,,,765,"סה""כ - מוסדות כלליים:",940,1230,1249,940,821
,,,,766,ועדי עובדים,,,,,
766000100,ועדי עובדים,7,100,766000,משכורות כוללות,290,280,280,280,268
766000560,ועדי עובדים,7,560,766000,הוצאות משרד ושונות,20,20,20,20,19
766000810,ועדי עובדים,7,810,766000,השתתפות בהוצאות ועד עובדים,2120,2000,2000,2000,1837
766000811,ועדי עובדים,7,811,766000,השתתפות בהוצאות ועד עובדי החינוך העל יסודי,300,300,300,300,248
766000812,ועדי עובדים,7,812,766000,השתתפות בהוצאות ועד גימלאים,940,880,880,880,805
,,,,766,"סה""כ  - ועדי עובדים:",3670,3480,3480,3480,3176
,,,,767,ביטוח ופיצויים שונים - כללי,,,,,
767000440,ביטוח ופיצויים שונים - כללי,2,440,767000,"(ביטוח אלמנטרי - מבנים, רכוש וציוד (אש",1185,1130,1130,1130,1057
767000442,ביטוח ופיצויים שונים - כללי,2,442,767000,"פיצויים שונים, שיפוי על נזקים והשתתפות עצמית  (חינוך בסעיף 811/442) ",2000,1800,2000,2000,1897
767000444,ביטוח ופיצויים שונים - כללי,2,444,767000,'ביטוח צד ג,3230,3075,3075,3075,3000
767000445,ביטוח ופיצויים שונים - כללי,2,445,767000,"תאונות אישיות, חבות מעבידים, אחריות מקצועית",475,450,450,450,360
,,,,767,"סה""כ -  ביטוח ופיצויים שונים - כללי:",6890,6455,6655,6655,6314
,,,,7691,מינהל נשים,,,,,
769100100,מינהל נשים,7,100,769100,משכורות כוללות,380,310,380,380,340
769100540,מינהל נשים,7,540,769100,טלפון ישיר ודואר,12,10,15,15,9
769100750,מינהל נשים,5,750,769100,אבטחת מנהל נשים,12,10,13,13,7
769100755,מינהל נשים,7,755,769100,העסקה באמצעות חברת השמה,5,0,5,5,5
769100780,מינהל נשים,7,780,769100,הוצאות לפעולות,300,290,290,290,284
,,,,7691,"סה""כ - מינהל נשים:",709,620,703,703,644
,,,,7692,מרכז צעירים,,,,,
769200100,מרכז צעירים,82,100,769200,משכורות כוללות,300,100,200,0,0
769200420,מרכז צעירים,5,420,769200,תיקונים ואחזקה,15,11,11,25,0
769200470,מרכז צעירים,82,470,769200,ציוד משרדי שוטף,10,10,10,10,5
769200540,מרכז צעירים,82,540,769200,טלפון ישיר,5,5,5,5,1
769200550,מרכז צעירים,12,550,769200,פרסומים ודפוס,40,40,40,40,10
769200570,מרכז צעירים,10,570,769200,הוצאות מיכון,16,16,16,16,1
769200750,מרכז צעירים,5,750,769200,נקיון בקבלנות,40,40,40,73,0
769200780,מרכז צעירים,82,780,769200,הוצאות לפעולות,320,140,140,200,200
769200781,מרכז צעירים,82,781,769200,הוצאות לפעולות (במקביל בהכנסות - סעיף 2692/420),30,30,30,30,0
769200782,מרכז צעירים,82,782,769200,הוצאות לפעולות - פורום צעירים (ב- 2015 הועבר מסעיף 6112/784),250,0,0,0,0
769200930,מרכז צעירים,82,930,769200,רכישת ציוד יסודי,30,30,30,60,31
,,,,7692,"סה""כ - מרכז צעירים:",1056,422,522,459,248
,,,,76,"סה""כ - שרותים שונים:",0,0,0,0,0
767000445,ביטוח ופיצויים שונים - כללי,2,445,767000,"תאונות אישיות, חבות מעבידים, אחריות מקצועית",475,450,450,450,360
,,,,767,"סה""כ -  ביטוח ופיצויים שונים - כללי:",1561,902,1002,969,640
,,,,7691,מינהל נשים,,,,,
769100100,מינהל נשים,7,100,769100,משכורות כוללות,380,310,380,380,340
769100540,מינהל נשים,7,540,769100,טלפון ישיר ודואר,12,10,15,15,9
769100750,מינהל נשים,5,750,769100,אבטחת מנהל נשים,12,10,13,13,7
769100755,מינהל נשים,7,755,769100,העסקה באמצעות חברת השמה,5,0,5,5,5
769100780,מינהל נשים,7,780,769100,הוצאות לפעולות,300,290,290,290,284
,,,,7691,"סה""כ - מינהל נשים:",709,620,703,703,644
,,,,7692,מרכז צעירים,,,,,
769200100,מרכז צעירים,82,100,769200,משכורות כוללות,300,100,200,0,0
769200420,מרכז צעירים,5,420,769200,תיקונים ואחזקה,15,11,11,25,0
769200470,מרכז צעירים,82,470,769200,ציוד משרדי שוטף,10,10,10,10,5
769200540,מרכז צעירים,82,540,769200,טלפון ישיר,5,5,5,5,1
769200550,מרכז צעירים,12,550,769200,פרסומים ודפוס,40,40,40,40,10
769200570,מרכז צעירים,10,570,769200,הוצאות מיכון,16,16,16,16,1
769200750,מרכז צעירים,5,750,769200,נקיון בקבלנות,40,40,40,73,0
769200780,מרכז צעירים,82,780,769200,הוצאות לפעולות,320,140,140,200,200
769200781,מרכז צעירים,82,781,769200,הוצאות לפעולות (במקביל בהכנסות - סעיף 2692/420),30,30,30,30,0
769200782,מרכז צעירים,82,782,769200,הוצאות לפעולות - פורום צעירים (ב- 2015 הועבר מסעיף 6112/784),250,0,0,0,0
769200930,מרכז צעירים,82,930,769200,רכישת ציוד יסודי,30,30,30,60,31
,,,,7692,"סה""כ - מרכז צעירים:",1056,422,522,459,248
,,,,76,"סה""כ - שרותים שונים:",0,0,0,0,0
,,,,77,פיתוח כלכלי,,,,,
,,,,771,מינהלת אזור התעשיה,,,,,
771000100,מינהלת אזור התעשיה,1,100,771000,משכורות כוללות,135,130,125,125,121
771000410,מינהלת אזור התעשיה,2,410,771000,שכר דירה,85,75,75,75,69
771000430,מינהלת אזור התעשיה,1,430,771000,הוצאות חשמל,8,7,9,9,5
771000470,מינהלת אזור התעשיה,1,470,771000,ציוד משרדי,5,3,5,5,0
771000540,מינהלת אזור התעשיה,1,540,771000,טלפון ישיר,6,5,7,7,4
771000550,מינהלת אזור התעשיה,12,550,771000,פרסומים ודפוס,34,34,34,34,20
771000710,מינהלת אזור התעשיה,1,710,771000,"הסעות (""שאטל"")",400,200,200,200,351
771000750,מינהלת אזור התעשיה,5,750,771000,נקיון בקבלנות,3,3,3,6,2
771000780,מינהלת אזור התעשיה,1,780,771000,הוצאות לפעולות,250,245,245,245,57
771000781,מינהלת אזור התעשיה,1,781,771000,העסקת שוטרים,0,0,0,0,150
,,,,771,"סה""כ - מינהלת אזור התעשיה:",926,702,703,706,779
,,,,77,"סה""כ - פיתוח כלכלי:",0,0,0,0,0
,,,,78,פיקוח עירוני,,,,,
,,,,781,פיקוח על חוקי העזר,,,,,
781000100,פיקוח על חוקי עזר וחניה,3,100,781000,משכורות כוללות - מנהלי רובעים ,1450,1485,1485,1435,1370
781000102,פיקוח על חוקי עזר וחניה,3,102,781000,משכורות כוללות - פקחים ,5500,5570,5570,5620,5218
781000127,פיקוח על חוקי עזר וחניה,3,127,781000,בגדי עבודה ושתייה,165,165,165,165,155
781000410,פיקוח על חוקי עזר וחניה,2,410,781000,שכר דירה הנהלת רובע א',33,30,31,31,29
781000430,פיקוח על חוקי עזר וחניה,3,430,781000,הוצאות חשמל - מינהלת רובע א',2,2,3,3,2
781000540,פיקוח על חוקי עזר וחניה,3,540,781000,"טלפון, משלוח הודעות בדבר קנסות",210,215,215,215,165
781000550,פיקוח על חוקי עזר וחניה,12,550,781000,פרסומים ודפוס ,15,15,15,15,12
781000570,פיקוח על חוקי עזר וחניה,10,570,781000,הוצאות מיכון,29,133,133,188,19
781000730,פיקוח על חוקי עזר וחניה,5,730,781000,אחזקת קטנועים ורכבים - תיפעולי ,536,500,500,500,492
781000742,פיקוח על חוקי עזר וחניה,3,742,781000,אחזקת מכונת צילום,1,1,3,3,0
781000750,פיקוח על חוקי עזר וחניה,5,750,781000,נקיון בקבלנות (משרדי רובעים),39,38,38,38,33
781000755,פיקוח על חוקי עזר וחניה,3,755,781000,"העסקת כ""א באמצעות חב' השמה",50,56,50,50,17
781000780,פיקוח על חוקי עזר וחניה,3,780,781000,הוצאות אחרות (כולל פינוי גרוטאות) והחרמות,70,70,70,70,54
,,,,781,"סה""כ - פיקוח על חוקי העזר:",8100,8280,8278,8333,7567
,,,,782,בית המשפט העירוני,,,,,
782000100,בית המשפט העירוני,1,100,782000,משכורות כוללות,300,285,300,300,281
782000780,בית המשפט העירוני,1,780,782000,השתתפות בהוצאות בית המשפט העירוני,450,360,500,500,272
,,,,782,"סה""כ -  בית המשפט העירוני:",750,645,800,800,552
,,,,78,"סה""כ  -פיקוח עירוני:",0,0,0,0,0
,,,,79,שרותים חקלאיים,,,,,
791000810,שרותים חקלאיים,7,810,791000,הוצאות ו/או העברה לקרנות לעניינים חקלאיים,34,40,34,34,41
,,,,79,"סה""כ - שרותים חקלאיים:",34,40,34,34,41
,,,,7,"סה""כ - שרותים מקומיים:",0,0,0,0,0
,,,,8,שרותים ממלכתיים,,,,,
,,,,81,ח י נ ו ך,,,,,
,,,,811,מינהלת אגף החינוך והרווחה,,,,,
811000100,מינהל אגף החינוך,81,100,811000,משכורות כוללות,2980,2710,2684,2600,2395
811000102,מינהל אגף החינוך,81,102,811000,שכר עובדי חשבות ופיקוח כספי,1100,1060,1090,1140,952
811000410,מינהל אגף החינוך,2,410,811000,שכר דירה,420,380,400,400,278
811000420,מינהל אגף החינוך,5,420,811000,תיקונים ואחזקה,32,32,32,30,29
811000430,מינהל אגף החינוך,81,430,811000,"הוצאות חשמל (מ- 2014 רווחה ותנו""ס בנפרד)",87,84,84,84,178
811000442,מינהל אגף החינוך,2,442,811000,"פיצויים שונים, שיפוי על נזקים והשתתפות עצמית ",180,150,75,75,9
811000470,מינהל אגף החינוך,81,470,811000,ציוד משרדי שוטף ,43,46,46,46,49
811000511,מינהל אגף החינוך,81,511,811000,הוצאות כיבוד ושתיה ,51,51,51,51,51
811000521,מינהל אגף החינוך,81,521,811000,פתוח מנהלי בתי הספר,73,100,100,80,53
811000522,מינהל אגף החינוך,81,522,811000,ספרות מקצועית,5,5,5,5,2
811000523,מינהל אגף החינוך,11,523,811000,דמי חבר בארגונים - כלל אגף חינוך ,390,370,370,370,345
811000530,מינהל אגף החינוך,5,530,811000,אחזקת רכב מינהלי - עירוני (2),85,80,85,85,78
811000540,מינהל אגף החינוך,81,540,811000,טלפון ישיר,160,155,200,200,172
811000550,מינהל אגף החינוך,12,550,811000,פרסומים ודפוס,100,100,100,100,97
811000570,מינהל אגף החינוך,10,570,811000,הוצאות מיכון,87,85,85,85,71
811000730,מינהל אגף החינוך,5,730,811000,אחזקת רכב - תיפעולי (2) (ב- 2014 אחזקת מיול בסעיף 82929/730),40,40,44,44,33
811000742,מינהל אגף החינוך,81,742,811000,אחזקת מכונות צילום,11,10,11,11,9
811000747,מינהל אגף החינוך,5,747,811000,אחזקה וביטוח מזגנים,150,150,160,160,94
811000750,מינהל אגף החינוך,5,750,811000,אבטחה בקבלנות,352,320,320,323,279
811000751,מינהל אגף החינוך,5,751,811000,נקיון בקבלנות ,331,320,322,329,288
811000752,מינהל אגף החינוך,81,752,811000,שירותי חשבות,102,110,110,60,130
811000753,מינהל אגף החינוך,5,753,811000,אחזקת מעלית  ,13,13,13,14,11
811000755,מינהל אגף החינוך,81,755,811000,העסקה באמצעות חברת השמה,0,55,55,0,91
811000780,מינהל אגף החינוך,81,780,811000,הוצאות שוטפות וארועים,16,16,16,16,16
811000781,מינהל אגף החינוך,81,781,811000,אירועי שבוע חינוך,28,0,0,0,0
811000782,מינהל אגף החינוך,82,782,811000,לשכת קשר לחיילים (מ- 2014 בסעיף 8281/783),0,0,0,0,77
811000784,מינהל אגף החינוך,81,784,811000,"רזרבה ליוזמות ופרוייקטים פדגוגיים (תשע""ו)",2050,19,19,2050,0
811000930,מינהל אגף החינוך,81,930,811000,רכישת ציוד יסודי,25,36,36,36,20
811000950,מינהל אגף החינוך,81,950,811000,"ליווי רו""ח לבתי-ספר בניהול עצמי",110,148,148,88,80
811000960,מינהל אגף החינוך,81,960,811000,"רזרבת ר' האגף להוצאות ב""צ",329,330,330,330,326
811000961,מינהל אגף החינוך,81,961,811000,רזרבת ר' האגף לניהול עצמי ,70,100,100,100,98
,,,,811,"סה""כ - מינהל אגף החינוך:",9420,7075,7091,8912,6310
,,,,8119,פנסיה ופיצויים - אגף החינוך,,,,,
811900310,פנסיה ופיצויים - אגף החינוך,81,310,811900,פנסיה ,17180,15500,15500,15500,13875
811900320,פנסיה ופיצויים - אגף החינוך,81,320,811900,פיצויים והסדרי פרישה לעובדים ,3500,2900,2500,2500,2036
,,,,8119,"סה""כ - פנסיה ופיצויים - אגף החינוך:",20680,18400,18000,18000,15911
,,,,812,חינוך קדם יסודי - גני ילדים,,,,,
812000100,"חינוך קדם יסודי - גנ""י",81,100,812000,"משכורות כוללות - סייעות לגננות (מתגברות תשע""ו בסעיף 812/103)",18150,16235,16715,16070,15572
812000101,"חינוך קדם יסודי - גנ""י",81,101,812000,משכורות כוללות - מינהלה ,870,838,825,825,816
812000102,"חינוך קדם יסודי - גנ""י",81,102,812000, משכורות כוללות - סייעות לגננות - חינוך מיוחד,2185,1630,1631,1915,1329
