,"הצעת   התקציב   הרגיל   לשנת   2016   בש""ח",,,,,,,,,
721100580,580,721100,1,,השתלמויות והדרכות,גמיש,0.00% ,48000,48000,30744.22
721100581,581,721100,1,,יעוץ בטיחות,גמיש,0.00% ,159000,159000,159000
721100751,751,721100,1,,עבודות בטיחות,גמיש,0.00% ,144000,144000,117714.2
721100780,780,721100,1,,פעילות שוטפת,גמיש,0.00% ,24000,24000,18538.4
722100110,110,722100,1,,השכר הקובע-תקציבית,שכר,-100.00% ,0,106000,100084.68
722100122,122,722100,1,,ביגוד             ,שכר,-100.00% ,0,1900,1516
722100126,126,722100,1,,דמי הבראה         ,שכר,-100.00% ,0,7000,5551
722100431,431,722100,1,,חשמל              ,קשיח,0.00% ,37400,37400,21465
722100433,433,722100,1,,חומרי נקיון       ,גמיש,0.00% ,2000,2000,744.35
722100450,450,722100,1,,ריהוט ואחזקתו     ,גמיש,0.00% ,3500,3500,2561
722100470,470,722100,1,,אחזקת מכונות משרד ,גמיש,0.00% ,1000,1000,598.26
722100471,471,722100,1,,מכשירי כתיבה      ,גמיש,0.00% ,4800,4800,3431.37
722100511,511,722100,1,,אירוח וכיבוד      ,גמיש,0.00% ,7400,7400,4858.41
722100561,561,722100,1,,שיכפולים          ,גמיש,0.00% ,1600,1600,0
722100722,722,722100,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,400,400,0
722100742,742,722100,1,,כלים וציוד        ,גמיש,0.00% ,6100,6100,1525.22
722100751,751,722100,1,,עבודות קבלניות    ,גמיש,0.00% ,5300,5300,4415
722100780,780,722100,1,,מטווחים           ,גמיש,0.00% ,15800,15800,10220
722100781,781,722100,1,,בסיסים חדשים      ,גמיש,0.00% ,800,800,0
722100782,782,722100,1,,ארועים והסברה     ,גמיש,0.00% ,7700,7700,0
722100783,783,722100,1,,"תחזוקת משקי""ם",גמיש,0.00% ,11200,11200,598.26
722100784,784,722100,1,,מתנדבי השירות הלאומי,גמיש,0.00% ,19000,0,
722100794,794,722100,1,,השתתפות בעזר 094  ,קשיח,1.92% ,5300,5200,4649
722200742,742,722200,1,,אחזקת סיירת - שוטף,גמיש,-31.91% ,64000,94000,0
722200734,734,722200,1,,סולר,קשיח,0.00% ,392000,392000,0
722200780,780,722200,1,,הפעלת הסיירת,קשיח,0.44% ,7260700,7229000,0
722200989,989,722200,1,,תקורות,קשיח,-0.44% ,384300,386000,0
723000100,100,723000,1,,שכר עובדים לפי תקן, ,,                ,                ,
723000110,110,723000,1,,השכר הקובע-תקציבית,שכר,-53.36% ,152200,326300,383777.25
723000119,119,723000,1,,השכר הקובע-צוברת  ,שכר,39.75% ,386700,276700,225065.16
723000122,122,723000,1,,ביגוד             ,שכר,-2.94% ,19800,20400,16375.15
723000126,126,723000,1,,דמי הבראה         ,שכר,-0.68% ,29400,29600,23466
723000130,130,723000,1,,שעות נוספות       ,שכר,-33.00% ,40600,60600,39734.95
723000140,140,723000,1,,השתתפות באחזקת רכב,שכר,-5.63% ,60400,64000,65669.1
723000400,400,723000,1,,אחזקת בנינים וציוד, ,,,,
723000410,410,723000,1,,השתתפות בועד בית  ,קשיח,0.00% ,0,0,22195.88
723000423,423,723000,1,,תחזוקת מבנה       ,קשיח,-9.76% ,104500,115800,51800
723000431,431,723000,1,,חשמל              ,קשיח,0.00% ,43100,43100,46137.25
723000432,432,723000,1,,מים               ,קשיח,0.00% ,4500,4500,0
723000433,433,723000,1,,חומרי נקיון       ,גמיש,0.00% ,800,800,348.98
723000450,450,723000,1,,ריהוט ואחזקתו     ,גמיש,0.00% ,1900,1900,802
723000471,471,723000,1,,מכשירי כתיבה      ,גמיש,0.00% ,2200,2200,987.93
723000477,477,723000,1,,אחז'מקלטים צבוריים,גמיש,0.00% ,261000,261000,260226.56
723000500,500,723000,1,,הוצאות מינהליות   , ,,,,
723000522,522,723000,1,,ספרים ועיתונים    ,גמיש,0.00% ,800,800,0
723000571,571,723000,1,,"מיכון וענ""א       ",קשיח,20.35% ,13600,11300,10692.73
723000700,700,723000,1,,הוצאות לפעולות    , ,,,,
723000710,710,723000,1,,הובלות            ,גמיש,0.00% ,1100,1100,0
723000721,721,723000,1,,חמרים-תחזוקת מבנים,גמיש,0.00% ,1100,1100,980.96
723000722,722,723000,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,12900,12900,9992.05
723000744,744,723000,1,,אחזקת ציוד        ,גמיש,0.00% ,5400,5400,3453
723000751,751,723000,1,,עבודות קבלניות    ,גמיש,0.00% ,10600,10600,10587
723000780,780,723000,1,,"תרגילי הג""א",גמיש,0.00% ,0,0,921.97
723000781,781,723000,1,,הסברה וארועים     ,גמיש,0.00% ,5400,5400,3335.74
723000783,783,723000,1,,תרגילים וארועים   ,גמיש,0.00% ,2400,2400,0
723000794,794,723000,1,,השתתפות בעזר 094  ,קשיח,1.87% ,70800,69500,61755
723000800,800,723000,1,,השת' תמיכות תרומות, ,,,,
723000812,812,723000,1,,"השתת'בתקציב הג""א  ",קשיח,2.28% ,1300000,1271000,1201744.17
723000813,813,723000,1,,השתתפות בתרגילים  ,גמיש,0.00% ,0,0,2188.99
723000900,900,723000,1,,הוצאות חד פעמיות  , ,,,,
723000931,931,723000,1,,"התחשבנות הג""א מקומי",גמיש,0.00% ,400,0,0
723000933,933,723000,1,,הוצאות חד-פעמיות  ,גמיש,0.00% ,4200,4200,2771.08
724000421,421,724000,1,,אגרת כיבוי אש,קשיח,0.00% ,500000,500000,-85775
724000800,800,724000,1,,השת' תמיכות תרומות, ,,,,
724000830,830,724000,1,,הש'-איגוד כיבוי אש,קשיח,0.00% ,6508700,6508700,7307993
726100100,100,726100,1,,שכר עובדים לפי תקן, ,,                ,                ,
726100119,119,726100,1,,השכר הקובע-צוברת  ,שכר,1.59% ,191900,188900,185693.69
726100122,122,726100,1,,ביגוד             ,שכר,29.63% ,3500,2700,2793.25
726100126,126,726100,1,,דמי הבראה         ,שכר,45.71% ,10200,7000,5551
726100130,130,726100,1,,שעות נוספות       ,שכר,0.00% ,7600,7600,6634.25
726100140,140,726100,1,,השתתפות באחזקת רכב,שכר,2.11% ,33900,33200,32512.55
726100253,253,726100,1,,עובדים חיצוניים   ,שכר,0.00% ,0,0,1009.72
726100400,400,726100,1,,אחזקת בנינים וציוד, ,,,,
726100470,470,726100,1,,אחזקת מכונות משרד ,גמיש,0.00% ,1200,1200,213.36
726100471,471,726100,1,,מכשירי כתיבה      ,גמיש,0.00% ,3400,3400,2916.06
726100492,492,726100,1,,השתתפות בעזר 092  ,קשיח,3.95% ,113200,108900,96982
726100500,500,726100,1,,הוצאות מינהליות   , ,,,,
726100511,511,726100,1,,אירוח וכיבוד      ,גמיש,0.00% ,400,400,99
726100521,521,726100,1,,"השתלמויות לפס""ח   ",קשיח,0.00% ,36000,36000,20158.98
726100540,540,726100,1,,הוצאות טלפון      ,קשיח,0.00% ,5000,5000,1488.73
726100544,544,726100,1,,הוצאות דאר        ,קשיח,0.00% ,700,700,0
726100571,571,726100,1,,"מיכון וענ""א       ",קשיח,20.52% ,27600,22900,21597.19
726100700,700,726100,1,,הוצאות לפעולות    , ,,,,
726100722,722,726100,1,,חמרים-תחזוקה עצמית,גמיש,0.00% ,2400,2400,1439.74
726100743,743,726100,1,,אחזקת ציוד לש'חרום,גמיש,0.00% ,15000,15000,13500
726100781,781,726100,1,,תרגילים וארועים   ,גמיש,0.00% ,4800,4800,1917.49
726100794,794,726100,1,,השתתפות בעזר 094  ,קשיח,2.47% ,8300,8100,7193
726100900,900,726100,1,,הוצאות חד פעמיות  , ,,,,
726100931,931,726100,1,,"רכישת ציוד לשע""ח   ",גמיש,0.00% ,20000,20000,15973.05
731000100,100,731000,1,,שכר עובדים לפי תקן, ,,                ,                ,
731000110,110,731000,1,,השכר הקובע-תקציבית,שכר,-49.95% ,220600,440800,436321.17
731000119,119,731000,1,,השכר הקובע-צוברת  ,שכר,15.32% ,1206200,1046000,876629.69
731000122,122,731000,1,,ביגוד             ,שכר,5.00% ,23100,22000,18400.2
731000126,126,731000,1,,דמי הבראה         ,שכר,0.70% ,43100,42800,33967.85
731000130,130,731000,1,,שעות נוספות       ,שכר,0.00% ,58100,58100,21227.4
731000140,140,731000,1,,השתתפות באחזקת רכב,שכר,0.80% ,164000,162700,148610.05
731000350,350,731000,1,,ליסינג - 46-117-54,שכר,-0.52% ,38300,38500,37405.37
731000351,351,731000,1,,הוצאות - 46-117-54,שכר,1.18% ,17200,17000,10698.17
731000400,400,731000,1,,אחזקת בנינים וציוד, ,,,,
731000441,441,731000,1,,בטוח אחריות מקצועי,קשיח,0.00% ,25000,25000,36000
731000470,470,731000,1,,אחזקת מכונות משרד ,גמיש,0.00% ,22000,22000,16213.01
731000471,471,731000,1,,מכשירי כתיבה      ,גמיש,0.00% ,44000,44000,42663.38
731000492,492,731000,1,,השתתפות בעזר 092  ,קשיח,5.01% ,685800,653100,596736
731000500,500,731000,1,,הוצאות מינהליות   , ,,,,
731000511,511,731000,1,,אירוח וכיבוד      ,גמיש,-25.00% ,6000,8000,9800
731000512,512,731000,1,,"נסיעות ואש""ל      ",גמיש,0.00% ,2400,2400,4914
731000522,522,731000,1,,ספרים ועיתונים    ,גמיש,0.00% ,6400,6400,4123.84
731000544,544,731000,1,,הוצאות דאר        ,קשיח,0.00% ,90000,90000,83901.97
731000550,550,731000,1,,פירסומים          ,גמיש,0.00% ,50000,50000,16997.32
731000562,562,731000,1,,הדפסות            ,גמיש,0.00% ,800,800,0
731000565,565,731000,1,,צילום מפות        ,גמיש,0.00% ,1600,1600,408
731000571,571,731000,1,,"מיכון וענ""א       ",קשיח,4.99% ,204000,194300,205702.68
731000580,580,731000,1,,נסחים והערות הזהרה,גמיש,-50.00% ,50000,100000,76397.58
731000582,582,731000,1,,הוצאות משפטיות,גמיש,11.14% ,1945000,1750000,2091374.97
731000583,583,731000,1,,מדידות,גמיש,-100.00% ,0,145000,84696
731000584,584,731000,1,,הזנת נתונים למחשב,גמיש,0.00% ,215000,215000,196558
731000596,596,731000,1,,השתתפות בעזר 096  ,קשיח,4.55% ,11500,11000,9710
731000700,700,731000,1,,הוצאות לפעולות    , ,,,,
731000781,781,731000,1,,"פעולות סמנכ""ל",גמיש,0.00% ,7700,7700,4166.62
731000794,794,731000,1,,השתתפות בעזר 094  ,קשיח,4.76% ,17600,16800,14738
732000100,100,732000,1,,שכר עובדים לפי תקן, ,,                ,                ,
732000110,110,732000,1,,השכר הקובע-תקציבית,שכר,-51.49% ,168900,348200,343283.54
732000119,119,732000,1,,השכר הקובע-צוברת  ,שכר,36.70% ,2255900,1650200,1580748.65
732000122,122,732000,1,,ביגוד             ,שכר,-10.87% ,32800,36800,30577.5
732000126,126,732000,1,,דמי הבראה         ,שכר,-4.93% ,65600,69000,54775.15
732000130,130,732000,1,,שעות נוספות       ,שכר,0.00% ,23900,23900,5589.4
732000140,140,732000,1,,השתתפות באחזקת רכב,שכר,-4.89% ,264300,277900,257978.6
732000400,400,732000,1,,אחזקת בנינים וציוד, ,,,,
732000471,471,732000,1,,מכשירי כתיבה      ,גמיש,0.00% ,20000,20000,13799.21
732000511,511,732000,1,,אירוח וכיבוד      ,גמיש,-25.00% ,1500,2000,1999.58
732000550,550,732000,1,,פירסומים          ,גמיש,0.00% ,60000,60000,12940
732000571,571,732000,1,,"מיכון וענ""א       ",קשיח,4.94% ,89300,85100,90094.17
732000952,952,732000,1,,תכניות            ,גמיש,0.00% ,35000,35000,24984.1
732200110,110,732200,1,,השכר הקובע-תקציבית,שכר,2.50% ,131300,128100,122034.35
732200119,119,732200,1,,השכר הקובע-צוברת  ,שכר,5.63% ,733600,694500,669327.95
732200122,122,732200,1,,ביגוד             ,שכר,0.00% ,17500,17500,14368.2
732200126,126,732200,1,,דמי הבראה         ,שכר,-0.28% ,35400,35500,28182
732200130,130,732200,1,,שעות נוספות       ,שכר,0.00% ,50700,50700,43202.9
732200140,140,732200,1,,השתתפות באחזקת רכב,שכר,-4.35% ,132000,138000,124326.75
732200471,471,732200,1,,מכשירי כתיבה      ,גמיש,0.00% ,15000,15000,10350.18
732200550,550,732200,1,,פירסומים          ,גמיש,0.00% ,10000,10000,8194.81
732200561,561,732200,1,,שיכפולים          ,גמיש,0.00% ,800,800,464
732200562,562,732200,1,,הדפסות            ,גמיש,0.00% ,32000,32000,12409.2
732200580,580,732200,1,,יעוץ חיצוני       ,גמיש,0.00% ,30000,30000,0
732200581,581,732200,1,,פיקוח ואחז' סככות אוטובוס,גמיש,-100.00% ,0,300000,184018
732200585,585,732200,1,,משפטי שילוט       ,קשיח,66.67% ,50000,30000,14848.55
732200754,754,732200,1,,אח' והחלפת לוחות שכונתיים,גמיש,200.00% ,150000,50000,0
732200755,755,732200,1,,אחז' מספרים לבתים,גמיש,0.00% ,5000,5000,0
732200757,757,732200,1,,מספרים לבתים חדשים,גמיש,233.33% ,10000,3000,0
732200758,758,732200,1,,החלפת לוחות מודעות,גמיש,0.00% ,100000,100000,27506
732200760,760,732200,1,,הצבת סככות אוטובוס,גמיש,-100.00% ,0,100000,216817
732200931,931,732200,1,,התקנת מתקנים,גמיש,0.00% ,40000,40000,1132.8
732200932,932,732200,1,,התקנת ואחזקת שילוט,גמיש,0.00% ,250000,250000,122412.4
732200933,933,732200,1,,ציוד בטיחותי אישי,גמיש,0.00% ,4000,4000,1363
732300757,757,732300,1,,הדבקת מודעות - קבלן,קשיח,0.00% ,50000,0,
732400100,100,732400,1,,שכר עובדים לפי תקן, ,,,,
732400110,110,732400,1,,השכר הקובע-תקציבית,שכר,-21.09% ,216300,274100,126294.58
732400119,119,732400,1,,השכר הקובע-צוברת  ,שכר,22.67% ,1157100,943300,860215.27
732400122,122,732400,1,,ביגוד             ,שכר,-20.73% ,15300,19300,15468.7
732400126,126,732400,1,,דמי הבראה         ,שכר,-17.86% ,27600,33600,26645.2
732400130,130,732400,1,,שעות נוספות       ,שכר,0.00% ,20000,20000,29056.3
732400140,140,732400,1,,השתתפות באחזקת רכב,שכר,69.01% ,192000,113600,144229.1
732400470,470,732400,1,,אחזקת מכונות משרד ,גמיש,0.00% ,3200,3200,1663.66
732400471,471,732400,1,,מכשירי כתיבה      ,גמיש,0.00% ,10500,10500,6166.46
732400561,561,732400,1,,שיכפולים          ,גמיש,0.00% ,3200,3200,934.5
732400580,580,732400,1,,יעוץ חיצוני       ,גמיש,-16.47% ,428000,512400,483927.9
732400581,581,732400,1,,סריקת תוכניות,גמיש,0.00% ,25000,25000,0
732400582,582,732400,1,,בדיקת רופא - חנית נכים,גמיש,0.00% ,42500,42500,31860
732400584,584,732400,1,,הזנת נתונים למחשב,גמיש,0.00% ,179000,179000,160178.99
732400757,757,732400,1,,אחזקת רמזורים     ,קשיח,10.00% ,1100000,1000000,820680.56
732400758,758,732400,1,,תיכנון תנועה ורמזורים,קשיח,0.36% ,167000,166400,0
732400759,759,732400,1,,אח' תמרור : ג'-7 ה'-8,קשיח,12.42% ,172000,153000,121299
732400936,936,732400,1,,פעולות לבטיחות בדרכים,גמיש,0.00% ,0,0,63287
733000100,100,733000,1,,שכר עובדים לפי תקן, ,,                ,                ,
733000110,110,733000,1,,השכר הקובע-תקציבית,שכר,-29.51% ,617600,876100,833504.37
733000119,119,733000,1,,השכר הקובע-צוברת  ,שכר,15.14% ,2844000,2470000,2313520.57
733000122,122,733000,1,,ביגוד             ,שכר,-3.95% ,56000,58300,48100.5
733000126,126,733000,1,,דמי הבראה         ,שכר,-12.58% ,121600,139100,110304.9
733000130,130,733000,1,,שעות נוספות       ,שכר,0.00% ,54400,54400,39444.25
733000140,140,733000,1,,השתתפות באחזקת רכב,שכר,-3.73% ,348900,362400,351419.5
733000400,400,733000,1,,אחזקת בנינים וציוד, ,,,,
733000471,471,733000,1,,מכשירי כתיבה      ,גמיש,0.00% ,35000,35000,28148.22
733000511,511,733000,1,,אירוח וכיבוד      ,גמיש,-25.00% ,1500,2000,1997.98
733000550,550,733000,1,,פירסומים ושילוט,גמיש,0.00% ,20000,20000,5286.4
733000561,561,733000,1,,שיכפולים          ,גמיש,0.00% ,6400,6400,100
733000562,562,733000,1,,הדפסות            ,גמיש,0.00% ,800,800,311
733000563,563,733000,1,,תיקי רישוי        ,גמיש,-53.13% ,15000,32000,20278.8
733000564,564,733000,1,,פרטיכל - משנה     ,גמיש,0.00% ,15000,15000,12072.2
733000570,570,733000,1,,מיחשוב רישוי+הטלים,קשיח,0.00% ,8000,8000,5289.56
733000571,571,733000,1,,"מיכון וענ""א       ",קשיח,5.01% ,279000,265700,281292.85
733000580,580,733000,1,,"שכ""ט שמאים        ",קשיח,0.00% ,2000000,2000000,1909622.5
733000581,581,733000,1,,"שכ""ט שמאים מכריעים        ",גמיש,0.00% ,1500000,1500000,1017271.15
733300100,100,733300,1,,שכר עובדים לפי תקן, ,,                ,                ,
733300110,110,733300,1,,השכר הקובע-תקציבית,שכר,-0.36% ,196400,197100,189240.73
733300119,119,733300,1,,השכר הקובע-צוברת  ,שכר,-0.44% ,1935400,1944000,1290848.5
733300122,122,733300,1,,ביגוד             ,שכר,-8.74% ,28200,30900,25792
733300126,126,733300,1,,דמי הבראה         ,שכר,-7.26% ,56200,60600,48063.4
733300130,130,733300,1,,שעות נוספות       ,שכר,0.00% ,70700,70700,71080.2
733300140,140,733300,1,,השתתפות באחזקת רכב,שכר,4.99% ,227100,216300,214406.9
