"הצעת   התקציב   הרגיל   לשנת   2015   בש""ח",,,,,,,,,
סעיף,פרק,ספר,,שם,סוג,אחוז השינוי מול 2014,"הצעה
2015","תקציב  מקורי
2014","ביצוע
2013"
119 ,615000 ,1 ,,השכר הקובע-צוברת  ,שכר,-4.85% ,"1,567,200 ","1,647,100 ","1,393,315.24"
122 ,615000 ,1 ,,ביגוד             ,שכר,10.36% ,"42,600 ","38,600 ","33,082.45"
126 ,615000 ,1 ,,דמי הבראה         ,שכר,14.47% ,"90,200 ","78,800 ","67,172.40"
130 ,615000 ,1 ,,שעות נוספות       ,שכר,-41.67% ,"3,500 ","6,000 ",
140 ,615000 ,1 ,,השתתפות באחזקת רכב,שכר,-0.56% ,"339,100 ","341,000 ","332,590.80"
200 ,615000 ,1 ,,שכר עובדים ללא תקן, ,,,,0.00
253 ,615000 ,1 ,,עובדי חברות כח-אדם,שכר,0.00% ,0 ,0 ,"19,869.00"
255 ,615000 ,1 ,,"מ""מ עובדים חיצוניים",שכר,0.00% ,"60,000 ","60,000 ","67,344.22"
400 ,615000 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
471 ,615000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"35,000 ","35,000 ","14,855.35"
500 ,615000 ,1 ,,הוצאות מינהליות   , ,,,,0.00
511 ,615000 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"2,400 ","2,400 ","1,913.10"
512 ,615000 ,1 ,,"נסיעות ואש""ל      ",גמיש,0.00% ,400 ,400 ,360.50
521 ,615000 ,1 ,,השתלמויות-ימי עיון,גמיש,0.00% ,"69,600 ","69,600 ","85,343.42"
523 ,615000 ,1 ,,השתתפות באירגונים ,גמיש,0.00% ,"80,000 ","80,000 ","85,307.00"
524 ,615000 ,1 ,,קורסים מקצועיים   ,גמיש,0.00% ,"56,000 ","56,000 ","65,496.10"
525 ,615000 ,1 ,,השתת' בשכר לימוד  ,גמיש,0.00% ,"67,000 ","67,000 ","66,403.30"
526 ,615000 ,1 ,,חברות-עמותות השתל',גמיש,0.00% ,"500,000 ","500,000 ","434,370.00"
544 ,615000 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"1,000 ","1,000 ",281.10
550 ,615000 ,1 ,,פירסומים          ,גמיש,0.00% ,"250,000 ","250,000 ","290,642.70"
562 ,615000 ,1 ,,הדפסות            ,גמיש,0.00% ,"3,000 ","3,000 ","2,214.60"
571 ,615000 ,1 ,,"מיכון וענ""א       ",קשיח,12.25% ,"136,500 ","121,600 ","136,300.00"
580 ,615000 ,1 ,,בדיקות פסיכוטכניות,גמיש,0.00% ,"200,000 ","200,000 ","141,342.93"
581 ,615000 ,1 ,,בדיקות רפואיות    ,גמיש,0.00% ,"40,000 ","40,000 ","16,691.00"
582 ,615000 ,1 ,,יעוץ משפטי,גמיש,1.47% ,"414,000 ","408,000 ","396,457.70"
700 ,615000 ,1 ,,הוצאות לפעולות    , ,,,,0.00
780 ,615000 ,1 ,,פעולות רווחה      ,גמיש,0.00% ,"8,000 ","8,000 ",
781 ,615000 ,1 ,,טיפול  בפנסיונרים ,גמיש,0.00% ,"8,000 ","8,000 ","2,311.80"
782 ,615000 ,1 ,,עובד מצטיין       ,גמיש,0.00% ,"48,000 ","48,000 ","24,365.70"
783 ,615000 ,1 ,,השתלמות מקצועית לעובדים,גמיש,45.83% ,"350,000 ","240,000 ","160,943.97"
784 ,615000 ,1 ,,שי לעובדים חדשים,גמיש,0.00% ,"7,000 ",,
900 ,615000 ,1 ,,הוצאות חד פעמיות  , ,,,,0.00
932 ,615000 ,1 ,,רכישות            ,גמיש,0.00% ,"4,000 ","4,000 ","4,132.63"
615000  סך הכל ,,,,מנגנון            ,,0.13% ,"5,088,000 ","5,081,300 ","4,560,279.54"
000 ,616000 ,1 ,,פיתוח משאבי אנוש, ,,                ,                ,
100 ,616000 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,616000 ,1 ,,השכר הקובע-תקציבית,שכר,0.26% ,"306,900 ","306,100 ","302,022.75"
119 ,616000 ,1 ,,השכר הקובע-צוברת  ,שכר,10.80% ,"296,500 ","267,600 ","247,793.27"
122 ,616000 ,1 ,,ביגוד             ,שכר,7.50% ,"12,900 ","12,000 ","10,318.70"
126 ,616000 ,1 ,,דמי הבראה         ,שכר,14.44% ,"21,400 ","18,700 ","14,805.00"
130 ,616000 ,1 ,,שעות נוספות       ,שכר,0.00% ,"31,600 ","31,600 ","28,719.90"
140 ,616000 ,1 ,,השתתפות באחזקת רכב,שכר,-4.48% ,"91,700 ","96,000 ","99,798.60"
470 ,616000 ,1 ,,אחזקת מכונות משרד ,גמיש,8.33% ,"2,600 ","2,400 ",538.13
471 ,616000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"5,000 ","5,000 ","3,755.28"
511 ,616000 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"1,200 ","1,200 ","1,404.41"
522 ,616000 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,800 ,800 ,816.00
561 ,616000 ,1 ,,שיכפולים          ,גמיש,0.00% ,"1,600 ","1,600 ",691.00
571 ,616000 ,1 ,,"מיכון וענ""א       ",קשיח,12.29% ,"45,700 ","40,700 ","45,600.00"
780 ,616000 ,1 ,,פיתוח משאבי אנוש,גמיש,0.00% ,"326,400 ","326,400 ","309,081.85"
616000  סך הכל ,,,,פיתוח משאבי אנוש,,3.08% ,"1,144,300 ","1,110,100 ","1,065,344.89"
000 ,617000 ,1 ,,שרות משפטי        , ,,                ,                ,
100 ,617000 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,617000 ,1 ,,השכר הקובע-תקציבית,שכר,-32.81% ,"210,100 ","312,700 ","293,474.37"
119 ,617000 ,1 ,,השכר הקובע-צוברת  ,שכר,9.70% ,"2,992,600 ","2,728,100 ","2,535,889.42"
122 ,617000 ,1 ,,ביגוד             ,שכר,6.68% ,"54,300 ","50,900 ","45,675.55"
126 ,617000 ,1 ,,דמי הבראה         ,שכר,25.29% ,"86,700 ","69,200 ","62,351.90"
130 ,617000 ,1 ,,שעות נוספות       ,שכר,-16.78% ,"24,800 ","29,800 ","31,485.65"
140 ,617000 ,1 ,,השתתפות באחזקת רכב,שכר,-6.41% ,"258,600 ","276,300 ","272,031.65"
350 ,617000 ,1 ,,ליסינג - 72-523-71,שכר,-3.24% ,"32,900 ","34,000 ","31,660.49"
351 ,617000 ,1 ,,הוצאות - 72-523-71,שכר,0.00% ,"15,000 ","15,000 ","11,817.18"
400 ,617000 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
470 ,617000 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"7,200 ","7,200 ","4,991.52"
471 ,617000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"35,000 ","35,000 ","29,136.62"
511 ,617000 ,1 ,,אירוח וכיבוד      ,גמיש,-18.18% ,"7,200 ","8,800 ","10,907.73"
512 ,617000 ,1 ,,"נסיעות ואש""ל      ",גמיש,0.00% ,800 ,800 ,"1,450.00"
522 ,617000 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,"28,000 ","28,000 ","27,723.62"
544 ,617000 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"4,300 ","4,300 ","3,444.64"
561 ,617000 ,1 ,,שיכפולים          ,גמיש,0.00% ,"2,400 ","2,400 ","2,873.00"
571 ,617000 ,1 ,,"מיכון וענ""א       ",קשיח,0.00% ,"142,600 ","142,600 ","159,900.00"
581 ,617000 ,1 ,,ייעוץ משפטי       ,גמיש,-62.50% ,"600,000 ","1,600,000 ","1,773,552.12"
582 ,617000 ,1 ,,הוצאות משפטיות    ,גמיש,-54.55% ,"250,000 ","550,000 ","506,834.08"
617000  סך הכל ,,,,שרות משפטי        ,,-19.38% ,"4,752,500 ","5,895,100 ","5,805,199.54"
000 ,618000 ,1 ,,תכנון אסטרטגי+מידע, ,,                ,                ,
110 ,618000 ,1 ,,השכר הקובע-תקציבית,שכר,1.80% ,"152,600 ","149,900 ","143,108.80"
119 ,618000 ,1 ,,השכר הקובע-צוברת  ,שכר,38.46% ,"569,200 ","411,100 ","372,311.07"
122 ,618000 ,1 ,,ביגוד             ,שכר,4.00% ,"7,800 ","7,500 ","6,035.70"
126 ,618000 ,1 ,,דמי הבראה         ,שכר,4.00% ,"18,200 ","17,500 ","13,882.85"
140 ,618000 ,1 ,,השתתפות באחזקת רכב,שכר,41.03% ,"68,400 ","48,500 ","62,089.85"
253 ,618000 ,1 ,,עובדים חיצוניים   ,שכר,0.00% ,0 ,0 ,"19,667.00"
471 ,618000 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"4,000 ","4,000 ","3,242.21"
511 ,618000 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"1,600 ","1,600 ","1,442.56"
522 ,618000 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,200 ,200 ,
562 ,618000 ,1 ,,שנתון סטטיסטי     ,גמיש,0.00% ,"50,000 ","50,000 ","9,483.00"
571 ,618000 ,1 ,,"מיכון וענ""א       ",קשיח,12.29% ,"45,700 ","40,700 ","45,600.00"
580 ,618000 ,1 ,,סקרים             ,גמיש,0.00% ,"68,000 ","68,000 ","17,784.00"
582 ,618000 ,1 ,,ריכוז נתונים ומידע,גמיש,0.00% ,"74,000 ","74,000 ","76,165.02"
781 ,618000 ,1 ,,כנס תוכנית עבודה  ,גמיש,0.00% ,"45,000 ","45,000 ","15,372.00"
618000  סך הכל ,,,,תכנון אסטרטגי+מידע,,20.34% ,"1,104,700 ","918,000 ","786,184.06"
000 ,619000 ,1 ,,בחירות:רשות מקומית, ,,                ,                ,
130 ,619000 ,1 ,,שעות נוספות       ,שכר,0.00% ,0 ,0 ,"155,835.91"
980 ,619000 ,1 ,,בחירות:רשות מקומית,גמיש,0.00% ,0 ,0 ,"308,616.34"
981 ,619000 ,1 ,,שכר בחירות,קשיח,0.00% ,0 ,0 ,"1,087,576.00"
619000  סך הכל ,,,,בחירות:רשות מקומית,,0.00% ,0 ,0 ,"1,552,028.25"
000 ,620000 ,1 ,,מינהל כספי        , ,,                ,                ,
000 ,621000 ,1 ,,הנהלת הגזברות     , ,,                ,                ,
000 ,621100 ,1 ,,משרד גזבר העירייה, ,,                ,                ,
100 ,621100 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,621100 ,1 ,,השכר הקובע-תקציבית,שכר,2.28% ,"601,500 ","588,100 ","571,737.34"
119 ,621100 ,1 ,,השכר הקובע-צוברת  ,שכר,3.06% ,"265,700 ","257,800 ","263,960.52"
122 ,621100 ,1 ,,ביגוד             ,שכר,1.28% ,"7,900 ","7,800 ","6,285.00"
126 ,621100 ,1 ,,דמי הבראה         ,שכר,0.53% ,"18,800 ","18,700 ","14,805.00"
130 ,621100 ,1 ,,שעות נוספות       ,שכר,-37.50% ,"1,000 ","1,600 ",450.60
140 ,621100 ,1 ,,השתתפות באחזקת רכב,שכר,21.95% ,"48,900 ","40,100 ","39,706.15"
350 ,621100 ,1 ,,ליסינג - 27-392-70,שכר,-8.25% ,"36,700 ","40,000 ","35,426.32"
351 ,621100 ,1 ,,הוצאות - 27-392-70,שכר,0.00% ,"18,000 ","18,000 ","16,277.52"
400 ,621100 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
470 ,621100 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"12,000 ","12,000 ","7,303.78"
471 ,621100 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"9,600 ","9,600 ","6,060.17"
492 ,621100 ,1 ,,השתתפות בעזר 092  ,קשיח,0.24% ,"341,200 ","340,400 ","304,337.00"
500 ,621100 ,1 ,,הוצאות מינהליות   , ,,,,0.00
511 ,621100 ,1 ,,אירוח וכיבוד      ,גמיש,-9.09% ,"8,000 ","8,800 ","10,953.29"
512 ,621100 ,1 ,,"נסיעות ואש""ל      ",גמיש,0.00% ,"4,600 ","4,600 ","1,371.20"
522 ,621100 ,1 ,,ספרים ועיתונים    ,גמיש,45.16% ,"9,000 ","6,200 ","6,275.52"
544 ,621100 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"10,000 ","10,000 ","8,150.61"
562 ,621100 ,1 ,,הדפסות            ,גמיש,0.00% ,"5,600 ","5,600 ","10,974.00"
571 ,621100 ,1 ,,"מיכון וענ""א       ",קשיח,12.38% ,"57,200 ","50,900 ","57,100.00"
580 ,621100 ,1 ,,יעוץ כלכלי        ,גמיש,0.00% ,"24,000 ","24,000 ","5,888.00"
700 ,621100 ,1 ,,הוצאות לפעולות    , ,,,,0.00
781 ,621100 ,1 ,,"פעולות סמנכ""ל",גמיש,0.00% ,"7,700 ","7,700 ","3,460.00"
794 ,621100 ,1 ,,השתתפות בעזר 094  ,קשיח,-1.49% ,"6,600 ","6,700 ","6,053.00"
621100  סך הכל ,,,,משרד גזבר העירייה,,2.43% ,"1,494,000 ","1,458,600 ","1,376,575.02"
000 ,621200 ,1 ,,תקציבים ובקרה, ,,                ,                ,
100 ,621200 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,621200 ,1 ,,השכר הקובע-תקציבית,שכר,3.52% ,"1,808,200 ","1,746,700 ","1,941,715.61"
119 ,621200 ,1 ,,השכר הקובע-צוברת  ,שכר,2.31% ,"2,270,200 ","2,219,000 ","2,014,526.69"
122 ,621200 ,1 ,,ביגוד             ,שכר,3.00% ,"82,300 ","79,900 ","65,913.15"
126 ,621200 ,1 ,,דמי הבראה         ,שכר,3.24% ,"159,400 ","154,400 ","123,201.50"
130 ,621200 ,1 ,,שעות נוספות       ,שכר,-6.88% ,"108,200 ","116,200 ","90,183.65"
140 ,621200 ,1 ,,השתתפות באחזקת רכב,שכר,3.66% ,"603,100 ","581,800 ","577,647.00"
400 ,621200 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
470 ,621200 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"2,400 ","2,400 ",868.72
471 ,621200 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"21,300 ","21,300 ","20,676.41"
511 ,621200 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"2,400 ","2,400 ","2,922.79"
522 ,621200 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,"4,800 ","4,800 ","4,360.59"
563 ,621200 ,1 ,,הדפסות            ,גמיש,0.00% ,"6,500 ","6,500 ","3,699.00"
571 ,621200 ,1 ,,"מיכון וענ""א       ",קשיח,12.32% ,"125,800 ","112,000 ","125,600.00"
580 ,621200 ,1 ,,יעוץ כלכלי        ,גמיש,0.00% ,"48,000 ","48,000 ","29,470.00"
700 ,621200 ,1 ,,הוצאות לפעולות    , ,,,,0.00
621200  סך הכל ,,,,תקציבים ובקרה,,2.89% ,"5,242,600 ","5,095,400 ","5,000,785.11"
000 ,621300 ,1 ,,"הנה""ח המרכזית     ", ,,                ,                ,
100 ,621300 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,621300 ,1 ,,השכר הקובע-תקציבית,שכר,6.71% ,"290,900 ","272,600 ","264,169.55"
119 ,621300 ,1 ,,השכר הקובע-צוברת  ,שכר,0.71% ,"1,094,500 ","1,086,800 ","939,982.11"
122 ,621300 ,1 ,,ביגוד             ,שכר,-1.63% ,"24,100 ","24,500 ","19,739.25"
126 ,621300 ,1 ,,דמי הבראה         ,שכר,11.19% ,"48,700 ","43,800 ","34,694.45"
130 ,621300 ,1 ,,שעות נוספות       ,שכר,3.36% ,"30,800 ","29,800 ","30,825.70"
140 ,621300 ,1 ,,השתתפות באחזקת רכב,שכר,20.56% ,"151,900 ","126,000 ","128,787.90"
200 ,621300 ,1 ,,שכר עובדים ללא תקן, ,,,,0.00
400 ,621300 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
470 ,621300 ,1 ,,אחזקת מכונות משרד ,גמיש,0.00% ,"2,000 ","2,000 ","1,277.68"
471 ,621300 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"13,000 ","13,000 ","12,921.27"
511 ,621300 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"1,600 ","1,600 ","1,772.55"
522 ,621300 ,1 ,,ספרים ועיתונים    ,גמיש,0.00% ,"8,000 ","8,000 ","7,443.76"
561 ,621300 ,1 ,,שיכפולים          ,גמיש,0.00% ,"4,000 ","4,000 ","2,784.20"
562 ,621300 ,1 ,,הדפסות            ,גמיש,0.00% ,"4,800 ","4,800 ","5,241.00"
563 ,621300 ,1 ,,הדפסת דוחות       ,קשיח,0.00% ,"10,000 ","10,000 ","8,943.70"
570 ,621300 ,1 ,,שידורי תנועות בנק ,קשיח,25.00% ,"20,000 ","16,000 ","13,716.71"
571 ,621300 ,1 ,,"מיכון וענ""א       ",קשיח,12.28% ,"228,600 ","203,600 ","228,400.00"
580 ,621300 ,1 ,,יעוץ חיצוני       ,גמיש,0.00% ,"30,000 ","30,000 ","26,690.00"
700 ,621300 ,1 ,,הוצאות לפעולות    , ,,,,0.00
757 ,621300 ,1 ,,"שרותי הנה""ח       ",קשיח,11.11% ,"200,000 ","180,000 ","159,510.30"
621300  סך הכל ,,,,"הנה""ח המרכזית     ",,5.17% ,"2,162,900 ","2,056,500 ","1,886,900.13"
000 ,621500 ,1 ,,מחלקת שכר         , ,,                ,                ,
110 ,621500 ,1 ,,השכר הקובע-תקציבית,שכר,4.51% ,"301,200 ","288,200 ","279,835.92"
119 ,621500 ,1 ,,השכר הקובע-צוברת  ,שכר,0.66% ,"547,800 ","544,200 ","490,669.11"
122 ,621500 ,1 ,,ביגוד             ,שכר,25.83% ,"15,100 ","12,000 ","9,629.20"
126 ,621500 ,1 ,,דמי הבראה         ,שכר,13.21% ,"31,700 ","28,000 ","22,207.50"
130 ,621500 ,1 ,,שעות נוספות       ,שכר,-8.53% ,"42,900 ","46,900 ","51,270.60"
140 ,621500 ,1 ,,השתתפות באחזקת רכב,שכר,45.94% ,"111,500 ","76,400 ","94,193.85"
471 ,621500 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,"4,000 ","4,000 ","2,790.64"
512 ,621500 ,1 ,,"נסיעות ואש""ל      ",גמיש,-100.00% ,0 ,800 ,
544 ,621500 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,"35,000 ","35,000 ","36,136.15"
561 ,621500 ,1 ,,שיכפולים          ,גמיש,0.00% ,0 ,0 ,447.00
565 ,621500 ,1 ,,ארכיבאות מגנטית,גמיש,-16.67% ,"15,000 ","18,000 ","16,169.92"
566 ,621500 ,1 ,,מצבת גימלאים,גמיש,0.00% ,"10,000 ","10,000 ","5,061.22"
570 ,621500 ,1 ,,תשלום לאוטומציה   ,קשיח,5.88% ,"900,000 ","850,000 ","784,840.98"
571 ,621500 ,1 ,,"מיכון וענ""א       ",קשיח,12.27% ,"114,400 ","101,900 ","114,300.00"
621500  סך הכל ,,,,מחלקת שכר         ,,5.62% ,"2,128,600 ","2,015,400 ","1,907,552.09"
000 ,621800 ,1 ,,פרוייקטים מיוחדים , ,,                ,                ,
110 ,621800 ,1 ,,השכר הקובע-תקציבית,שכר,3.05% ,"321,100 ","311,600 ","296,420.89"
119 ,621800 ,1 ,,השכר הקובע-צוברת  ,שכר,-7.33% ,"106,200 ","114,600 ","99,190.60"
122 ,621800 ,1 ,,ביגוד             ,שכר,10.47% ,"9,500 ","8,600 ","7,629.70"
126 ,621800 ,1 ,,דמי הבראה         ,שכר,-7.81% ,"11,800 ","12,800 ","10,152.00"
130 ,621800 ,1 ,,שעות נוספות       ,שכר,0.00% ,"30,900 ","30,900 ","30,558.60"
140 ,621800 ,1 ,,השתתפות באחזקת רכב,שכר,-6.14% ,"68,800 ","73,300 ","75,082.85"
471 ,621800 ,1 ,,מכשירי כתיבה      ,גמיש,0.00% ,500 ,500 ,436.15
522 ,621800 ,1 ,,ספרים ועיתונים    ,גמיש,13.64% ,"2,500 ","2,200 ","2,372.76"
550 ,621800 ,1 ,,פירסומים          ,גמיש,25.00% ,"60,000 ","48,000 ","25,074.76"
571 ,621800 ,1 ,,"מיכון וענ""א       ",קשיח,11.88% ,"11,300 ","10,100 ","11,300.00"
580 ,621800 ,1 ,,יעוץ חיצוני       ,גמיש,25.00% ,"60,000 ","48,000 ","57,606.00"
621800  סך הכל ,,,,פרוייקטים מיוחדים ,,3.33% ,"682,600 ","660,600 ","615,824.31"
000 ,622000 ,1 ,,שומה              , ,,                ,                ,
100 ,622000 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,622000 ,1 ,,השכר הקובע-תקציבית,שכר,-20.63% ,"351,600 ","443,000 ","776,539.92"
119 ,622000 ,1 ,,השכר הקובע-צוברת  ,שכר,9.67% ,"1,594,000 ","1,453,400 ","1,071,617.26"
122 ,622000 ,1 ,,ביגוד             ,שכר,-6.03% ,"34,300 ","36,500 ","35,392.15"
126 ,622000 ,1 ,,דמי הבראה         ,שכר,-3.63% ,"79,700 ","82,700 ","224,186.60"
130 ,622000 ,1 ,,שעות נוספות       ,שכר,-8.31% ,"77,200 ","84,200 ","83,449.00"
140 ,622000 ,1 ,,השתתפות באחזקת רכב,שכר,22.90% ,"205,000 ","166,800 ","172,159.20"
200 ,622000 ,1 ,,שכר עובדים ללא תקן, ,,,,0.00
253 ,622000 ,1 ,,עובדים חיצוניים   ,שכר,0.00% ,0 ,0 ,"70,757.11"
400 ,622000 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
492 ,622000 ,1 ,,השתתפות בעזר 092  ,קשיח,0.24% ,"165,500 ","165,100 ","147,593.00"
500 ,622000 ,1 ,,הוצאות מינהליות   , ,,,,0.00
544 ,622000 ,1 ,,הוצאות דאר        ,קשיח,0.00% ,200 ,200 ,
563 ,622000 ,1 ,,הדפסת פרטיכלים    ,גמיש,0.00% ,"20,000 ","20,000 ","14,761.10"
571 ,622000 ,1 ,,"מיכון וענ""א       ",קשיח,12.26% ,"274,600 ","244,600 ","274,200.00"
580 ,622000 ,1 ,,סקרים             ,גמיש,55.56% ,"1,400,000 ","900,000 ","1,611,456.37"
581 ,622000 ,1 ,,הוצ' משפטיות - ועדת ערר,גמיש,0.00% ,"800,000 ","800,000 ","679,288.93"
780 ,622000 ,1 ,,הוצ' חברי ועדת ערר,גמיש,0.00% ,"60,000 ","60,000 ","39,699.06"
794 ,622000 ,1 ,,השתתפות בעזר 094  ,קשיח,-1.19% ,"8,300 ","8,400 ","7,636.00"
961 ,622000 ,1 ,,רז' פעולות ורכישות,גמיש,0.00% ,0 ,0 ,"2,790.00"
622000  סך הכל ,,,,שומה              ,,13.56% ,"5,070,400 ","4,464,900 ","5,211,525.70"
000 ,623000 ,1 ,,גביה              , ,,                ,                ,
000 ,623100 ,1 ,,מחלקת ההכנסות     , ,,                ,                ,
100 ,623100 ,1 ,,שכר עובדים לפי תקן, ,,                ,                ,0.00
110 ,623100 ,1 ,,השכר הקובע-תקציבית,שכר,0.00% ,0 ,0 ,"327,789.97"
119 ,623100 ,1 ,,השכר הקובע-צוברת  ,שכר,2.40% ,"1,679,100 ","1,639,700 ","1,467,394.71"
122 ,623100 ,1 ,,ביגוד             ,שכר,-31.42% ,"27,500 ","40,100 ","36,153.15"
126 ,623100 ,1 ,,דמי הבראה         ,שכר,-13.34% ,"63,000 ","72,700 ","62,033.75"
130 ,623100 ,1 ,,שעות נוספות       ,שכר,-32.82% ,"30,700 ","45,700 ","40,379.10"
140 ,623100 ,1 ,,השתתפות באחזקת רכב,שכר,-12.40% ,"164,600 ","187,900 ","169,104.90"
253 ,623100 ,1 ,,עובדים חיצוניים   ,שכר,0.00% ,0 ,0 ,"45,682.81"
400 ,623100 ,1 ,,אחזקת בנינים וציוד, ,,,,0.00
471 ,623100 ,1 ,,מכשירי כתיבה      ,גמיש,12.24% ,"140,300 ","125,000 ","122,121.02"
511 ,623100 ,1 ,,אירוח וכיבוד      ,גמיש,0.00% ,"7,200 ","7,200 ","7,873.45"
541 ,623100 ,1 ,,משלוחים           ,קשיח,0.00% ,"400,000 ","400,000 ","314,564.51"
562 ,623100 ,1 ,,הדפסות            ,קשיח,0.00% ,"430,000 ","430,000 ","250,583.19"
571 ,623100 ,1 ,,"מיכון וענ""א       ",קשיח,12.27% ,"148,200 ","132,000 ","148,000.00"
757 ,623100 ,1 ,,"שרותי הנה""ח       ",גמיש,0.00% ,0 ,,
753 ,623100 ,1 ,,עובדים חיצוניים   ,קשיח,0.00% ,"36,000 ",0 ,
623100  סך הכל ,,,,מחלקת ההכנסות     ,,1.50% ,"3,126,600 ","3,080,300 ","2,991,680.56"
000 ,623200 ,1 ,,גביה              , ,,                ,                ,
