"תקציב 2016","שם הסעיף","מספר סעיף"
5563000,"נוער מתבגר במצוקה",8432-820-3
1767648,"נוער חוסה בפנימיות",8432-821-0
2693336,מפתנים,8432-822-7
125000,"תוכניות טיפוליות לילד-נטו",8433-801-3
22990800,"סידור במעונות יום",8433-823-3
1000000,"ארוחות לנזקקים - נטו",8443-801-0
1170000,"מסגרות תומכות לזקן־נטו",8443-802-7
3900000,"טיפול בזקן בקהילה",8443-820-9
2552000,"מועדון לזקן",8443-823-0
700000,"מסגרות יומיות לזקן",8443-827-8
26819688,"זקנים במעונות",8443-830-2
150000,"מסגרות יומיות לזקן",8443-951-6
170000,"הסעות נכים",8451-712-8
240000,"מרכזים ללקויי שמיעה",8451-801-9
335000,"פעילות קהילתית לילד החריג",8451-820-8
75000,"שיקום העיוור בקהילה",8451-821-5
9733000,"שיקום נכים בקהילה",8451-823-9
28503840,"מסגרות יום לילדים מוגבלים",8451-824-6
2565912,"עיוורים במוסדות",8451-825-3
700000,"מפעלי שיקום",8451-826-0
100000,"מועדון עלומים לעיוורים",8451-827-7
39072768,"נכים במוסדות ואומנה",8451-829-1
100000,"שירותים למוגבלים",8451-830-1
2000000,"פרויקט דרי רחוב",8451-832-5
950000,"הדרכת עיוור",8451-833-2
2160000,"מסגרות שיקום לעיוורים",8451-834-9
27615000,"טיפול באוטיסטים בקהילה",8451-835-6
165614220,"מפגרים במוסדות ואומנה",8461-820-5
48524532,"מפגרים במעונות יום",8461-821-2
5207500,"שירותים תומכים למפגר",8461-824-3
100000,"טיפול במפגר",8461-950-5
221000,"טיפול במתמכרים לסמים־נטו",8462-801-5
314000,"שיקום האסיר-נטו",8462-802-2
1187000,"האיגוד הירושלמי למאבק בסמים",8462-803-9
2073000,"טיפול במתמכרים לסמים",8462-823-5
420000,"שיקום האסיר",8462-825-9
4000000,"טיפול בנוער חרדי מנותק",8462-827-3
200000,"צרכים מיוחדים ועזרה ביתית-נטו",8471-801-3
200000,"סמך מקצועי-נטו",8471-802-0
25000,"שירות ייעוץ לאזרח-נטו",8471-804-4
200000,"פעולות התנדכות-נטו",8471-805-1
3190000,"עכודה קהילתית-נטו",8471-808-2
2000000,"אפיקי הצלחה",8471-809-9
3520000,"צרכים מיוחדים ועזרה כיתית",8471-820-2
2000000,"סמך מקצועי",8471-824-0
60000,"קכוצות לעזרה עצמית",8471-825-7
5000,"שירות ייעוץ לאזרח(שי״ל)",8471-826-4
1985000,"טיפול כעולים",8471-828-8
316000,"שיקום שכונות",8471-829-5
65000,"פעולות התנדכות",8471-830-5
,"שירות לאומי",8471-831-2
260000,"עכודה קהילתית",8471-833-6
,"תוכניות לטיפול כעוני",8471-834-3
1927358,"פעולות כקהילה",8471-835-0
59348,"אשפוז וטיפול כנפגעי תאונות",8471-837-4
889000,"מרכז למצכי חירום",8471-839-8
350000,"סיוע לנזקקים כחגים",8471-840-8
310000,"סיוע כחוכות ומקרים מיוחדים",8471-846-0
147642,"תוכניות משותפות למינהל קהילה",8471-848-4
3800000,"מרכז תעסוקה",8471-850-1
1000000,"התכנית לפיתוח חכרתי כלכלי",8471-900-7
3000000,"שירות לאומי",8471-950-2
2000000,"התכנית לפיתוח חכרתי כלכלי",8471-958-8
20913,"משכורת ושכר משולבים",8472-111-8
23900,תוספות,8472-112-5
4216,"החזר הוצאות",8472-113-2
5982,"הפרשות סוציאליות",8472-116-3
3722,"מסים והיטלים על השכר",8472-117-0
870140,"משכורת ושכר משולבים",8310-111-5
597320,תוספות,8310-112-2
95358,"החזר הוצאות",8310-113-9
333480,"הפרשות סוציאליות",8310-116-0
150210,"מסים והיטלים על השכר",8310-117-7
238708,"החזקת רכב",8310-118-4
144274,"שעות נוספות",8310-119-1
8949662,"משכורת ושכר משולבים",8320-111-2
9355841,תוספות,8320-112-9
972586,"החזר הוצאות",8320-113-6
4035226,"הפרשות סוציאליות",8320-116-7
1607597,"מסים והיטלים על השכר",8320-117-4
1232724,"החזקת רכב",8320-118-1
381145,"שעות נוספות",8320-119-8
2309381,"קניית שירותי כ״א - שב""צ",8320-211-3
14000,"בגדי עבודה",8320-215-1
374481,"קריית העירייה - העמסה",8320-400-5
1195993,"שכר דירה",8320-410-8
366000,"תיקונים ושיפוצים",8320-420-1
,"כלי רכב בליסינג תפעולי",8320-424-9
353000,חשמל,8320-430-4
50000,מים,8320-431-1
31500,"פינוי פסולת רפואית",8320-434-2
1348871,"ביטוח - העמסה",8320-440-7
23910,"תקשורת סלולרית",8320-448-3
2500,"דמי כביסה",8320-451-7
165000,"מכשירי כתיבה והדפסות",8320-460-3
85000,"החזקת מכונות משרד",8320-470-6
5500,"עיתונות וספרות",8320-480-9
86714,"רכש ואספקה - העמסה",8320-490-2
5000,נסיעות,8320-510-9
900000,טלפונים,8320-540-8
28516,"טלפונים - העמסה",8320-541-5
114240,דואר,8320-545-3
53000,כיכודים,8320-610-0
160000,"הוכלות כרכם שכור",8320-712-5
117500,חומרים,8320-720-4
25816,דלק,8320-735-2
63000,ניקיון,8320-749-3
2044513,"מחשום עירוני - העמסה",8320-755-8
69988,"חינוך לכריאות ורפואה מונעת",8320-783-3
104492,"כריאוטף על גלגלים",8320-801-6
429000,"פיתוח שירותים לגיל הרך",8320-824-3
50723,"התוכנית לילדים ונוער כסיכון",8320-831-5
130000,"רכישת ציוד",8320-930-9
400000,כללי,8320-950-5
1250000,"התוכנית לילדים ונוער כסיכון",8320-952-9
500000,"טיפול כגיל הרך",8320-953-6
9500000,משפחתונים,8320-954-3
287652,"משכורת ושכר משולכים",8330-111-9
280503,תוספות,8330-112-6
31178,"החזר הוצאות",8330-113-3
95767,"הפרשות סוציאליות",8330-116-4
53041,"מסים והיטלים על השכר",8330-117-1
70484,"החזקת רכם",8330-118-8
14970,"שעות נוספות",8330-119-5
830012,"קניית שירותי כ״א - טיפול מונע",8330-701-2
200000,"הוצאות הפעלה - טיפול מונע",8330-702-9
,"שירות לכריאות השן - הסכרה",8330-803-7
2000000,"שירות לבריאות השן",8330-951-9
2156309,"משכורת ושכר משולבים",8340-111-6
3975155,תוספות,8340-112-3
342829,"החזר הוצאות",8340-113-0
1753518,"הפרשות סוציאליות",8340-116-1
616308,"מסים והיטלים על השכר",8340-117-8
745497,"החזקת רכב",8340-118-5
747706,"שעות נוספות",8340-119-2
52000,"בגדי עבודה",8340-215-5
739223,"אבטחה ושמירה - העמסה",8340-415-7
65000,"תיקונים, שיפוצים ותחזוקה",8340-420-5
59202,"כלי רכב בליסינג תפעולי",8340-424-3
265000,"חשמל, מים והסקה",8340-430-8
22015,"תקשורת סלולרית",8340-448-7
14000,"כיבוס מדים",8340-451-1
45000,"מכשירי כתיבה והדפסות",8340-460-7
5000,נסיעות,8340-510-3
55000,טלפונים,8340-540-2
555,דואר,8340-545-7
27000,כיבודים,8340-610-4
35000,פרסומים,8340-630-0
199042,"מוסך ותחבורה - העמסה",8340-710-5
568000,"חומרים וכלים לעבודה",8340-720-8
50000,"גבייה מחייבים",8340-727-7
172107,דלק,8340-735-6
145000,ניקיון,8340-749-7
65000,"רישום כלבים במרכז הארצי",8340-770-3
80000,"הדרכת תלמידים",8340-771-0
190000,"טיפול מניעתי לבעלי חיים",8340-772-7
8000,"הקניית ידע מקצועי",8340-773-4
20000,"הוצאת כלבים לאימוץ",8340-774-1
120000,"פינוי פגרי בעלי חיים",8340-775-8
36000,"תמיכות באגודות המטפלות בבע״ח",8340-800-3
1218141,"השתתפות בשירותי נט״ן",8390-813-2
455615,"משכורת ושכר משולבים",8635-111-3
576746,תוספות,8635-112-0
68400,"החזר הוצאות",8635-113-7
294495,"הפרשות סוציאליות",8635-116-8
121161,"מסים והיטלים על השכר",8635-117-5
121438,"החזקת רכב",8635-118-2
168008,"שעות נוספות",8635-119-9
91361,"קריית העירייה - העמסה",8635-400-6
423000,"שכר דירה",8635-410-9
70029,"אבטחה ושמירה - העמסה",8635-415-4
118404,"כלי רכב בליסינג תפעולי",8635-424-0
10235,"תקשורת סלולרית",8635-448-4
40000,"מרכז תרבויות-הוצאות ארגוניות",8635-459-4
72000,"בית קהילות העולים - ארגוניות",8635-461-1
6670,"רכש ואספקה - העמסה",8635-490-3
17421,"טלפונים - העמסה",8635-541-6
1533,דואר,8635-545-4
3920,כיבודים,8635-610-1
36000,"הוצאות ארגוניות ושונות",8635-682-6
30000,"בית קהילות העולים - פעולות",8635-700-9
180000,"בית קהילות העולים־קניית שירות",8635-701-6
84952,"מחשוב עירוני - העמסה",8635-755-9
225000,"פעולות קליטה",8635-783-4
604370,"קניית שירות",8635-784-1
675000,"קניית שירותי כ״א - רכזות קליטה",8635-785-8
30000,"מרכז תרבויות - פעולות",8635-787-2
100000,"מרכז תרבויות - קניית שירות",8635-788-9
,"עידוד עלייה ושיווק ירושלים",8635-802-4
95000,"מרכז תרבות לאוכלוסייה האתיופית",8635-803-1
5000,"אוהל לאירועים",8635-804-8
188676,"אירועי תרבות וחברה לעולים",8635-805-5
45000,"השתתפות בירידים בחו״ל",8635-806-2
38000,"דיור קלט זמני לעולים",8635-807-9
315000,"מרכז רוחני לקהילה האתיופית",8635-808-6
511000,"התוכנית לעידוד עלייה ושיווק ים",8635-810-3
3500000,"הרשות לקליטת עלייה",8635-955-1
700883,"משכורת ושכר משולבים",8636-111-2
554088,תוספות,8636-112-9
72368,"החזר הוצאות",8636-113-6
194862,"הפרשות סוציאליות",8636-116-7
100389,"מסים והיטלים על השכר",8636-117-4
6488,"החזקת רכב",8636-118-1
2883,"שעות נוספות",8636-119-8
215000,"אולפן עולים",8636-790-5
869232,"משכורת ושכר משולבים",8480-111-7
784984,תוספות,8480-112-4
107845,"החזר הוצאות",8480-113-1
387502,"הפרשות סוציאליות",8480-116-2
166602,"מסים והיטלים על השכר",8480-117-9
215553,"החזקת רכב",8480-118-6
119899,"שעות נוספות",8480-119-3
118404,"כלי רכב בליסינג תפעולי",8480-424-4
13282,"תקשורת סלולרית",8480-448-8
3727,כיבודים,8480-610-5
200000,"שיקום שכונות-הכשרה מקצועית",8480-700-3
145632,"מחשוב עירוני - העמסה",8480-755-3
347000,תעסוקה-פעולות,8480-801-1
60318,"מרכז תעסוקה לאקדמאים ועולים",8480-802-8
727500,"מוקדי תעסוקה בשכונות",8480-803-5
305000,"מוקדי תעסוקה-סטודנטים ואקדמאים",8480-804-2
53000,"פיתוח תעסוקה-סטודנטים ואקדמאים",8480-805-9
600000,"פיתוח כלכלה ותעשייה",8480-806-6
1007000,"תעסוקת צעירים",8480-807-3
52000,"פרויקט מטו״ס",8480-808-0
350000,"מרכז תעסוקת חרדים",8480-809-7
10000000,"מרכז תעסוקת חרדים",8480-950-0
7000000,"התכנית לפיתוח הברתי כלכלי",8480-958-6
163000000,"תשלומים על חשבון הקרן",6340-991-6
45000000,"תשלומים על חשבון הריבית",6340-992-3
22000000,"תשלומים על חשבון ההצמדה",6340-993-0
355000000,"הנחות מארנונה",7619-783-5
315000000,"הנחות מארנונה למוסדות פטורים",7619-784-2
302808456,"פנסיה תקציבית",9960-310-4
19391543,"מסים והיטלים על הפנסיה",9960-311-1
1712969,פיצויים,9960-320-7
5941008,"פדיון ימי מחלה",9960-321-4
1000883,"מענק פרישה",9960-322-1
3387186,"פדיון ימי חופשה",9960-323-8
757955,"מענק הסתגלות",9960-324-5
-23588366,"קריית העירייה - הפחתת העמסה",6199-400-7
-39625765,"מחשוב עירוני - הפחתת העמסה",6199-755-0
-29458552,"ביטוח הפחתת העמסה",9810-440-6
-3923700,"רכש ואספקה - הפחתת העמסה",9810-490-1
-90284884,"מוסך ותחבורה - הפחתת העמסה",9810-710-0
