חשבון ,,פרק,שם חשבון ,מחלקה ,מקורי 2015 ,ביצוע עד ספטמ,תקציב 2016-כו,תקציב בסיס 2016,מותנה 2016 
1618000581,618000581,61,מיתוג ,1618000,0,0,0,0,0
1618000582,618000582,61,קוד אתי ,1618000,100000,30600,100000,70000,30000
1618000583,618000583,61,הוצ' סקר שביעות רצון תושב,1618000,100000,37600,100000,70000,30000
1618000584,618000584,61,ימי עיון וכנסים ,1618000,145000,50500,500000,350000,150000
1618000585,618000585,61,תוכנית אב לתרבות ,1618000,0,0,0,0,0
1618000586,618000586,61,יועצים ,1618000,0,0,0,0,0
1618000750,618000750,61,עבודות קבלניות ,1618000,300000,163000,368000,300000,68000
1618000760,618000760,61,בת שירות ,1618000,20000,12600,20000,20000,0
1618000761,618000761,61,שיתוף הציבור ,1618000,90000,500,90000,60000,30000
1618000981,618000981,61,קרן היחידה האסטרטגית ,1618000,0,0,0,0,0
1619000580,619000580,61,בחירות לרשות המקומית ,1610000,0,0,0,0,0
1621100110,621100110,62,השכר הקובע ,2621100,671000,555400,795000,795000,0
1621100120,621100120,62,תוספות שלא נכללות בשכר ,2621100,50000,35500,41000,41000,0
1621100130,621100130,62,שעות נוספות ,2621100,14000,13600,19000,17100,1900
1621100140,621100140,62,החזר הוצאות רכב ,2621100,50000,51300,74000,74000,0
1621100141,621100141,62,החזר הוצאות אחר ,2621100,16000,21900,31000,31000,0
1621100181,621100181,62,הפרשות סוציאליות ,2621100,74000,71500,102000,102000,0
1621100182,621100182,62,מיסים ועלויות ,2621100,118000,99900,145000,145000,0
1621100210,621100210,62,שכר זמניים ,2621100,130000,32100,0,0,0
1621100470,621100470,62,ציוד מישרדי ,2621100,6000,5900,6000,6000,0
1621100471,621100471,62,מכונות צילום ,2621100,5000,3500,5400,5400,0
1621100510,621100510,62,כיבודים ,2621100,5000,5200,5000,5000,0
1621100521,621100521,62,השתלמויות ,2621100,10000,700,10000,10000,0
1621100522,621100522,62,ספרות מקצועית ועתונות ,2621100,8000,3600,8000,8000,0
1621100523,621100523,62,דמי חבר ,2621100,3000,1200,3000,3000,0
1621100530,621100530,62, 75-182-53ר.צמוד ,2621100,60000,39300,46000,46000,0
1621100540,621100540,62,דואר וטלפון ,2621100,3000,1200,2000,2000,0
1621100541,621100541,62,שליחויות ,2621100,1000,0,1000,1000,0
1621100542,621100542,62,"רט""ן - רשת טלפונים ניידים",2621100,6000,5200,9000,9000,0
1621100580,621100580,62,יועצים ופעולות ארגוניות ,2621100,100000,54700,100000,60000,40000
1621100581,621100581,62,התייעלות ומקסום הכנסות ,2621100,150000,77100,150000,100000,50000
1621100582,621100582,62,הסבת מערכות מידע ,2621100,0,0,100000,50000,50000
1621100760,621100760,62,בנות שירות לאומי ,2621100,20000,2400,20000,20000,0
1621200110,621200110,62,השכר הקבוע ,2621200,790000,589200,812000,812000,0
1621200120,621200120,62,תוספות לא נכללות בשכר ,2621200,428000,349100,446000,446000,0
1621200130,621200130,62,שעות נוספות ,2621200,0,200,1000,900,100
1621200140,621200140,62,החזר הוצאות רכב ,2621200,117000,103200,133000,133000,0
1621200141,621200141,62,החזר הוצאות אחר ,2621200,22000,19800,27000,27000,0
1621200181,621200181,62,הפרשות סוציאליות ,2621200,130000,101800,137000,137000,0
1621200182,621200182,62,מיסים ועלויות ,2621200,189000,149200,206000,206000,0
1621200210,621200210,62,שכר זמניים ,2621200,0,0,0,0,0
1621200470,621200470,62,ציוד משרדי מתכלה ,2621200,13000,5800,13000,13000,0
1621200471,621200471,62,צילומים ,2621200,3500,3500,3700,3700,0
1621200522,621200522,62,ספרות מקצועית ועתונות ,2621200,5000,3100,5000,5000,0
1621200530,621200530,62, 33-319-34,2621200,40000,18400,30000,30000,0
1621200540,621200540,62,דואר וטלפון ,2621200,2000,1700,3000,3000,0
1621200541,621200541,62,שליחויות ,2621200,0,0,0,0,0
1621200542,621200542,62,"רט""ן - רשת טלפוני ",2621200,3800,2500,4000,4000,0
1621200572,621200572,62,תוכנה ,2621200,55000,17700,40000,40000,0
1621200580,621200580,62,פיתוח אירגוני ,2621200,50000,0,50000,30000,20000
1621200760,621200760,62,שרות לאומי ,2621200,0,0,0,0,0
1621300110,621300110,62,השכר הקבוע ,2621300,981000,747400,957000,957000,0
1621300120,621300120,62,תוספות שלא נכללות בשכר ,2621300,172000,148600,176000,176000,0
1621300130,621300130,62,שעות נוספות ,2621300,39000,37000,47000,42300,4700
1621300140,621300140,62,החזר הוצאות רכב ,2621300,114000,129200,189000,189000,0
1621300141,621300141,62,החזר הוצאות אחר ,2621300,54000,46400,52000,52000,0
1621300181,621300181,62,הפרשות סוציאליות ,2621300,207000,139700,191000,191000,0
1621300182,621300182,62,מיסים ועלויות ,2621300,186000,146900,191000,191000,0
1621300210,621300210,62,עובדי כ'א ,2621300,0,0,0,0,0
1621300470,621300470,62,ציוד משרדי ,2621300,30000,15100,30000,30000,0
1621300471,621300471,62,מכונותצילום ,2621300,6500,5600,4800,4800,0
1621300522,621300522,62,ספרות מקצועית ועתונות ,2621300,5000,3600,5000,5000,0
1621300530,621300530,62,רכב -צמוד ,2621300,50000,100,0,0,0
1621300540,621300540,62,דואר וטלפון ,2621300,3000,2000,3000,3000,0
1621300541,621300541,62,שליחויות ,2621300,0,0,0,0,0
1621300542,621300542,62,"רט""ן - רשת טלפוני ",2621300,2500,3300,3000,3000,0
1621300572,621300572,62,תוכנה ,2621300,166000,87300,170000,140000,30000
1621300575,621300575,62,שירותי מחשוב שונים ,2621300,39000,9100,39000,39000,0
1621300580,621300580,62,פעולות אירגוניות ,2621300,50000,23500,50000,30000,20000
1621300751,621300751,62,"התאמת הנה""ח גביה ",2621300,0,0,0,0,0
1621400110,621400110,62,השכר הקבוע ,2621400,462000,312600,496000,496000,0
1621400120,621400120,62,תוספות שלא נכללות בשכר ,2621400,124000,57000,60000,60000,0
1621400130,621400130,62,שעות נוספות ,2621400,96000,86400,126000,113400,12600
1621400140,621400140,62,החזר הוצאות רכב ,2621400,135000,74700,80000,80000,0
1621400141,621400141,62,החזר הוצאות אחר ,2621400,29000,21700,42000,42000,0
1621400181,621400181,62,הפרשות סוציאליות ,2621400,78000,53600,95000,95000,0
1621400182,621400182,62,מיסים ועלויות ,2621400,113000,72300,109000,109000,0
1621400540,621400540,62,דואר וטלפון ,2621400,2000,400,1200,1200,0
1621500110,621500110,62,השכר הקבוע ,2621500,635000,468800,637000,637000,0
1621500120,621500120,62,תוספות שלא נכללות בשכר ,2621500,111000,93800,108000,108000,0
1621500130,621500130,62,שעות נוספות ,2621500,59000,45400,64000,57600,6400
1621500140,621500140,62,החזר הוצאות רכב ,2621500,174000,145200,203000,203000,0
1621500141,621500141,62,החזר הוצאות אחר ,2621500,36000,24200,33000,33000,0
1621500181,621500181,62,הפרשות סוציאליות ,2621500,158000,119400,161000,161000,0
1621500182,621500182,62,מיסים ועלויות ,2621500,136000,103600,143000,143000,0
1621500210,621500210,62,משכורות זמניים ,2621500,220000,116900,220000,220000,0
1621500470,621500470,62,ציוד משרדי ,2621500,10000,6400,10000,10000,0
1621500471,621500471,62,מכונות צילום ופקס ,2621500,3500,3500,3700,3700,0
1621500540,621500540,62,דואר וטלפון ,2621500,25000,17400,27000,27000,0
1621500542,621500542,62,"רט""ן - רשת טלפוני ",2621500,2500,1800,3000,3000,0
1621500575,621500575,62,שירותי מחשוב שונים ,2621500,550000,205600,700000,600000,100000
1621600110,621600110,62,השכר הקבוע ,2621600,231000,142000,298000,298000,0
1621600120,621600120,62,תוספות שלא נכללות בשכר ,2621600,19000,19700,21000,21000,0
1621600130,621600130,62,שעות נוספות ,2621600,17000,7900,17000,15300,1700
1621600140,621600140,62,החזר הוצאות רכב ,2621600,56000,27600,58000,58000,0
1621600141,621600141,62,החזר הוצאות אחר ,2621600,18000,12800,21000,21000,0
1621600181,621600181,62,הפרשות סוציאליות ,2621600,66000,51700,90000,90000,0
1621600182,621600182,62,מיסים ועלויות ,2621600,46000,28400,57000,57000,0
1621600210,621600210,62,משכורות זמניים ,2621600,0,0,0,0,0
1621600540,621600540,62,דואר וטלפון ,2621600,4000,0,4000,4000,0
1621600542,621600542,62,"רט""ן - רשת טלפוני ",2621600,0,0,2000,2000,0
1621600580,621600580,62,ליווי ויעוץ למיקסום הכנסו,2621600,90000,17800,90000,60000,30000
1621701110,621701110,62,השכר הקבוע ,2621700,640000,499300,688000,688000,0
1621701120,621701120,62,תוספות שלא נכללות בשכר ,2621700,166000,139700,158000,158000,0
1621701130,621701130,62,שעות נוספות ,2621700,18000,22000,28000,25200,2800
1621701140,621701140,62,החזר הוצאות רכב ,2621700,127000,83200,107000,107000,0
1621701141,621701141,62,החזר הוצאות אחר ,2621700,22000,17100,23000,23000,0
1621701181,621701181,62,הפרשות סוציאליות ,2621700,143000,121700,169000,169000,0
1621701182,621701182,62,מיסים ועלויות ,2621700,131000,101200,139000,139000,0
1621701210,621701210,62,משכורות זמניים ,2621700,200000,91600,100000,100000,0
1621701470,621701470,62,ציוד משרדי מתכלה ,2621700,20000,4100,20000,20000,0
1621701471,621701471,62,מכונות צילום ,2621700,10500,8300,11200,11200,0
1621701530,621701530,62,הוצ' רכב מנהלי-7989366 ,2621700,0,0,30000,30000,0
1621701540,621701540,62,דואר וטלפון ,2621700,4000,2800,4500,4500,0
1621701542,621701542,62,"רט""ן - רשת טלפונית ",2621700,5000,3400,4000,4000,0
1621701572,621701572,62,תוכנה ,2621700,18000,8900,18000,18000,0
1621701580,621701580,62,פיתוח אירגוני ,2621700,23000,1000,20000,10000,10000
1621701779,621701779,62,בטיחות עובדים ,2621700,2000,500,2000,2000,0
1621701781,621701781,62,מיגון ,2621700,2000,0,0,0,0
1621702110,621702110,62,השכר הקובע ,2621700,115000,57600,80000,80000,0
1621702120,621702120,62,תוספות שלא נכללות בשכר ,2621700,43000,27700,36000,36000,0
1621702130,621702130,62,שעות נוספות ,2621700,40000,37900,52000,46800,5200
1621702140,621702140,62,החזר הוצאות רכב ,2621700,56000,34200,43000,43000,0
1621702141,621702141,62,החזר הוצאות אחר ,2621700,5000,1800,3000,3000,0
1621702181,621702181,62,הפרשות סוציאליות ,2621700,36000,23400,32000,32000,0
1621702182,621702182,62,מיסים ועלויות ,2621700,35000,22000,30000,30000,0
1621702420,621702420,62,אחזקת מבנים ,2621700,10000,10000,10000,10000,0
1621702422,621702422,62,החזקת מבנים חומרים ,2621700,2000,0,2000,2000,0
1621702433,621702433,62,חומרי נקיון ,2621700,3000,0,3000,3000,0
1621702471,621702471,62,מכונות צילום ,2621700,0,0,0,0,0
1621702540,621702540,62,דואר וטלפון ,2621700,1000,300,1000,1000,0
1621702542,621702542,62,"רט""ן - רשת טלפונים ניידים",2621700,1300,800,3000,3000,0
1621702580,621702580,62,ספירות מלאי ,2621700,30000,0,30000,20000,10000
1621702743,621702743,62,רכישת כלים.מכשירים וציוד ,2621700,2000,0,2000,2000,0
1621702781,621702781,62,מגון מחסני העירייה ,2621700,2000,0,2000,2000,0
1621702920,621702920,62,הוצאות עבודות פתוח ,2621700,0,0,0,0,0
1621702930,621702930,62,ציוד יסודי ,2621700,3000,0,3000,3000,0
1621800110,621800110,62,השכר הקבוע ,2621800,240000,178200,243000,243000,0
1621800120,621800120,62,תוספות שלא נכללות בשכר ,2621800,83000,69500,84000,84000,0
1621800130,621800130,62,שעות נוספות ,2621800,14000,10500,13000,11700,1300
1621800140,621800140,62,החזר הוצאות רכב ,2621800,63000,50900,64000,64000,0
1621800141,621800141,62,החזר הוצאות אחר ,2621800,9000,6200,9000,9000,0
1621800181,621800181,62,הפרשות סוציאליות ,2621800,33000,24700,33000,33000,0
1621800182,621800182,62,מיסים ועלויות ,2621800,54000,41100,56000,56000,0
1623000110,623000110,62,השכר הקבוע ,2623000,1193000,878500,1223000,1223000,0
1623000120,623000120,62,תוספות שלא נכללות בשכר ,2623000,378000,289900,361000,361000,0
1623000130,623000130,62,שעות נוספות ,2623000,134000,93400,133000,119700,13300
1623000140,623000140,62,החזר הוצאות רכב ,2623000,292000,214400,296000,296000,0
1623000141,623000141,62,החזר הוצאות אחר ,2623000,78000,56500,75000,75000,0
1623000181,623000181,62,הפרשות סוציאליות ,2623000,236000,177800,248000,248000,0
1623000182,623000182,62,מיסים ועליות ,2623000,282000,207700,292000,292000,0
1623000210,623000210,62,משכורת זמניים ,2623000,480000,229100,400000,400000,0
1623000211,623000211,62,מילוי מקום-שמירה ,2623000,100000,21200,100000,100000,0
1623000470,623000470,62,ציוד משרדי ,2623000,90000,73200,90000,90000,0
1623000471,623000471,62,מכונות צילום ,2623000,11600,400,12400,12400,0
1623000522,623000522,62,ספרות מקצועית ,2623000,2000,600,2000,2000,0
1623000540,623000540,62,דואר וטלפון ,2623000,15000,11600,22000,22000,0
1623000541,623000541,62,דואר ,2623000,150000,65900,150000,150000,0
1623000542,623000542,62,"רט""ן - רשת טלפונים ניידים",2623000,18100,12700,18000,18000,0
1623000550,623000550,62,פירסומים ,2623000,45000,0,45000,45000,0
1623000561,623000561,62,הפקת החשבונות הדו חודשים ,2623000,180000,44600,180000,150000,30000
1623000571,623000571,62,חומרה ,2623000,7000,0,7000,7000,0
1623000572,623000572,62,תוכנות גביה ,2623000,1100000,732500,1100000,1100000,0
1623000575,623000575,62,שירותי מחשוב שונים ,2623000,10000,0,10000,10000,0
1623000577,623000577,62,תקשורת מחשבים ,2623000,7000,2200,7000,7000,0
1623000579,623000579,62,פרויקטי מחשוב ,2623000,50000,36400,50000,50000,0
1623000580,623000580,62,הוצאות אירגוניות ,2623000,110000,58600,110000,90000,20000
1623000730,623000730,62,קטנוע- 11-408-70 ,2623000,20000,15000,20000,20000,0
1623000731,623000731,62, 79-545-72,2623000,30000,10300,30000,30000,0
1623000732,623000732,62,קטנוע 11-689-70 ,2623000,20000,6800,20000,20000,0
1623000751,623000751,62,מדידות ,2623000,450000,270600,500000,250000,250000
1623000752,623000752,62,העברת תיקים לארכיב מרכזי ,2623000,20000,10000,20000,20000,0
1623000754,623000754,62,הרחבת בסיס המס ,2623000,0,0,0,0,0
1623000758,623000758,62,ביצוע תשלומים במוקדן ,2623000,460000,240100,460000,460000,0
1623000759,623000759,62,שירותי מוקד אחרים ,2623000,23000,14800,15000,15000,0
1623000778,623000778,62,טפסים ,2623000,30000,21500,30000,30000,0
1623001110,623001110,62,השכר הקובע ,2623001,446000,352400,1045000,1045000,0
1623001120,623001120,62,תוספות שלא נכללות בשכר ,2623001,78000,43300,45000,45000,0
1623001130,623001130,62,שעות נוספות ,2623001,2000,4300,55000,49500,5500
1623001140,623001140,62,החזר הוצ' רכב ,2623001,90000,79500,215000,215000,0
1623001141,623001141,62,החזר הוצאות אחרות ,2623001,46000,33400,57000,57000,0
1623001181,623001181,62,הפרשות סוציאליות ,2623001,113000,100200,216000,216000,0
1623001182,623001182,62,מיסים ועלויות ,2623001,86000,65900,187000,187000,0
1623001212,623001212,62,ביגוד עובדי הגבייה ,2623000,50000,0,50000,50000,0
1623100110,623100110,62,השכר הקובע ,2623100,1314000,924400,869000,869000,0
1623100120,623100120,62,תוספות שלא נכללות בשכר ,2623100,225000,200700,231000,231000,0
1623100130,623100130,62,שעות נוספות ,2623100,4000,10000,22000,19800,2200
1623100140,623100140,62,החזר הוצאות רכב ,2623100,176000,113700,114000,114000,0
1623100141,623100141,62,החר הוצאות אחר ,2623100,99000,80900,103000,103000,0
1623100181,623100181,62,הפרשות סוציאליות ,2623100,285000,210100,204000,204000,0
